ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
CVX,2020-03-23,8.7,macro_sensitivity,high,high,Collapse in crude demand and oil-price expectations. Reuters Mar 18 noted Chevron aiming to trim spending. Mar 24 Chevron cut 2020 capex by $4B and suspended buybacks. Shell cut $5B and suspended $25B buyback,Peers emergency spending cuts. Fear of deeper dividend and cash-flow squeeze across majors,no,,,CVX March 23 drop fits the oil complex crisis phase. Reuters documented Chevron already preparing spending and production cuts and within one day Chevron formally slashed planned 2020 spending by $4B and halted repurchases. Shell same-window actions reinforced that investors were repricing the entire sector.
EMR,2020-03-23,13.6,macro_sensitivity,high,medium,No major EMR-specific negative headline Mar 20-23. Later disclosed March trailing three-month underlying orders down 1% with instrumentation down 9% from COVID-19 and oil-demand deterioration. By Mar 31 withdrew guidance,Emerging evidence of order weakness in instrumentation plus oil-demand shock hitting process and energy customers,no,,,For EMR the evidence points more to sector and end-market exposure than to a single headline. Emerson later showed March orders weakening with instrumentation down 9% and management withdrawing guidance on March 31 which supports that investors were discounting a sharp COVID-driven industrial slowdown.
ORCL,2020-03-25,4.0,no_clear_catalyst,low,medium-low,No fresh major Oracle-specific negative Mar 22-25. Post-rally reversal after Mar 24 surge. Oracle still trading under shadow of recent earnings disappointment and weaker-than-hoped cloud and services numbers,General uncertainty around enterprise IT spending during early COVID shutdowns,no,,,ORCL March 25 decline looks less like a new company event and more like a giveback after the historic March 24 rebound with sentiment still colored by Oracle recent earnings miss and weaker-than-hoped cloud and services numbers.
WMT,2020-03-25,4.9,no_clear_catalyst,low,medium,"Walmart announced Mar 19 would hire 150,000+ hourly U.S. workers due to virus-driven demand. Mar 24 corporate updates emphasized health and safety steps. Reuters reported Flipkart suspended services in India. Profit-taking and defensive rotation out of staples after huge safe-haven run",Rising operating-cost concerns from staffing safety measures and international disruption. Not deteriorating demand,no,,,"WMT had fundamentally positive demand in this window with the company hiring 150,000+ workers to meet stockpiling demand so the March 25 drop was probably not driven by sales weakness. The more plausible explanation is that investors rotated out of crowded defensive winners after the March 24 rally."
TXN,2020-03-25,5.9,macro_sensitivity,low,low-medium,No clear TXN-specific negative headline Mar 22-25. Renewed fear of broad semiconductor demand slowdown tied to global shutdowns. Post-rally reversal in cyclicals and tech hardware after Mar 24,Analog semis like Texas Instruments highly exposed to autos industrials and other end markets suddenly freezing because of COVID,no,,,For TXN the best-supported explanation is macro plus industry-specific demand fear rather than a discrete company event. On March 25 the broader rally faded as recession worries resurfaced and analog semis were highly exposed to autos industrials and other end markets suddenly freezing.
TMO,2020-03-25,3.7,no_clear_catalyst,low,low-medium,No strong Thermo Fisher-specific negative Mar 22-25. Market reversal and profit-taking after defensive and healthcare names held up relatively well,Uncertainty over lab and instrument demand timing despite eventual COVID-testing upside,no,,,TMO decline looks more like a reversal than a response to bad company news. Healthcare tools were relatively resilient during the March crash so a modest 3.7% drop on March 25 is most consistent with broad de-risking and uncertainty about near-term research and lab activity during shutdowns.
QCOM,2020-03-25,3.6,macro_sensitivity,low,low-medium,No Qualcomm-specific negative release Mar 22-25. Concern over handset and 5G device demand amid global lockdowns. March 25 reversal after stimulus-fueled relief rally,Qualcomm leverage to handset volumes and global OEM production,no,,,QCOM drop appears driven more by investors reassessing smartphone demand in a suddenly recessionary world than by a fresh corporate headline. Given Qualcomm leverage to handset volumes the March 25 pullback fits a market move away from economically sensitive tech after the prior day surge.
NFLX,2020-03-25,4.2,no_clear_catalyst,low,low-medium,No Netflix-specific negative announcement Mar 22-25. Profit-taking after Netflix had outperformed sharply as stay-at-home beneficiary. Broad market reversal and rotation out of recent winners,Stock had benefited from lockdown viewing expectations and March 25 move fits broader profit-taking when March 24 relief rally lost momentum,no,,,NFLX was one of the clearest early-COVID winners so a 4.2% decline on March 25 looks like a normal giveback rather than a deterioration in fundamental news.
GILD,2020-03-25,5.8,no_clear_catalyst,low,medium,Reuters Mar 24 stock-movers said Gilead was up 1.1% after potential COVID-19 drug got FDA orphan drug status. Unwind of event-driven optimism around remdesivir after initial positive reaction,General market reversal. Early-stage uncertain nature of remdesivir expectations,no,,,GILD actually had a positive stock-specific headline immediately before the drop: Reuters noted the stock rose after FDA orphan-drug designation for remdesivir. That makes the March 25 decline look more like an unwind of speculative COVID-treatment enthusiasm layered on top of a fading market rally.
CRM,2020-03-25,4.3,no_clear_catalyst,low,low-medium,No material Salesforce-specific negative Mar 22-25. Reversal in software shares after Mar 24 bounce. Investors reassessing enterprise spending risk,No fresh negative company news which makes the move look mostly market-driven,no,,,CRM March 25 decline appears to be a valuation and risk-reset move rather than a response to a new Salesforce announcement. In late March 2020 even high-quality software names were being repriced for potential slowdowns in customer spending deal timing and collections.
CMCSA,2020-03-25,3.1,macro_sensitivity,medium,medium,Comcast announced multiple COVID-response steps in mid-March including broader connectivity support. NBCUniversal moved films to home release because theaters disrupted. Worries over NBCUniversal and theme-park and advertising exposure despite resilient broadband demand,Market reversal after March 24 surge,no,,,CMCSA had offsetting fundamentals: broadband and connectivity demand was improving but NBCUniversal film and entertainment businesses were being disrupted badly enough that Universal shifted current movies to home release. March 25 decline was driven by concern over ad studio and park exposure overpowering the more defensive cable and internet story.
AMGN,2020-03-25,4.5,no_clear_catalyst,low,low,No clear Amgen-specific negative Mar 22-25. Broad market reversal and de-risking in large-cap biotech after relative resilience,None clearly documented in the 3-day window,no,,,Without a clear stock-specific headline AMGN looks like a case where a relatively defensive biotech still got dragged down on a day when the prior relief rally faded.
AMD,2020-03-25,3.4,macro_sensitivity,low,low-medium,No AMD-specific negative announcement Mar 22-25. Semiconductor and electronics demand uncertainty and market reversal,Investors taking risk off after huge March 24 bounce. High-beta semiconductor stock pulled lower,no,,,AMD move fits the same pattern as other chip names: no strong company-specific headline in the immediate window but a high-beta semiconductor stock pulled lower as investors refocused on the recessionary implications of COVID shutdowns.
ACN,2020-03-25,3.2,macro_sensitivity,low,low-medium,No new Accenture-specific negative Mar 22-25. Concern enterprise consulting and discretionary IT projects would be delayed or canceled. Post-rally reversal in large-cap services and tech,Consulting and transformation budgets vulnerable to pause decisions,no,,,ACN decline appears to reflect investor caution about client spending rather than a fresh corporate development. In late March 2020 consulting and transformation budgets were vulnerable to pause decisions.
HON,2020-03-27,4.5,macro_sensitivity,medium,medium-low,No major Honeywell-specific negative Mar 24-27. Cyclical industrial and aviation exposure as March rebound snapped on March 27,Doubts about speed of economic reopening and end-market recovery,no,,,March 27 was a broad down day as the prior three-day rebound ended and investors reassessed the real economic damage from COVID. Honeywell mix of industrial and aerospace exposure made it particularly vulnerable to that shift even without a fresh HON-specific announcement.
IBM,2020-03-27,4.3,no_clear_catalyst,low,medium,IBM announced Mar 25 free tools using trusted data to track COVID-19 cases. Earlier highlighted Summit supercomputer work. Broad market reversal not negative IBM-specific news,Enterprise-spending uncertainty despite IBM visible COVID-related technology efforts,no,,,"IBM documented company news in the window was actually constructive including a March 25 COVID-tracking tools launch. That makes the March 27 decline look mostly like participation in the broader selloff as the U.S. case count topped 100,000 and investors faded the relief rally."
INTC,2020-03-27,5.7,macro_sensitivity,medium,medium-low,No strong Intel-specific negative Mar 24-27. Renewed concern over semiconductor demand and global supply-chain disruption. Market-wide reversal after three-day surge,"Reuters said broader rally had ended as doubts about economy resurfaced and U.S. virus cases exceeded 100,000",no,,,Intel March 27 drop is best explained by sector sensitivity to recession risk and supply-chain uncertainty rather than a distinct company headline in the 3-day window.
INTU,2020-03-27,7.5,macro_sensitivity,high,high,STOCK-SPECIFIC context. IRS extended 2019 filing deadline from Apr 15 to Jul 15 shifting revenue from fiscal Q3 to Q4. Also said COVID began affecting small-business customers in mid-March. Tax-season disruption from IRS deadline extension,Weakening small-business activity hitting QuickBooks-related demand,yes,,,INTU had a real stock-specific issue: the tax filing season was effectively pushed out when the IRS extended the deadline to July 15 shifting expected revenue later and clouding near-term results. Intuit later also said it began seeing COVID impact in mid-March as many small businesses closed or scaled back.
JPM,2020-03-27,7.1,macro_sensitivity,high,high,STOCK-SPECIFIC context. Mar 27 large U.S. banks agreed to suspend share buybacks through Q2 2020 after discussions with Federal Reserve. JPMorgan Q1 transcript later said had already done $6B of net repurchases up to Mar 15. Bank-specific capital-return pressure and worsening credit-loss expectations,"Broad market selloff as economic fears resurfaced. U.S. case count passed 100,000",yes,,,"JPM drop had a clear bank-specific dimension: in the crisis major banks moved to halt buybacks and investors were simultaneously bracing for a steep jump in loan losses as the economy shut down. On March 27 Reuters described a broad selloff as the U.S. case count passed 100,000."
KO,2020-03-27,3.3,macro_sensitivity,low,medium,No KO-specific negative headline Mar 24-27. Restaurant cinema travel and away-from-home beverage channels under severe pressure. Reuters later noted consumer staples had risen 22% since Mar 23 but were lagging market rebound,Rotation out of staples. March 27 market reversal. Concern over away-from-home volume destruction despite KO defensive profile,no,,,KO was not being treated like a pure grocery staple because a meaningful portion of demand depended on restaurants entertainment venues and mobility all of which were collapsing during lockdowns. The stock modest 3.3% drop on March 27 is a mix of channel-specific COVID pressure and a broader fade in defensive consumer names.
