ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
WFC,2020-05-19,5.7,macro_sensitivity,medium,medium,Bank-sector selloff tied to deteriorating economic outlook and low-rate/credit-loss fears amplified by Buffett's 15% Q1 stake reduction to 323.2M shares,Vaccine-rally reversal sensitivity to net interest margins and WFC's pre-existing regulatory baggage,no,,,WFC fell harder than BAC and SCHW fitting its weaker starting point with Buffett's disclosed trim underscoring reduced conviction in the franchise.
TMUS,2020-05-19,3.2,capital_structure,medium,high,Axios reported May 19 SoftBank was exploring a sale of about $20 billion of T-Mobile shares with Deutsche Telekom as likely buyer,Post-merger integration uncertainty still lingered after the April 1 Sprint closing,yes,,,TMUS's decline matches the market's usual reaction to a potential giant secondary with the issue being massive stock supply not operations.
SCHW,2020-05-19,3.6,macro_sensitivity,medium,medium-low,Financial-sector weakness tied to ultra-low rates and recession risk pressuring net interest revenue with no SCHW-specific headline,General risk-off action and lingering TD Ameritrade integration questions,no,,,SCHW traded like a rate-sensitive financial on May 19 with vaccine euphoria fading and near-zero rates hurting earnings power.
HON,2020-05-19,3.0,guidance_cut,medium,medium,Industrial/aerospace exposure repriced after prior day's rally with May 1 2020 outlook withdrawal still overhanging,Weak aviation end markets and broad cyclical reversal,yes,,down,HON was carrying the fundamental problem of pulled guidance as aerospace demand cratered making it vulnerable when rally enthusiasm faded.
PG,2020-05-19,3.2,no_clear_catalyst,low,medium-low,Rotation out of defensives after vaccine headline whipsaw then broad market pullback on May 19,No secondary factors strong enough to outrank the tape,no,,,PG looks like a factor-rotation move with no meaningful stock-specific catalyst found in the window.
FDX,2020-05-19,3.7,macro_sensitivity,medium,medium-low,Post-rally cyclical reversal in transport/logistics names with FY2020 guidance still suspended from March,Pre-existing uncertainty around TNT integration and pandemic-disrupted volumes/mix,no,,,No fresh FDX-only negative found with the stock selling off as reopening optimism was reassessed against suspended guidance.
CVX,2020-05-19,3.2,macro_sensitivity,medium,medium,Energy-sector volatility and skepticism that the oil rebound above $30 fixed the demand destruction damage,Reduced capex spending and broader concerns about oil demand recovery durability,no,,,CVX moved as investors faded the fragile oil rebound even with WTI back above $30 since Chevron had already cut spending again.
COF,2020-05-19,5.0,macro_sensitivity,high,medium,Credit-cycle fear in consumer lenders especially unemployment-driven charge-off risk with no new COF headline,Broader bank/consumer-finance selloff as the vaccine rally cooled,no,,,COF underperformed because it was one of the most directly exposed names to consumer credit deterioration with over 40 million jobless claims.
BAC,2020-05-19,3.1,macro_sensitivity,medium,medium,Bank-sector weakness from low rates and recession fears with no BAC-specific negative headline,Broad unwind of prior day's vaccine optimism and concerns over reserve builds/credit losses,no,,,BAC's move fits a sector trade dropping less than WFC and COF because its company-specific overhang was lighter.
BA,2020-05-19,3.7,demand_weakness,high,medium,Ongoing 737 MAX/aerospace crisis plus market reversal in cyclicals with no production restart announced yet,Airline balance-sheet stress and uncertainty on recertification timing,yes,,,BA was still under the shadow of the 737 MAX grounding with no resolution in mid-May leaving it vulnerable as reopening enthusiasm backed off.
GILD,2020-05-19,3.2,no_clear_catalyst,low,medium-low,Profit-taking after earlier remdesivir-driven strength with no fresh negative headline,Broader market pullback,no,,,GILD had already repriced on the remdesivir story and absent a new upside catalyst gave back some defensive/biotech premium.
TXN,2020-05-21,3.4,regulatory_legal,medium,medium-high,Huawei/export-control shock hitting the semiconductor complex after May 15 restrictions and TSMC halting new Huawei orders May 17,Concern that China demand would weaken and U.S.-China tech conflict was broadening,no,,,TXN sold off with semis as investors repriced China revenue risk after tighter Huawei restrictions and TSMC's order halt.
AMAT,2020-05-21,3.3,regulatory_legal,medium,high,China/Huawei export-control risk with Applied Materials being a China-exposed semicap name and China having been its largest market,Normal sympathy selling in chip equipment makers and uncertainty around capital spending,yes,,,AMAT's drop makes sense because equipment names were especially vulnerable to policy threatening Chinese semiconductor spending.
AMD,2020-05-21,3.1,regulatory_legal,medium,medium-high,Semiconductor selloff on China/Huawei restrictions from May 15 rule and TSMC order halt,Growth-stock valuation sensitivity and risk-off rotation within tech,no,,,AMD's decline was most likely contagion from the Huawei crackdown rather than an AMD-only development.
LRCX,2020-05-21,3.9,regulatory_legal,medium,high,Semicap reaction to tighter Huawei rules with Lam seen as exposed to Chinese fab spending,Cyclical capex fears,yes,,,LRCX underperformed because investors treat tool makers as high-beta expressions of semiconductor capex vulnerable to China policy changes.
MU,2020-05-21,3.0,regulatory_legal,medium,medium,Chip-sector derating on Huawei/China fears with no MU-specific headline beating the sector explanation,Memory's cyclical sensitivity and concern about end-demand volatility,no,,,Micron sold off with semis as the market priced in potential fallout from the latest U.S.-China tech escalation.
QCOM,2020-05-21,3.3,regulatory_legal,medium,high,Huawei restriction overhang with Qualcomm having an obvious link as Huawei was a major global smartphone player,Broad semiconductor weakness and concern about handset demand,yes,,,QCOM had one of the more obvious links to the Huawei headline with the market pricing direct and indirect business disruption.
TMUS,2020-05-21,3.8,capital_structure,medium,high,Continued digestion of the potential ~$20B SoftBank stock sale reported May 19,General market weakness in telecom and cyclicals,yes,,,TMUS dropped again because the key supply overhang had not gone away with the market still digesting massive potential stock sales.
NVDA,2020-05-26,3.4,regulatory_legal,medium,medium-low,Continued semiconductor weakness tied to U.S.-China tech restrictions from the Huawei crackdown,Profit-taking after strong prior performance and high growth-stock beta,no,,,For NVDA the evidence is weaker than QCOM or AMAT but the best read is still sector contagion from the Huawei crackdown.
