ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
COP,2020-03-27,8.9,macro_sensitivity,high,high,Crude fell about 5% on Mar 27 and logged fifth straight weekly loss as COVID demand destruction overwhelmed stimulus optimism. No major ConocoPhillips-specific negative release. Renewed oil-price collapse,Ongoing Russia-Saudi price war. Recession fears. COP basically trading as oil beta,no,,,COP was basically trading as an oil beta. With WTI and Brent under renewed pressure and the market concluding that a $2.2T U.S. stimulus package would not quickly restore fuel demand E&P names like COP sold off harder than the broad tape.
COF,2020-03-27,4.4,macro_sensitivity,high,medium-high,Mar 26 U.S. jobless-claims report showed record 3.3M initial claims intensifying fears of credit-card delinquencies and consumer loan losses. No fresh Capital One-specific release. Worsening expected consumer credit losses,Recession fears. Uncertainty around payment deferrals and forbearance economics,no,,,Capital One had heavy exposure to credit cards and unsecured consumer lending so the record claims number was a direct hit to the market loss assumptions. This looked more like a COF-specific balance-sheet sensitivity selloff than a generic market decline.
CSCO,2020-03-27,4.3,no_clear_catalyst,low,medium-low,No Cisco press release or Reuters item in prior 3 days. Worsening enterprise-spending concern as virus shock spread and March data deteriorated. Anticipated slowdown in enterprise and networking spend,Broad tech de-risking after sharp stimulus rally. Concern hardware demand and customer budgets would weaken,no,,,Unlike some later 2020 CSCO moves this March 27 decline does not appear tied to a discrete company announcement. The cleaner explanation is that investors were marking down cyclical enterprise tech names as the economic shutdown deepened.
BA,2020-03-30,6.0,macro_sensitivity,high,medium,Boeing still dealing with simultaneous COVID air-travel collapse and unresolved 737 MAX damage. Market focused on Boeing push for government support and liquidity. Boeing Mar 27 release was benign. Ongoing liquidity and demand fears in commercial aerospace,737 MAX overhang. Concern over government-aid terms,yes,,,By March 30 investors were effectively valuing Boeing through a survival and liquidity lens rather than on near-term earnings with airlines grounding fleets and deferring purchases. The stock 6% slide fits the market continuing skepticism that stimulus alone could offset the collapse in aircraft demand.
SPG,2020-03-30,3.3,demand_weakness,high,medium-high,Simon had already temporarily closed all U.S. properties Mar 18. Mall REITs remained under pressure from rent-collection and tenant-survival fears. No fresh SPG-specific negative Mar 27-29. Ongoing mall-closure and tenant-default risk,Recession fears. Concern around highly leveraged retail real estate,yes,,,Even though the percentage drop was smaller than earlier March plunges SPG was still trading off the same core thesis: shut malls meant near-term rent disruption potential abatements and higher risk of retailer bankruptcies. The market treated mall landlords as structurally exposed to prolonged lockdowns.
MA,2020-03-31,4.6,guidance_cut,high,high,STOCK-SPECIFIC. Mastercard had already updated Q1 outlook Mar 24 saying COVID causing further deterioration in cross-border volumes switched volumes and transaction metrics. Collapse in cross-border payment volume from global travel shutdowns,Weaker consumer spending. Recession fears,yes,,down,This one does have a clear company-linked catalyst inside the window. Mastercard specifically warned that cross-border and transaction metrics had deteriorated further which mattered because cross-border spending is a high-margin revenue stream. The March 31 drop looks like the market continuing to price that damage.
PEP,2020-03-31,4.3,macro_sensitivity,low,medium,No PepsiCo-specific negative release in prior 3 days. Mar 31 drop in U.S. consumer confidence to 120.0 from 132.6. Deepening concern away-from-home consumption channels would weaken,Quarter-end rotation out of defensives. Uncertainty around foodservice exposure. Deteriorating consumer and restaurant and channel outlook,no,,,Pepsi was relatively defensive but investors were still reassessing demand across convenience vending stadium and foodservice channels as lockdowns spread. Without a fresh company headline this looks like macro and channel repricing.
LRCX,2020-03-31,6.0,macro_sensitivity,high,medium-high,Lam had provided business update Mar 17 warning COVID-19 affecting supply chain and demand visibility. No better company-specific Mar 28-30 headline. Semiconductor-equipment demand and supply-chain uncertainty from COVID,Cyclical-tech de-risking. Customer capex concerns,no,,,Lam earlier update established that the company was not insulated from pandemic disruption and by March 31 investors were still reducing exposure to semiconductor capital equipment despite a few-day market rebound. The 6% move is consistent with elevated sensitivity to fab-spending uncertainty.
NKE,2020-03-31,3.1,demand_weakness,high,high,STOCK-SPECIFIC. Nike had closed stores outside Asia-Pacific beginning Mar 15 and continued emphasizing COVID response measures. Store closures and collapsing discretionary retail demand,Supply-chain disruption. Uncertainty about reopening timing. Digital demand was partial offset,yes,,,Nike physical-store footprint and global consumer exposure made it an obvious pandemic loser in late March. By March 31 the market was still pricing lost in-store sales and a sharp revenue hit from extended closures even though digital demand was a partial offset.
ORCL,2020-03-31,4.0,no_clear_catalyst,low,medium-low,No fresh Oracle-specific announcement in prior 3 days. Renewed selling in enterprise software tied to recession fears after Mar 31 consumer-confidence miss. Expected slowdown in enterprise software spending,Quarter-end risk reduction. Fading momentum after stimulus bounce,no,,,Oracle had already reported earnings earlier in March so this late-March move does not line up with a new company event. It looks more like investors marking down mature enterprise software names on the view that new license and services activity would soften.
