ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
ORCL,2020-03-03,4.0,no_clear_catalyst,low,medium,"No stock-specific catalyst. Broad software and tech selloff after Fed emergency 50bp cut","Concern that enterprise software spending could slow if COVID hit corporate budgets",no,,,"Oracle's 4.0% drop looks like a sector move. On March 3 the Fed cut rates by 50bp to 1.00-1.25% but stocks still fell sharply and Reuters singled out tech as one of the weakest groups down 3.8% which fits Oracle's decline."
JNJ,2020-03-03,3.2,no_clear_catalyst,low,medium,"No stock-specific catalyst. Broad market de-risking tied to COVID and Fed emergency cut","Rotation pressure and indiscriminate selling despite healthcare relative defensiveness",no,,,"J&J fell less than many cyclicals which supports the idea this was mostly market-wide risk-off rather than a stock-specific shock. The Fed emergency 50bp cut underscored the seriousness of the outbreak and markets continued lower even after the move."
AVGO,2020-03-03,3.8,no_clear_catalyst,low,medium,"No stock-specific catalyst. Semiconductor sector weakness on COVID supply-chain and demand fears","Pre-earnings caution and general tech multiple compression",no,,,"Broadcom's move looks like a chip-sector sympathy decline rather than company-specific repricing. On a day when the IT sector fell 3.8% investors were focused on how the coronavirus shock in China could disrupt electronics production and end demand."
INTC,2020-03-03,3.8,no_clear_catalyst,low,medium,"No stock-specific catalyst. Chip-sector selloff tied to coronavirus supply-chain fears and risk-off trading","Concern that global slowdown would hurt PC server and corporate demand",no,,,"Intel's 3.8% decline matches the broader tech tape rather than a new Intel event. Reuters documented widespread concern that the China outbreak could disrupt supply chains and on March 3 the IT sector itself dropped 3.8%."
INTU,2020-03-03,4.6,no_clear_catalyst,low,medium-low,"No stock-specific catalyst in 3-day window. Software and growth-stock selloff after Fed emergency cut","Ongoing investor digestion of $7.1B Credit Karma acquisition announced Feb 24 though outside the 3-day window",no,,,"Intuit underperformed the broader IT sector but there was no clean company-specific Mar 1-3 trigger. Richly valued software names got hit as markets interpreted the Fed emergency action as confirmation that COVID economic damage could be severe."
AAPL,2020-03-03,3.2,no_clear_catalyst,low,medium,"No new Apple-specific headline in window. Broad tech selloff plus continuing concern over China exposure","Ongoing worries over supplier and factory ramp-up and iPhone demand disruption",no,,,"Apple's 3.2% drop was milder than some peers but Reuters still highlighted it as part of the March 3 tech slump. No fresh Mar 1-3 Apple bombshell so the driver was continued anxiety about China-linked production and demand stress on top of the broader risk-off move."
ABT,2020-03-03,4.4,no_clear_catalyst,low,medium,"No stock-specific catalyst. Major COVID testing announcements came later in March not before this drop","Healthcare names sold alongside the market before testing-related upside became clear",no,,,"Abbott's decline looks like indiscriminate March 2020 selling rather than a reaction to company news. The important Abbott COVID-test developments only appeared from March 18 and March 27 meaning they were not driving the Mar 3 drop."
ACN,2020-03-03,3.9,no_clear_catalyst,low,medium,"No stock-specific catalyst. IT-services and enterprise-spending fears within broader tech selloff","Concern that clients would defer consulting and transformation work if outbreak worsened",no,,,"Accenture's 3.9% decline tracks the broader March 3 risk-off move in tech and corporate-spending-sensitive names. No company-specific Mar 1-3 development strong enough to explain the move on its own."
ADBE,2020-03-03,3.3,no_clear_catalyst,low,medium,"No stock-specific catalyst. High-multiple software selloff amid recession fears after Fed emergency cut","Concern that business and customer acquisition spending could weaken if COVID hit economy harder",no,,,"Adobe's drop was close to the broader tech decline suggesting a sector move rather than a company-specific shock. The Fed surprise 50bp cut did not calm investors and instead reinforced recession concerns pressuring software names."
AMGN,2020-03-03,3.7,no_clear_catalyst,low,medium,"No stock-specific catalyst. Broad market risk-off selling","Biopharma names not spared during early pandemic liquidation phase",no,,,"Amgen's decline appears to have come from the market-wide March 3 selloff rather than a fresh company issue. No obvious Mar 1-3 Amgen-specific catalyst in public reporting so broad de-risking is the best explanation."
AXP,2020-03-03,5.1,macro_sensitivity,medium,high,"Travel-and-spending exposure plus financial-sector pressure after Fed emergency 50bp cut. AmEx spending volumes weakened from late Feb into March","General market panic around consumer credit and recession odds",no,,,"American Express was more vulnerable than generic banks because it had both rate sensitivity and travel/T&E exposure. Reuters noted bank stocks dropped 3.4% after the Fed 50bp cut and AXP likely got an additional hit from investor fear that cross-border and corporate travel spending was about to contract sharply."
BAC,2020-03-03,5.5,macro_sensitivity,medium,high,"Margin compression from surprise Fed emergency 50bp rate cut. Reuters: bank stocks dropped 3.4% on Mar 3","Rising fears of credit losses if COVID pushed economy toward recession",no,,,"BAC's 5.5% drop is exactly the kind of move expected when the market abruptly reprices bank earnings power lower because rates fall and recession odds jump. The Fed cut the target range to 1.00-1.25% and investors immediately marked down the profit outlook for lenders."
BK,2020-03-03,5.2,macro_sensitivity,medium,medium-high,"Financial-sector repricing after emergency rate cut. No BK-specific release","Market stress and concern over lower fee and asset values if volatility persisted",no,,,"Even though BNY Mellon is more fee and custody driven than a plain-vanilla lender it still traded like a financial stock in a rates-and-recession panic. Reuters said bank stocks fell 3.4% and the broader financial sector came under pressure after the Fed surprise action."
AMAT,2020-03-03,3.5,no_clear_catalyst,low,medium,"No stock-specific catalyst. Semiconductor-capex and supply-chain selloff tied to COVID uncertainty","Risk-off pressure on cyclical chip-equipment names",no,,,"Applied Materials drop was in line with chip and tech weakness rather than a stand-alone company event. Reuters company impact reporting showed investors focused on China disruptions and on March 3 the broader tech complex was down 3.8%."
C,2020-03-03,3.8,macro_sensitivity,medium,high,"Lower-rate margin pressure plus recession and credit concerns after Fed emergency 50bp cut","Exposure to global corporate activity and international slowdown fears",no,,,"Citigroup's drop looks primarily macro-driven. Reuters reported bank stocks fell 3.4% after the Fed surprise 50bp cut and globally exposed banks like Citi were especially sensitive to the idea that COVID could become a synchronized international downturn."
COF,2020-03-03,5.5,macro_sensitivity,medium,high,"Consumer-credit risk repricing on recession fears after Fed emergency cut. Both financial-sector exposure and heavier consumer-credit sensitivity","Lower rates and pressure on lenders earnings outlook",no,,,"Capital One's 5.5% decline makes sense because it had both financial-sector exposure and heavier consumer-credit sensitivity than custody banks. Once the Fed cut by 50bp the market began pricing weaker margins and potentially higher charge-offs if unemployment and spending weakened."
CRM,2020-03-03,4.2,no_clear_catalyst,low,medium,"No stock-specific catalyst. Enterprise software de-rating on recession fears after Fed emergency cut","Worry that customer additions and discretionary IT spending could slow",no,,,"Salesforce dropped more than the overall IT sector but there was no clean company-specific Mar 1-3 catalyst. The strongest explanation is that high-growth software names were repriced as investors anticipated weaker enterprise spending in a COVID-hit economy."
DE,2020-03-03,3.7,macro_sensitivity,low,medium,"Industrial and cyclical selloff tied to COVID supply-chain and global growth fears. Reuters had reported Deere temporarily closed China facilities","Existing concern about China operations and later-confirmed pressure on plant and supply-chain activity",no,,,"Deere's drop looks mostly macro and sector-driven though the stock was plausibly more vulnerable because it had direct China operational exposure. Reuters had flagged Deere's temporary China facility closures and by March 3 investors were extrapolating broader industrial disruption."
EMR,2020-03-03,3.9,no_clear_catalyst,low,medium,"No stock-specific catalyst. Global industrial slowdown fears from COVID","Risk-off selling in economically sensitive industrial names",no,,,"Emerson's near-4% decline fits a cyclical-industrial reaction to worsening virus fears not a company event. Reuters reporting on companies exposed to China and the Fed-driven selloff both support that interpretation."
FDX,2020-03-03,4.8,macro_sensitivity,medium,medium-high,"Global trade and logistics slowdown fears from COVID. Classic economic bellwether hit harder than market","General industrial and transportation risk-off selling",no,,,"FedEx is a classic economic bellwether so when markets decided on March 3 that the virus shock was worsening even after an emergency Fed cut the stock got hit harder than the market. No clean company-specific Mar 1-3 announcement making macro and logistics exposure the most likely driver of the 4.8% decline."
