ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
COF,2020-04-21,5.0,macro_sensitivity,high,high,Read-through from bank earnings that credit-card lenders would take especially heavy coronavirus credit losses with Citi's reserve builds setting expectations,General risk-off sentiment in financials as investors digested CECL reserve builds and consumer-default risk,yes,,,COF's 5.0% drop was a negative earnings read-through from peers before COF reported with Capital One's own results two days later confirming a $3.6 billion reserve build $5.4 billion provision and a $1.3 billion net loss.
COP,2020-04-21,4.0,macro_sensitivity,high,high,Sector-specific oil-price collapse amplified by COP's own April 16 announcement to cut U.S. output by about 30% of its 2020 target,Fears of earnings damage shut-ins and prolonged demand destruction from lockdowns,yes,,,COP's drop followed its April 16 announcement of one of the biggest U.S. output cuts among majors and the April 20 WTI collapse into negative territory worsening expectations for realized prices and cash flow.
COST,2020-04-21,3.4,no_clear_catalyst,low,medium-low,No strong stock-specific catalyst found most likely a valuation/risk-off pullback in a market hit by the oil shock and recession fears,Concern that pantry-loading demand would normalize while high-margin ancillary categories and gasoline stayed weak,no,,,No convincing Costco-specific trigger found between April 18-21 with investors likely trimming a defensive winner while worrying about traffic normalization and gasoline drag later quantified as a 12-point negative hit to April sales.
CRM,2020-04-21,7.5,macro_sensitivity,medium,low,High-beta software de-risking move amid the broader April 21 market selloff and concern that enterprise spending could weaken in a recession,Rich valuation and sensitivity to expectations for seat growth/new bookings during COVID uncertainty,no,,,CRM's 7.5% decline cannot be tied to a discrete April 18-20 news item with the most likely explanation being sharper multiple compression in expensive software names as recession fears deepened after the oil-price shock.
CSCO,2020-04-21,4.7,macro_sensitivity,medium,medium-low,Recession-driven concern about enterprise/networking spend despite strong remote-work usage trends,Rotation out of older large-cap tech/hardware and uncertainty over corporate capex,no,,,Cisco's drop looks more like a macro-plus-business-model move than an event-driven one with investors focused on whether enterprise customers would defer networking and infrastructure purchases during lockdowns.
CVS,2020-04-21,3.4,no_clear_catalyst,low,medium-low,No clear stock-specific bad news with broader market/risk-off pressure and investor concern about uneven front-store demand and utilization during lockdowns,Managed-care/pharmacy complexity and uncertainty over COVID-related utilization patterns,no,,,CVS fell with the market even as the company was expanding COVID testing with no discrete negative company event found before the drop.
GILD,2020-04-21,3.4,no_clear_catalyst,low,medium,Profit-taking after the April 17 remdesivir spike when GILD jumped nearly 10% on encouraging partial data rather than a new negative headline,High uncertainty around early COVID drug data and the reliability of anecdotal trial leaks,no,,,GILD's April 21 decline fits best as a giveback of speculative gains from the April 17 remdesivir rally rather than a fresh fundamental blow.
GM,2020-04-21,5.1,demand_weakness,medium,medium,Pandemic-driven auto-demand collapse and factory shutdown fears,Cash-burn concerns and uncertainty over restart timing for North American auto production,yes,,,No negative GM-specific news shock on April 18-20 but the company's core auto business faced shuttered plants and collapsing demand with the ventilator production story not offsetting concern about automotive cash burn.
GOOG,2020-04-21,4.0,demand_weakness,medium,medium,Pre-earnings concern about a severe advertising slowdown from travel entertainment and other disrupted advertisers ahead of the April 28 report,General tech de-risking and recession fear,yes,,,The market was moving toward the view that Google's ad machine was not immune to COVID confirmed a week later when Alphabet reported Q1 revenue growth of 13% its weakest in nearly five years.
GOOGL,2020-04-21,3.9,demand_weakness,medium,medium,Pre-earnings ad-revenue fears with COVID crushing key advertiser categories,Risk-off in large-cap tech,yes,,,Same Alphabet concern as GOOG with revenue growth at its slowest pace in nearly five years and management confirming March ad demand had weakened sharply.
