ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
MU,2020-03-31,5.5,macro_sensitivity,medium,medium-high,Post-earnings fade from Micron March 25 report with investors looking past the beat and focusing on uncertain memory demand into lockdown. Revenue $4.80B and non-GAAP EPS $0.45 with Q3 guided to $5.2B but collapsing end-demand visibility,Semiconductor beta and market renewed skepticism after three-day stimulus rally ended,yes,beat,,Micron had posted $4.80B of Q2 revenue and $0.45 of adjusted EPS on March 25 with Q3 revenue guided to about $5.2B but that did not fully offset investor concern that COVID-19 would damage near-term demand in consumer and industrial end markets. By March 31 MU was still trading more like a cyclical memory name than a defensive stay-at-home tech winner.
GS,2020-03-31,3.2,macro_sensitivity,high,medium,Bank-sector recession risk not a Goldman-specific event. End of relief rally on March 27 and growing recession fears heading into quarter-end,Expectations for weaker dealmaking more loan-loss provisioning across the system and quarter-end de-risking,no,,,GS traded like a macro bank broker on March 31. As investors reassessed the economic damage from COVID-19 and then saw initial jobless claims explode to 6.648M sentiment turned against economically sensitive financials even without a fresh Goldman-specific bombshell.
HD,2020-03-31,4.8,macro_sensitivity,medium,medium-low,Recession and brick-and-mortar exposure fears. No strong Home Depot-specific negative Reuters item in prior 3 days. Mounting concern around real economy consumer spending and store-traffic disruption,Investors rotating away from cyclical retail after March rebound,no,,,Home Depot sold off as investors priced in the possibility that lockdowns would choke discretionary home-improvement demand and complicate store operations even though the business would later prove more resilient than feared. The key swing factor was worsening U.S. labor-market damage.
ACN,2020-03-31,3.9,guidance_cut,high,high,STOCK-SPECIFIC. Accenture reported March 19 and cut full-year local-currency revenue growth guidance to 3%-6% from 6%-8% and lowered EPS guidance to $7.48-$7.70 from $7.66-$7.84 because of coronavirus uncertainty,Broader fear that enterprise IT and consulting budgets would be delayed or canceled,yes,,down,ACN March 31 decline looks most tied to the market continuing to digest its March 19 outlook reset where management explicitly baked in COVID disruption and trimmed expected 2020 revenue growth to 3%-6%. Investors were increasingly assuming consulting transformation work and discretionary enterprise projects would be pushed out.
AMAT,2020-03-31,3.1,macro_sensitivity,low,medium-low,Semiconductor cycle and recession fear not a distinct company event. No clean Applied Materials-specific negative headline in prior 3 days. Equipment names being repriced for global capex slowdown,China supply-chain uncertainty and concern that memory and foundry customers would slow spending,no,,,AMAT drop looks more like group weakness than company-specific damage. As the March rebound stalled investors again focused on whether chipmakers and foundries would cut capital spending into a sudden global recession a direct risk to wafer-fab equipment suppliers.
AMD,2020-03-31,5.0,no_clear_catalyst,low,medium-low,High-beta semiconductor selloff as investors re-priced global demand risk. No strong AMD-only negative item in prior 3 days. Pressure mostly reversal in risk appetite across high-beta semis after March 24-26 rebound,Fear of weaker PC gaming and enterprise hardware demand if lockdowns deepened,no,,,AMD fell harder than the index because it was a higher-beta semiconductor name that had bounced sharply and was vulnerable to renewed demand fears. With investors reassessing how long the shutdown would last cyclical growth semis were sold even without fresh company-specific news.
AXP,2020-03-31,5.2,demand_weakness,high,high,Consumer-credit and travel-spending risk overwhelming a neutral-to-slightly positive company update. On March 30 Reuters reported American Express said it would avoid job cuts in 2020 but that was not enough to offset growing fear around T&E spending and card delinquencies,Coming wave of unemployment and concern over charge-offs and reserve builds,yes,,,Even though AmEx told employees on March 30 it would avoid layoffs in 2020 investors were focused on the much bigger issue: a near-freeze in travel and entertainment spend plus rising credit losses. As the labor market deteriorated toward 6.648M weekly jobless claims AXP was treated as one of the most exposed consumer-finance names.
BAC,2020-03-31,3.7,macro_sensitivity,high,medium,Sector-wide bank credit-loss fears. No clear BAC-specific negative headline in prior 3 days. Dominant news was worsening recession risk and mounting expectation of large credit provisions,Near-zero rates compressed NIM and quarter-end positioning,no,,,BAC traded as a classic credit-cycle bank into quarter-end. The combination of collapsing rates recession expectations and the following week 6.648M jobless-claims figure made investors anticipate sharply higher reserve builds and lower profitability.
AMT,2020-03-31,5.6,no_clear_catalyst,low,low-medium,Rotation out of rate-sensitive REITs and defensive yield plays as sharp late-March rally stalled. No distinct American Tower headline in prior 3 days,Broad deleveraging and concern that tenants globally could face stress even in relatively resilient infrastructure categories,no,,,AMT move looks disproportionately large relative to the index but could not be pinned to a clean stock-specific news event. The most plausible explanation is a sharp rotation out of REITs and rate-sensitive defensives into quarter-end layered on top of generalized balance-sheet stress.
C,2020-03-31,4.4,macro_sensitivity,high,medium,Bank-sector credit and recession fears. No obvious Citi-only negative headline in prior 3 days. Worsening macro damage and fear of elevated provisioning across money-center banks,Global consumer and corporate exposure and quarter-end de-risking,no,,,Citi international and card exposure made it especially sensitive to a synchronized global shutdown. Into March 31 investors were increasingly pricing in severe reserve builds and weaker capital-markets activity despite policy support.
