ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
HD,2020-03-12,10.5,no_clear_catalyst,low,medium,"No material HD-specific negative Mar 9-12. Repricing of discretionary retail and housing-sensitive exposure on severe recession fears","Broad risk-off liquidation. Concern foot traffic supply chains and big-ticket home-improvement demand would weaken. Reuters: U.S. manufacturing nearly stalled",no,,,"HD's 10.5% drop looks mainly like a macro-driven selloff in a consumer-cyclical retailer as the market absorbed the March 11 pandemic declaration and March 12 ECB-related stress. No meaningful Home Depot-specific bad news in the prior three days."
GS,2020-03-12,12.3,macro_sensitivity,high,medium,"Financial-sector repricing from recession risk plus fast collapse in rates and credit sentiment. ECB disappointment worsened global credit stress","Marketwide liquidity stress on March 12. Concern about trading counterparty underwriting activity and investment-banking slowdown. No major Goldman-specific negative",no,,,"GS fell 12.3% largely because the market was aggressively marking down capital-markets and credit-sensitive financials as COVID shock effects intensified and policymakers failed to calm markets on March 12."
GOOGL,2020-03-12,8.2,macro_sensitivity,medium,medium,"Fear of sudden ad-spending slowdown as travel local commerce and SME demand collapsed. Google canceled I/O event. Mar 11 banned face-mask ads globally","General mega-cap tech de-risking. Analyst estimate: travel-search ad revenue could fall ~$1B Q1 ~$3B Q2. Subsequent reporting confirms March was when strong first two months gave way to significant slowdown",no,,,"Both share classes dropped just over 8% as investors rapidly repriced Alphabet's exposure to advertising especially after COVID was declared a pandemic and travel restrictions hit major ad categories."
GOOG,2020-03-12,8.3,macro_sensitivity,medium,medium,"Same as GOOGL. Fear of ad-spending weakness especially travel ads. Ad-market deterioration and travel-search spending risk","Mega-cap tech de-risking. Estimates: ~$1B less travel-search ad spend Q1 ~$3B less Q2. Broader U.S. ad-market hit ~$26B",no,,,"GOOG fell for the same reason GOOGL did: investors were rapidly discounting lower ad demand especially in travel one of Google's most important advertiser verticals."
GM,2020-03-12,11.4,macro_sensitivity,high,medium-high,"Anticipation of deep auto demand slump and coming factory interruptions. No major company-specific formal shutdown announcement before Mar 12. GM did not announce North America production suspension until Mar 18","Europe travel restrictions. General recession panic. Supply-chain fears. Later-confirmed plant shutdown risk",no,,,"GM's 11.4% decline was primarily a forward-looking auto-sector repricing as investors anticipated both a sales collapse and manufacturing disruptions before the official shutdowns were announced. The market was effectively discounting what became explicit on March 18."
GILD,2020-03-12,6.9,no_clear_catalyst,low,medium,"No negative Gilead-specific headline Mar 9-12. Remdesivir still viewed as potential treatment candidate. Broad biotech and pharma de-risking with market crash","Profit-taking after earlier remdesivir optimism. Rotation out of even defensive names during forced liquidation. Negative leaked WHO trial episode came later in April",no,,,"GILD fell less than many cyclicals which fits the absence of clear company-specific bad news and the stock's relative support from remdesivir optionality. The most plausible explanation is broad market liquidation overwhelming a name that otherwise had some COVID-related upside narrative."
GE,2020-03-12,11.9,macro_sensitivity,high,medium-high,"Sharp repricing of GE Aviation and cyclical industrial exposure amid collapse in air travel and industrial demand expectations. Oil ~25% plunge Mar 9","Balance-sheet sensitivity. GE reputation as higher-risk industrial. No GE-specific Mar 9-12 corporate warning. Aviation power and industrial demand all vulnerable",no,,,"GE's 11.9% drop was most likely driven by the market's realization that an accelerating travel shutdown and recession would hammer GE Aviation and broader industrial demand. Severe sector-exposure repricing."
GD,2020-03-12,10.9,macro_sensitivity,medium,medium,"Business-jet and cyclical aerospace exposure especially Gulfstream overwhelmed the stock. Travel shock worsened outlook for business aviation","Broad industrial and defense de-risking. Recession panic. No major GD-specific negative headline",no,,,"GD's nearly 11% decline looks less like a defense-spending story and more like a sudden markdown of Gulfstream and capital-goods exposure as travel restrictions and recession fears intensified."
IBM,2020-03-12,12.9,no_clear_catalyst,low,medium,"No IBM-specific negative Mar 9-12. Fear of weaker enterprise spending and services demand in fast-moving recession","Broad tech selloff. Credit and liquidity stress. Cyclical IT exposure. Abrupt reassessment of enterprise IT spending consulting demand and legacy tech exposure",no,,,"IBM's 12.9% drop appears driven mainly by recession pricing against consulting infrastructure and enterprise software and services budgets rather than a fresh IBM-specific headline."
CRM,2020-03-12,9.0,no_clear_catalyst,low,medium,"No material Salesforce-specific negative Mar 9-12. Repricing of enterprise-software demand risk","General tech de-risking and broad market liquidation. Potential slowing enterprise software spending and delayed customer commitments",no,,,"CRM's 9% drop looks like investors discounting weaker near-term bookings and IT budget caution rather than reacting to a company-specific shock. COVID escalation quickly shifted the market from growth at any price to balance-sheet and near-term cash-flow survival."
EMR,2020-03-12,11.4,macro_sensitivity,high,medium-high,"Industrial recession and capex-demand fears. Reuters manufacturing coverage showed U.S. factory activity stalling and supply chains being hit","Supply-chain strain. Broad industrial selling. No Mar 9-12 Emerson-specific announcement",no,,,"EMR's 11.4% fall was most likely the market marking down industrial automation and process end-markets for a sharper global slowdown. With no clear Emerson-specific negative headline the strongest explanation is deteriorating factory and capital-spending expectations."
DUK,2020-03-12,11.5,no_clear_catalyst,low,medium,"No Duke-specific negative. Forced liquidation and indiscriminate market stress. Utilities liquidated in violent cross-asset dash for cash despite lower rates","Concern that commercial and industrial power demand would weaken in a shutdown recession",no,,,"DUK's 11.5% decline is one of the clearer examples of March 12 becoming indiscriminate: even defensive utilities were sold hard as liquidity stress and panic overwhelmed fundamentals. No Duke-specific catalyst in the prior three days."
DIS,2020-03-12,13.0,demand_weakness,high,high,"STOCK-SPECIFIC. Reuters Mar 12 reported Disney would close California and Florida parks and Paris resort through month-end. Clear stock-specific trigger","Travel ban. Looming cruise and box-office disruption. Rapidly worsening outlook for parks resorts and adjacent businesses",yes,,,"DIS dropped 13.0% because investors suddenly had a concrete estimate of revenue loss: Disney said on March 12 it would shut Disneyland Walt Disney World and Disneyland Paris through month-end. That transformed COVID from a vague macro threat into a direct earnings shock for parks resorts and adjacent businesses."
