ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
MMM,2020-03-16,7.6,macro_sensitivity,medium,medium,"Broad industrial and recession repricing. No major negative 3M-specific news. Becoming central PPE supplier — later said would double N95 output to 1.1B units","Global manufacturing and supply-chain disruption. Liquidation selling in cyclicals. Industrial cyclicality overwhelming PPE upside",no,,,"3M looked defensive because of masks but on March 16 investors were still treating it mainly as a global industrial exposed to factory shutdowns and recession risk. No material company-specific negative catalyst within the prior 72 hours."
PEP,2020-03-16,11.3,macro_sensitivity,medium,medium,"Fear away-from-home consumption would slump as restaurants bars stadiums and events shut down. No major PepsiCo-specific negative","General staples de-risking and marketwide forced selling. OpenTable data: Washington DC restaurant visits down 77% YoY on Mar 16. Restaurant traffic collapsing",no,,,"PepsiCo had grocery exposure but investors were quickly discounting damage to foodservice convenience and impulse channels as public gathering restrictions spread. No company-specific negative announcement in the prior 72 hours."
WMT,2020-03-16,6.4,no_clear_catalyst,low,medium,"Despite panic-buying investors worried higher labor sanitation stockout and supply-chain costs would offset revenue benefits. Reuters later showed foot traffic rose ~18% Mar 13-17","Liquidation selling. Fear of broad consumer disruption. Walmart had announced coronavirus-related operating changes Mar 10. Not yet settled on stay-at-home winner narrative",no,,,"Walmart was not being sold because demand disappeared. It was sold because March 16 was a balance-sheet and margin panic and investors feared that extraordinary traffic cleaning staffing and replenishment pressure would compress margins even as sales volumes spiked."
PFE,2020-03-16,7.7,no_clear_catalyst,low,low-medium,"No material Pfizer-specific negative. Vaccine story not yet stock driver in mid-March 2020. Marketwide risk-off in pharma and healthcare","Uncertainty around drug demand mix. Trial disruption risk. Portfolio de-risking",no,,,"On March 16 Pfizer was still trading mostly as a large pharma defensive but even defensives were being sold in the forced liquidation. No meaningful company-specific bad news inside the prior 72 hours."
KO,2020-03-16,6.6,macro_sensitivity,medium,medium,"Shutdown risk to away-from-home beverage consumption. Reuters later noted venues representing about 50% of Coca-Cola revenue vulnerable to closure. No fresh KO-specific negative","Event cancellations. Restaurant closures. General market liquidation",no,,,"Unlike some staples Coke had substantial exposure to restaurants cinemas stadiums and fountain channels that suddenly looked impaired as gatherings were curtailed. No company-specific release in the previous 72 hours but the business-model exposure was obvious."
WFC,2020-03-16,14.2,macro_sensitivity,high,high,"Banking-sector repricing after Fed cut rates to 0-0.25% on Mar 15 crushing NIM expectations. Largest U.S. banks including Wells said Mar 15 would stop buying back stock","Buyback suspension. Recession and loss fears. Wells existing regulatory overhang and asset cap. Zero-rate policy looming credit losses",yes,,,"Wells was hit by a brutal combination: zero-rate policy looming credit losses and the March 15 buyback halt. For a bank already constrained by its asset cap and structurally weaker than peers the market read the emergency policy response as especially damaging to profitability and capital returns."
VZ,2020-03-16,5.9,demand_weakness,low,medium-high,"Store closures and concern device upgrades and retail activations would slow. Reuters Mar 14 reported Verizon temporarily closing a number of U.S. stores","General market selloff. Concern over consumer and payment delinquencies. Relatively defensive which explains smaller decline",yes,,,"Verizon was relatively defensive which likely explains why it fell less than many cyclical names. Still with some stores shutting and the economy abruptly locking down investors started pricing in weaker equipment sales and lower retail activity."
V,2020-03-16,13.5,macro_sensitivity,high,high,"Sudden collapse in travel and discretionary spend expectations. Reuters later said transaction volumes deteriorated rapidly especially cross-border travel-related spending","Recession fears. Cross-border mix vulnerability. Domestic categories like travel restaurants entertainment and fuel also falling sharply. No Visa press release in prior 3 days",no,,,"Visa's March 16 decline fits the market's realization that shutdowns would hammer its highest-margin cross-border business. Even without a fresh company filing the combination of travel bans gathering restrictions and collapsing restaurant and entertainment activity made Visa's earnings exposure unusually clear."
USB,2020-03-16,12.2,macro_sensitivity,high,high,"Zero-rate shock from Fed Mar 15 move. U.S. Bancorp announced Mar 15 would temporarily suspend share buyback for rest of Q1 and Q2 2020","Rising recession and credit-loss fears. Same combination as money-center banks: collapse in NIM expectations anticipated credit stress and explicit suspension of capital returns",yes,,,"USB was viewed as a high-quality regional bank but quality did not matter much on March 16. The stock was repriced lower on the same combination as the money-center banks: a collapse in NIM expectations anticipated credit stress and explicit suspension of capital returns."
UPS,2020-03-16,7.6,macro_sensitivity,medium,medium,"Concern over global trade B2B shipping and air-freight network disruption. Growing disruption in air and maritime freight canceled sailings collapsing passenger flights","Recession fears. Uncertainty over delivery mix and costs. Too early for market to fully credit e-commerce offset. No UPS-specific negative announcement",no,,,"March 16 was too early for the market to fully credit the e-commerce offset that later benefited parcel carriers. Instead investors focused on falling global trade travel restrictions and the risk that a deep recession would hit premium shipping and business volumes."
