ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
AVGO,2020-03-16,19.9,guidance_cut,high,high,"STOCK-SPECIFIC. Reported fiscal Q1 Mar 12 and withdrew annual guidance citing lacking visibility and intensifying demand uncertainty. Expected ~$5.7B current-quarter revenue below prior Street","Broad chip and supply-chain fear from COVID plus March 16 market panic",yes,,down,"Broadcom's March 12 update was not just macro noise — management explicitly withdrew annual guidance and flagged worsening visibility despite saying Q1 itself had not yet seen a material COVID impact. Into March 16 that made AVGO especially vulnerable."
AMZN,2020-03-16,5.4,no_clear_catalyst,low,medium,"No major Amazon-specific negative. Mar 16 announced hiring 100,000 warehouse and delivery workers and $2/hr raise — demand-positive but mixed for margins","Rising fulfillment and labor costs. Fear of operational strain in warehouses. March 16 de-risking wave. Broad market panic",no,,,"The main fresh Amazon-specific news was supportive for revenue but mixed for margins. The 5.4% decline was probably not about collapsing demand but a combination of market-wide liquidation plus investor concern that COVID would pressure logistics costs and execution."
AMT,2020-03-16,15.2,no_clear_catalyst,low,medium-low,"No material American Tower-specific negative Mar 13-15. Sector-wide REIT and liquidity and rate panic","Forced deleveraging. Fear around capital markets access. Indiscriminate selling of defensive equities during crash",no,,,"AMT's 15.2% fall was too large to ignore but no meaningful company-specific catalyst in the prior 3 days. This looks like a March 16 cross-asset liquidation in which even high-quality infrastructure REITs were sold aggressively as investors rushed for cash."
AMGN,2020-03-16,6.6,no_clear_catalyst,low,medium-low,"No major Amgen-specific negative. Amgen Foundation committing up to $12.5M in relief. Mar 10 highlighted five-year Aimovig data. Mostly broad market drawdown","Biotech risk-off selling. General fear around healthcare utilization disruption. Available news flow was neutral or mildly positive",no,,,"No strong stock-specific bearish trigger for Amgen in the 3 days before the drop. The 6.6% decline looks more like biotech being pulled down with the March 16 liquidation than a reaction to company fundamentals."
AMD,2020-03-16,11.8,macro_sensitivity,high,medium,"Sector-wide semiconductor repricing on COVID disruption risk. No major AMD-specific negative Mar 13-15","General market panic. Sympathy with Broadcom Intel Applied-style semiconductor exposure. Broader semiconductor complex under pressure",no,,,"AMD's drop looks primarily like a semis basket selloff rather than a response to an AMD-specific corporate event. With manufacturers reporting broad disruption concerns and investors reassessing both supply and end demand AMD got hit along with the rest of the chip group."
ADBE,2020-03-16,14.7,guidance_cut,medium,high,"STOCK-SPECIFIC context. Reported Q1 Mar 12 — record revenue $3.09B but Q2 target ~$3.175B. Management said customers in harder-hit countries reducing spending. $0.07/share hit from canceled events","Multiple compression in high-growth software during March 16 crash. Virus-related caution plus broad Nasdaq liquidation",yes,,down,"Adobe's setup was more fragile than a casual look suggests: Q1 was strong but management already signaled softer customer spending in affected geographies and guided Q2 revenue to roughly $3.175B. In a market suddenly unwilling to pay premium multiples that combination drove the 14.7% decline."
ACN,2020-03-16,8.4,macro_sensitivity,medium,medium-high,"Fear COVID would hurt consulting and discretionary enterprise spending. Accenture reported fiscal Q2 Mar 19 — updated FY2020 outlook to reflect expected coronavirus impact","Broad market de-risking in services and IT names. Revenue $11.14B EPS $1.91 bookings $14.2B. Solid numbers but investors looking through toward sudden freeze in client projects",no,,,"Accenture's actual quarterly numbers were solid but investors were looking through them toward a sudden freeze in client projects and discretionary tech spending. The company's own language about updating outlook for coronavirus impact reinforced that."
ABT,2020-03-16,9.8,no_clear_catalyst,low,medium,"No negative Abbott-specific catalyst. Major COVID testing product announcements came later. Mostly broad-market and medtech and utilization fear","Concern elective procedures and routine diagnostics would be disrupted by pandemic",no,,,"Abbott was not yet getting the later boost from its rapid COVID tests and there does not appear to have been a stock-specific negative headline in the prior 3 days. Investors selling diversified medtech and diagnostics names on the view that hospital systems and routine care volumes would be disrupted."
ABBV,2020-03-16,13.0,no_clear_catalyst,low,medium-low,"No major AbbVie-specific negative Mar 13-15. Allergan deal old news. Risk-off selling in large-cap pharma with deal and leverage overhang","Market stress. Concern Allergan acquisition increased balance-sheet sensitivity in suddenly risk-averse tape",no,,,"AbbVie's 13% decline appears larger than what pure defensiveness would imply. The most plausible reason is that investors treated it as less safe pharma because of the still-pending Allergan transaction and associated leverage. No new bearish headline in the prior 3 days."
AAPL,2020-03-16,12.9,demand_weakness,high,high,"STOCK-SPECIFIC. Apple announced Mar 14 would close all retail stores outside Greater China until Mar 27. Already warned Feb about missing guidance due to COVID supply and demand damage","Existing iPhone supply-chain concerns from China. Broader tech selloff. Direct expression of both supply-chain risk and collapsing physical retail activity",yes,,,"Apple had already warned in February that it would miss guidance and then on March 14 took the highly visible step of closing all stores outside Greater China through March 27. That made AAPL a direct expression of both supply-chain risk and collapsing physical retail activity."
