ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
LLY,2020-03-12,10.0,no_clear_catalyst,low,medium,"No major negative Lilly-specific news Mar 9-11. Mar 3 statement said did not anticipate shortages including insulin. Broad COVID panic hitting healthcare and pharma","Defensive names sold for liquidity. Investors rotating indiscriminately despite pharma resilience profile. S&P 500 fell 9.5% on Mar 12",no,,,"Lilly's 10.0% drop looks mostly like a forced-risk-off move rather than an issuer event. No meaningful negative Lilly announcement on March 9-11. Given the S&P 500's 9.5% collapse on March 12 after the WHO pandemic call Trump Europe travel ban and ECB disappointment the selloff was overwhelmingly macro."
KO,2020-03-12,9.7,macro_sensitivity,medium,medium,"COVID demand destruction fears for away-from-home beverage sales. Reuters later quantified roughly 50% of Coca-Cola revenue from restaurants theaters stadiums and away-from-home channels","General market liquidation. Europe travel restrictions added to recession fears. March 12 cross-asset panic sold even consumer staples",no,,,"KO's decline was likely driven by investors realizing that social distancing and venue closures threatened its fountain restaurant cinema and event exposure. Reuters later said restaurants theaters and similar venues accounted for about 50% of Coca-Cola revenue."
NVDA,2020-03-12,12.2,macro_sensitivity,high,medium,"Semiconductor and cyclical tech derating on escalating COVID supply-chain and demand fears. No major Nvidia-specific corporate release Mar 9-11","High-beta tech sold aggressively in March 12 liquidation. No stock-specific positive offset in preceding 3 days",no,,,"Nvidia's 12.2% drop appears to have been mostly a sector-beta move tied to worsening COVID disruption fears rather than a company announcement. Investors were focused on factory interruptions semiconductor supply risk and a possible global demand shock."
META,2020-03-12,9.3,macro_sensitivity,high,high,"Abrupt repricing of digital advertising revenue risk as brands cut budgets. Reuters Mar 12 reported U.S. ad industry could lose nearly $26B or 10.6%","Broader market panic. Travel ban worsened expectations for travel entertainment and small-business advertisers",no,,,"Facebook's 9.3% fall had a clearer stock-specific driver than many names. Reuters said the U.S. ad industry faced about $26B of lost revenue and a 10.6% decline as marketers cut spend. Since Facebook was heavily exposed to ad budgets from travel local business and brand advertisers that report likely amplified the macro selloff."
ORCL,2020-03-12,11.0,no_clear_catalyst,low,high,"Macro crash overwhelmed otherwise decent earnings. Oracle reported fiscal Q3 Mar 12 — revenue $9.8B up 2% non-GAAP EPS $0.97 up 11% boosted buyback by $15B","Enterprise software still faced recession risk. Investors skeptical reported numbers fully captured coming COVID hit",no,,,"Oracle's 11.0% drop does not look earnings-driven in the usual sense. Oracle posted Q3 revenue of $9.8B cloud support revenue of $6.9B and non-GAAP EPS of $0.97 while authorizing $15B more in repurchases. That is broadly supportive but the report hit on the same day the S&P 500 fell 9.5%."
WFC,2020-03-12,15.9,macro_sensitivity,high,high,"Bank-sector repricing from near-zero-rate expectations yield-curve collapse and looming credit stress. Wells carried Fed asset-cap overhang limiting balance-sheet flexibility","Later asked Fed to lift growth cap to support customers underscoring issue mattered in COVID shock. No major positive WFC-specific catalyst",no,,,"WFC's 15.9% decline was one of the clearest sector transmission trades. As yields collapsed and investors priced a deep recession banks were marked down for margin compression and future loan losses. Wells was hit harder because its Fed asset cap already limited balance-sheet flexibility."
PFE,2020-03-12,6.7,no_clear_catalyst,low,medium,"No material negative Pfizer-specific headline Mar 9-11. Not yet COVID-vaccine winner in investors' eyes. Broad pandemic and liquidity selloff","Investors selling defensives alongside cyclicals to raise cash. Concern over non-COVID business disruption",no,,,"Pfizer's 6.7% drop was milder than much of the tape and appears mostly macro-driven. No major negative Pfizer issuer event in the prior 3 days. The most plausible explanation is broad liquidation after the WHO pandemic declaration Europe travel restrictions and the March 12 bear-market break."
XOM,2020-03-12,11.4,macro_sensitivity,high,high,"Combined supply shock and demand shock in oil. Saudi-Russia price war — crude plunged ~25% on Mar 9. Mar 12 Brent fell another 7% after Trump Europe travel curbs","Energy equities already under intense pressure. Investors anticipated capex cuts weaker cash flow and balance-sheet strain",no,,,"XOM's 11.4% drop was very clearly oil-driven. Reuters said crude had already fallen about 25% on March 9 in the Saudi-Russia price war with Exxon suffering its biggest one-day decline since 2008 and then Brent slid another 7% on March 12 after the Europe travel restrictions."
WMT,2020-03-12,9.1,no_clear_catalyst,low,medium,"Broad market panic. Concern pandemic disruption would raise labor cleaning and stocking costs even if sales rose. Not yet settled on stay-at-home winner narrative","Walmart announced Mar 14 stores would move to 6am-11pm hours for restocking and cleaning. Demand surging but operations under strain",no,,,"WMT's 9.1% decline looks less like a demand problem than a timing and positioning problem. By mid-March Walmart was clearly facing extraordinary demand but on March 12 the market was still in indiscriminate sell mode and worried that labor supply-chain and in-store safety pressures would overwhelm near-term sales benefit."
JPM,2020-03-12,8.2,macro_sensitivity,high,high,"Bank-sector selloff from collapsing yields and rising recession and default expectations. Reuters later reported JPM suspended buybacks Mar 15 to preserve lending capacity","Expectations of capital conservation and weaker shareholder payouts added pressure. No major JPM-specific negative issuer event",no,,,"JPM's 8.2% decline was mostly a rates-and-credit story. As the market priced aggressive Fed easing and recession risk banks were sold on lower net interest margins and future loan losses. Reuters later report that JPM halted buybacks to direct capital toward lending supports the view investors were already discounting a crisis-response regime."
VZ,2020-03-12,6.6,no_clear_catalyst,low,medium,"No major Verizon-specific negative Mar 9-11. Macro liquidation. Beginning to factor in retail-store disruption slower handset upgrades and weaker roaming","Earlier withdrew from RSA over coronavirus in February. Investors starting to think beyond wireless service to media advertising and device activity",no,,,"Verizon's 6.6% drop looks primarily like a market-wide de-risking move. No material Verizon-specific negative headline in the prior 3 days. Investors sold even defensive telecoms amid the March 12 panic while starting to anticipate store-traffic weakness and lower device activity."
