ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
UBER,2020-03-02,3.0,no_clear_catalyst,low,medium-low,"No stock-specific catalyst. Early repricing of ride-hailing and mobility demand destruction","Broad COVID selloff with emerging fear that ride volumes would collapse",no,,,"No Uber-specific news. The market was beginning to price in severe mobility demand destruction from COVID. Ride-hailing volumes later fell 70% in some cities but at this point it was still early-stage repricing."
META,2020-03-03,5.4,no_clear_catalyst,low,medium,"No stock-specific catalyst. Emerging fear COVID would hit digital ad demand from travel events and local commerce advertisers","Broad growth-stock risk-off selling",no,,,"No Facebook-specific news triggered this drop. Investors were starting to worry that COVID would reduce ad spending from travel entertainment and local business advertisers which are significant revenue contributors."
MMM,2020-03-03,5.1,no_clear_catalyst,low,medium-low,"No stock-specific catalyst. Industrial and cyclical selloff","Mask demand too small to offset broader industrial pressure from COVID",no,,,"3M fell as part of a broad industrial selloff. While mask demand was surging it represented too small a share of revenue to offset fears about the rest of the industrial portfolio."
MS,2020-03-03,4.5,macro_sensitivity,medium,high,"Fed emergency 50bp rate cut to 1.00-1.25% on March 3. Banks among clearest losers from lower NIMs plus recession signal","Broad financial sector selloff as emergency cut confirmed economic danger",no,,,"The Fed's emergency 50bp cut was the first since 2008 and markets interpreted it as confirmation of serious economic danger rather than support. Morgan Stanley and other banks sold off on compressed net interest margins and rising recession probability."
MSFT,2020-03-03,4.8,guidance_cut,medium,high,"Feb 26 warned More Personal Computing segment would miss March-quarter guidance due to China supply chain disruption","Broad tech selloff and COVID supply chain fears",yes,,down,"Microsoft had issued a specific warning on Feb 26 that its More Personal Computing segment would miss guidance because China supply chain recovery was slower than expected. The March 3 drop continued that repricing layered onto the Fed emergency cut."
MU,2020-03-03,5.1,no_clear_catalyst,low,medium,"No stock-specific catalyst. Semi sector sympathy after MSFT supply chain warning","PC and electronics supply chain fears from COVID disruption",no,,,"Micron fell in sympathy with the broader semiconductor selloff. Microsoft's Feb 26 warning about China supply chains read through to memory and chip names. No Micron-specific news."
MA,2020-03-03,4.8,demand_weakness,medium,high,"Feb 24 warned Q1 net revenue would take 2-3 percentage point hit from COVID. Cross-border travel and e-commerce weakness","Broad payments sector selloff as travel spending collapsed",yes,,down,"Mastercard had specifically warned on Feb 24 that Q1 net revenue would be hit by 2-3 percentage points from COVID-related cross-border transaction weakness. The March 3 drop continued that repricing."
NFLX,2020-03-03,3.2,no_clear_catalyst,low,medium-low,"No stock-specific catalyst. Broad growth-stock risk-off","Not yet treated as lockdown beneficiary at this stage of the pandemic",no,,,"Netflix had no company-specific news. It sold off with other high-multiple growth stocks. Ironically it would later be recognized as a lockdown beneficiary but that narrative had not yet formed."
NOW,2020-03-03,4.3,no_clear_catalyst,low,medium-low,"No stock-specific catalyst. High-multiple software selloff","Enterprise spending concern as companies braced for COVID impact",no,,,"ServiceNow dropped as part of a broad high-multiple software selloff. Investors feared enterprise IT spending would be cut as companies dealt with COVID uncertainty. No company-specific trigger."
NVDA,2020-03-03,3.8,no_clear_catalyst,low,medium,"No stock-specific catalyst. Semi sector selloff on COVID supply chain and demand fears","MSFT warning read-through to broader tech hardware supply chain",no,,,"NVIDIA fell with the semiconductor sector. Microsoft's supply chain warning and broader COVID fears about electronics demand drove the selloff. No NVIDIA-specific news."
TXN,2020-03-03,4.3,no_clear_catalyst,low,medium-low,"No stock-specific catalyst. Semi and industrial electronics risk-off","Broad cyclical selloff as COVID threatened industrial demand",no,,,"Texas Instruments dropped as part of the semiconductor and industrial electronics selloff. No company-specific catalyst identified."
SBUX,2020-03-03,4.6,demand_weakness,medium,high,"Late January warned 2000+ China stores closed. Feb 27 said 85% reopened but ongoing China traffic risk","Broad consumer discretionary selloff plus concern about global store traffic",yes,,,"Starbucks had provided specific COVID updates: over 2000 China stores closed in late January then 85% reopened by Feb 27. The March 3 drop reflected ongoing uncertainty about whether China recovery would hold and whether COVID would spread to other markets."
SPG,2020-03-03,3.7,no_clear_catalyst,low,medium-low,"No stock-specific catalyst. Mall traffic and tenant risk repricing from COVID","REIT sector selloff as physical retail foot traffic threatened",no,,,"Simon Property Group fell as investors repriced mall REIT exposure. COVID threatened foot traffic and tenant viability. No company-specific news beyond the obvious physical retail risk."
TMUS,2020-03-03,4.2,no_clear_catalyst,low,medium-low,"No stock-specific catalyst. Sprint merger litigation cleared but close not until April 1","Broad selloff despite positive merger progress",no,,,"T-Mobile had no negative company-specific news. The Sprint merger had cleared litigation but the close was still weeks away. The drop was part of the broad market selloff."
UNH,2020-03-03,4.3,regulatory_legal,medium,medium,"Political risk from Bernie Sanders who was still a live Medicare for All threat after Nevada win","Broad healthcare selloff plus policy uncertainty",no,,,"UnitedHealth dropped partly on continued political risk from Bernie Sanders whose Medicare for All platform threatened managed care economics. Sanders was still competitive after his Nevada caucus win. UNH later rallied sharply when Sanders exited."
USB,2020-03-03,4.3,macro_sensitivity,medium,high,"Fed emergency 50bp rate cut. Regional bank margin compression from collapsing yields","Broad bank selloff as emergency cut confirmed recession fears",no,,,"US Bancorp sold off after the Fed's emergency 50bp cut. As a rate-sensitive regional bank USB faced direct margin compression from lower rates. The emergency nature of the cut amplified recession fears."
V,2020-03-03,3.4,macro_sensitivity,medium,medium,"Spillover from Mastercard's Feb 24 cross-border revenue warning. Same travel payments thesis","Broad payments sector selloff as international travel collapsed",no,,,"Visa fell on the same cross-border travel payments thesis that hit Mastercard though Visa had not issued its own specific warning. The MA Feb 24 guidance cut read through directly to Visa's similar business mix."
WFC,2020-03-03,4.1,macro_sensitivity,medium,high,"Fed emergency 50bp rate cut. Already operationally constrained and highly rate-sensitive","Broad bank selloff plus Wells-specific operational limitations from consent orders",no,,,"Wells Fargo was especially vulnerable to the rate cut given its already constrained operations under regulatory consent orders. Lower rates compressed margins for a bank that had limited ability to offset through other business lines."
XOM,2020-03-03,4.8,macro_sensitivity,high,high,"Oil demand collapse. Axios reported record 3.8M barrels per day Q1 demand decline. OPEC+ uncertainty","Broad energy selloff as COVID destroyed global oil demand",no,,,"Exxon dropped on the oil demand collapse story. Axios cited a record 3.8 million barrels per day decline in Q1 demand. OPEC+ had not yet agreed on production cuts adding supply-side uncertainty to the demand destruction."
JPM,2020-03-03,3.8,macro_sensitivity,medium,high,"Fed emergency 50bp rate cut interpreted as confirmation of serious economic danger","Broad bank selloff on margin compression and rising credit loss fears",no,,,"JPMorgan fell after the Fed's emergency rate cut. Despite being the strongest US bank the emergency action signaled economic conditions were worse than expected. Lower rates plus rising recession probability hit all bank stocks."
