ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
NEE,2020-04-20,3.5,no_clear_catalyst,low,medium-low,Broad market/risk-off not a clear company-specific headline. No material NextEra-specific negative catalyst in the Apr 17-19 window,Utilities not immune to COVID demand concerns with weaker power-demand assumptions during shutdowns,no,,,NEE was dragged down in a broad equity selloff triggered by the unprecedented oil collapse with utilities also facing softer demand expectations as shutdowns reduced commercial electricity usage.
KO,2020-04-20,3.2,demand_weakness,high,high,Anticipation of severe COVID damage to Coke's away-from-home sales channel. Coca-Cola reported on Apr 21 that closures of restaurants theaters and venues representing about half of revenue would hurt Q2 sales,Apr 20's broad market/oil shock,yes,,,KO's drop looks mostly fundamental with investors pricing in that roughly 50% of revenue came from shut or impaired channels like restaurants theaters and venues even though the company still beat Q1 estimates with $8.6 billion of revenue and $0.51 adjusted EPS.
V,2020-04-20,3.1,demand_weakness,medium,medium,Payments/travel exposure being repriced during the Apr 20 risk-off session. No major Visa-specific negative headline in the Apr 17-19 window,Broad market selloff on the oil crash,no,,,This looks more like a sector/read-through move than a fresh Visa headline. With global travel effectively shut and investors reassessing transaction volumes Visa sold off alongside other consumer-finance and travel-linked names.
GILD,2020-04-20,3.3,no_clear_catalyst,low,medium-low,Likely broad market rotation/risk-off rather than stock-specific bad news. No clearly negative Gilead headline from Apr 17-19 and remdesivir news flow had been supportive,Biotech volatility after earlier remdesivir enthusiasm,no,,,No compelling company-specific bearish catalyst in the 3-day window. The drop most likely reflected profit-taking and general de-risking rather than a fundamental Gilead development.
JPM,2020-04-20,3.6,earnings_miss,high,high,Continued digestion of ugly bank earnings and reserve builds. JPMorgan's Apr 14 earnings showed profit down 69% with huge credit costs,Apr 20's oil-driven macro selloff,yes,miss,,JPM's drop reflects the market still absorbing a 69% profit plunge and heavy reserve building from the prior week then getting hit again by the Apr 20 crude collapse which raised fresh recession and credit-loss fears for lenders.
AMAT,2020-04-20,4.8,macro_sensitivity,medium,medium-low,Cyclical tech/semicap risk-off move tied to macro shock. No major Applied Materials-specific Reuters headline in the Apr 17-19 window,No strong stock-specific adverse news found in the requested window,no,,,AMAT looks like a macro/cyclicals casualty rather than a headline-specific collapse. Semicap got hit as investors sold economically sensitive growth/capex names during the negative-oil session.
AXP,2020-04-20,3.9,demand_weakness,high,medium-high,Worsening expectations for card spending travel and credit losses. AmEx was one of the clearest travel plus consumer credit COVID casualties,Apr 20 macro/oil shock,yes,,,AXP was especially exposed to the parts of spending hit hardest by lockdowns including travel and entertainment. Investors were still repricing the scale of future charge-offs and volume declines.
BAC,2020-04-20,3.4,earnings_miss,high,high,Weak earnings/read-through from reserve builds and recession risk. Bank of America's Apr 15 results carried a $3.6 billion reserve build,Apr 20 crude collapse and broad equity selloff,yes,miss,,BAC was being repriced for a much harsher credit cycle. The bank had just disclosed a $3.6 billion reserve build and investors used the negative-oil shock as another reason to fear a deeper recession and larger future loan losses.
BKNG,2020-04-20,4.0,demand_weakness,high,medium,Ongoing collapse in global travel bookings. Booking was one of the purest listed plays on hotel/air/travel volume with no major headline in the Apr 17-19 window,Apr 20 risk-off/oil panic,yes,,,BKNG's drop is best explained by continued repricing of a business tied directly to travel volumes that had fallen off a cliff under lockdowns amplified by the market's negative-oil shock.
BA,2020-04-20,6.7,capital_structure,high,high,Severe Boeing-specific distress from collapsed air travel liquidity fears and the still-grounded 737 MAX. Boeing had already suspended its dividend canceled CEO pay and extended its buyback pause,Apr 20's macro/oil shock,yes,,down,BA's selloff was strongly stock-specific. Investors were staring at a company forced to suspend its dividend and conserve cash while management signaled a long recovery and more borrowing needs as COVID crushed airline demand on top of the 737 MAX crisis.
