ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
BKNG,2020-06-26,4.6,demand_weakness,medium,medium-high,Renewed COVID reopening fears as several U.S. states paused or reversed reopening plans directly worsening outlook for travel demand,General cyclical selloff and rising concern summer travel recovery would stall,yes,,,BKNG fell as the market digested renewed threat to summer bookings from surging COVID cases not any BKNG-specific announcement.
C,2020-06-26,5.9,macro_sensitivity,high,high,Fed stress-test capital restrictions announced June 25 suspending share repurchases and capping dividends for large banks in Q3,Concerns about loan losses if COVID downturn deepened,no,,,Citigroup was directly affected by the Fed's June 25 stress-test decision restricting shareholder payouts.
JPM,2020-06-26,5.5,macro_sensitivity,high,high,Fed stress-test restrictions on shareholder payouts announced June 25 suspending buybacks and capping dividends for large banks,Macro worries about credit losses and slower recovery,no,,,JPMorgan was explicitly in scope for the Fed's Q3 payout restrictions after stress tests.
COP,2020-06-26,4.1,macro_sensitivity,high,high,Crude price weakness from renewed COVID demand fears as oil prices fell further on virus fears and U.S. crude stock build,Sensitivity to reopening trade reversing and concerns production cuts would pressure earnings,no,,,COP's decline tracked crude weakness with Reuters flagging oil prices falling further on virus fears and inventory builds.
CVX,2020-06-26,3.1,macro_sensitivity,medium,medium-high,Falling crude on renewed COVID demand fears hitting integrated majors,Broad risk-off in energy and cyclicals,no,,,CVX's move followed the same oil-demand scare that hit energy names as virus fears returned.
DE,2020-06-26,3.5,macro_sensitivity,medium,medium,Economic-reopening reversal hurting cyclical industrials as U.S. virus cases surged with no Deere-specific headline,Broad selloff in machinery and industrial demand expectations,no,,,Reopening-sensitive industrials weakened as investors reassessed pace of economic normalization.
FDX,2020-06-26,4.4,no_clear_catalyst,low,medium-low,Risk-off rotation out of cyclicals and transport tied to renewed COVID fears with no fresh FedEx-specific headline,Concern business shipping recovery could slow if reopening stalled,no,,,FDX's decline looks like part of the broad reopening-cyclical selloff rather than a reaction to company news.
GM,2020-06-26,3.1,macro_sensitivity,medium,medium,Reopening setback threatening auto demand and production normalization as rising COVID cases led states to halt reopening,General cyclical weakness,no,,,Rising U.S. COVID cases undermined auto-demand and manufacturing-recovery sentiment with no stronger GM-specific headline.
GOOG,2020-06-26,5.6,macro_sensitivity,medium,medium-low,Broad big-tech selloff with digital-ad sentiment dented by high-profile social-media advertiser boycott as Verizon and Unilever paused Facebook ads,Reopening scare and general risk-off pressure,no,,,Growing advertiser boycott of Facebook spilled into sentiment on ad-driven internet platforms including Alphabet.
GOOGL,2020-06-26,5.5,macro_sensitivity,medium,medium-low,Tech and online-ad sentiment selloff from intensifying ad-boycott story around Facebook,Reopening scare and general risk-off,no,,,Same as GOOG with the ad-boycott story spilling into broader sentiment on ad-driven platforms.
COF,2020-06-26,8.8,macro_sensitivity,high,high,Fed capital-return restrictions plus elevated concern about consumer credit losses from worsening unemployment,Broader bank-sector selloff,no,,,COF's 8.8% decline suggests investors pricing not just lost buybacks but harsher pandemic credit-loss scenario.
BA,2020-06-30,5.8,macro_sensitivity,medium,medium,737 MAX certification headlines produced volatile uncertainty-heavy reaction as Boeing began crucial certification test flights June 30,Ongoing concerns about air-travel demand and Boeing's balance-sheet stress,yes,,,While certification flights sound positive the outcome remained uncertain and lengthy creating volatile price action.
COF,2020-07-01,3.0,macro_sensitivity,medium,medium,Continuation pressure from June 25 Fed stress-test restrictions and ongoing consumer-credit anxiety,Persistent concern about card losses and unemployment,no,,,No fresh Capital One headline just ongoing repricing after the Fed stress-test actions.
COP,2020-07-01,3.0,macro_sensitivity,medium,medium-high,Crude-demand concerns and weak oil sentiment as recovery outlook stayed fragile,Ongoing caution toward producers after earlier output cuts,no,,,Oil remained under pressure as traders worried about fuel-demand softness amid renewed virus spread.
MU,2020-07-01,3.5,earnings_miss,medium,medium-low,Post-earnings disappointment around forward profitability and memory-cycle expectations despite headline beat,Broader tech rotation,yes,miss,,Micron had just reported earnings but investors focused on margins and durability of memory cycle rather than headline beat.
WFC,2020-07-07,4.0,macro_sensitivity,medium,medium,Continued bank weakness after Fed restrictions with WFC viewed as one of weaker large-bank franchises,Fear that lower rates and weak credit quality would keep earnings depressed,no,,,Wells Fargo remained especially vulnerable due to weak profitability and regulatory baggage after Fed payout restrictions.
USB,2020-07-07,3.4,macro_sensitivity,medium,medium,Ongoing stress-test and payout overhang on bank stocks following Fed's June 25 decision,Credit-loss and net-interest-margin concerns,no,,,Large banks remained under pressure with no stronger U.S. Bancorp-specific catalyst.
SPG,2020-07-07,4.4,demand_weakness,high,high,Pandemic damage to malls with plunging rent collections and increasingly fragile retail tenant base,Rising retailer bankruptcy risk and virus resurgence hurting mall traffic,yes,,,Mall landlords under severe pressure as early July brought renewed concern virus resurgence would further hurt mall traffic and tenant solvency.
RTX,2020-07-07,3.6,macro_sensitivity,medium,medium,Renewed doubts about commercial aerospace recovery as COVID spread threatened air-travel recovery,Industrial and defense rotation and broader cyclical pressure,no,,,RTX remained heavily exposed to commercial aerospace with no discrete company-specific headline.
MU,2020-07-07,3.6,earnings_miss,low,medium-low,Continued post-earnings and guidance pressure from late-June report,Semiconductor and tech volatility and questions about memory pricing,yes,,,Follow-through from late-June earnings and guidance reaction rather than fresh July corporate shock.
