ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
UBER,2020-10-27,-3.7,regulatory_legal,medium,medium,Broad risk-off with Prop 22 lawsuit Oct 22 as stock-specific overhang,COVID resurgence threatened rides demand and election/regulatory uncertainty,no,,,"Macro risk-off with Prop 22 driver lawsuit adding legal noise, COVID resurgence hitting mobility"
SPG,2020-10-27,-4.2,macro_sensitivity,medium,medium,Renewed lockdown/recession fears hitting mall REITs,Taubman deal litigation and tenant stress as additional negatives,no,,,"Mall REIT selloff on lockdown fears, Taubman dispute and pandemic tenant stress as overhangs"
PM,2020-10-27,-3.2,macro_sensitivity,medium,high,Broad market selloff despite strong Q3 with raised EPS forecast on Oct 20,defensive names sold as investors de-risked broadly,no,beat,up,"PM fell despite raised guidance and strong IQOS-driven Q3, pure macro selloff"
MMM,2020-10-27,-3.1,macro_sensitivity,medium,high,Market selloff overwhelmed Q3 earnings beat helped by healthcare/N95 demand,sell-the-news behavior after solid report,no,beat,,"3M beat estimates on healthcare demand but fell with market, sell-the-news in cyclicals"
MO,2020-10-27,-3.6,macro_sensitivity,medium,medium,Broad market selloff with no fresh company-specific catalyst,ongoing JUUL exposure and FDA regulatory overhang on nicotine products,no,,,"No MO-specific catalyst, macro selloff with JUUL/FDA regulatory overhang as background"
GE,2020-10-27,-3.8,macro_sensitivity,medium,high,Broad market selloff ahead of Oct 28 earnings that proved strong,pre-earnings caution around aviation and power exposure during pandemic,no,,,"GE fell on macro risk-off ahead of earnings; next day stock rallied 10%+ on strong results"
CAT,2020-10-27,-3.2,earnings_miss,medium,high,Q3 earnings showed sharp decline with customers delaying capex amid COVID/trade uncertainty,Reuters noted stock down 2.9% intraday on weak report amplified by macro,yes,miss,,"CAT earnings declined sharply as customers delayed capex, stock down 2.9% intraday on weak demand"
C,2020-10-27,-3.2,macro_sensitivity,medium,medium,Sector-wide bank weakness from macro fears,residual drag from Oct 7 Fed enforcement action plus low-rate/credit concerns,no,,,"Financials selloff on macro fears, Fed Oct 7 enforcement action still an overhang for Citi"
BK,2020-10-27,-3.2,macro_sensitivity,medium,medium-low,Broad financial-sector/market weakness,pressure on rate-sensitive custody models in low-yield risk-off environment,no,,,"No BK-specific catalyst, financial sector weakness in low-yield risk-off environment"
BA,2020-10-27,-3.5,macro_sensitivity,medium,medium,Macro selloff hitting travel/aerospace recovery names,ongoing 737 MAX recertification uncertainty and weak aviation demand,yes,,,"Boeing fell with aerospace/travel names, MAX still grounded awaiting FAA clearance Nov 18"
AMD,2020-10-27,-4.1,macro_sensitivity,medium,medium,Nasdaq/tech risk-off into earnings under antitrust cloud,rich semiconductor valuations and sector sensitivity to sentiment swings,no,,,"AMD fell with tech/semi sector risk-off, no fresh company-specific catalyst found"
LLY,2020-10-27,-6.9,product_service_failure,high,high,COVID-19 antibody therapy trial failed to show benefit in hospitalized patients,Lilly tried to reassure investors but market focused on setback; U.S. later struck $375M deal,yes,,,"Lilly antibody therapy trial failed in hospitalized patients, driving 6.9% drop despite later $375M U.S. supply deal"
NOW,2020-10-28,-3.2,macro_sensitivity,medium,high,Market selloff overwhelmed strong Q3 with subscription revenue up 31% to $1.091B,high-growth software multiple compression on brutal market day,no,beat,up,"NOW fell despite strong Q3: sub revenue +31% to $1.091B with raised guidance, market-driven selloff"
NKE,2020-10-28,-4.6,macro_sensitivity,medium,medium,Broad consumer/discretionary selloff on lockdown fears,Nike sensitivity to global retail traffic and Europe lockdown risk,no,,,"No NKE-specific catalyst, consumer/discretionary selloff on renewed European lockdown fears"
MU,2020-10-28,-3.8,macro_sensitivity,medium,medium-low,Tech/semiconductor selloff with no clear Micron-specific headline,cyclical memory pricing/demand concerns made MU fragile in risk-off tape,no,,,"MU fell with semis in broad tech selloff, memory cycle concerns as background sensitivity"
MSFT,2020-10-28,-5.0,macro_sensitivity,high,high,Sell-the-news/valuation reset despite Azure growth of 48% beating ~43.45% estimates,broad Nasdaq weakness and pressure on high-expectation mega-cap tech,no,beat,up,"MSFT fell 5% despite Azure +48% beating estimates, sell-the-news in mega-cap tech amid market rout"
META,2020-10-28,-5.5,regulatory_legal,high,medium-high,Pre-earnings tech selloff with antitrust overhang ahead of Oct 29 report,Facebook later warned of tougher 2021 citing Apple privacy changes and commerce normalization,no,,,"Pre-earnings de-risking with DOJ antitrust cloud, FB later warned of Apple privacy headwinds for 2021"
LMT,2020-10-28,-3.2,macro_sensitivity,medium,high,Broad market selloff despite Oct 20 earnings beat and raised outlook on F-35 sales,defense names sold with market despite no fresh bad company news,no,beat,up,"LMT fell with market despite beat-and-raise on F-35, pure macro-driven selloff"
MCD,2020-10-28,-3.7,macro_sensitivity,medium,medium-high,Broad lockdown fears hitting restaurant/reopening sentiment,concern renewed Europe restrictions could hurt traffic despite strong drive-thru recovery,no,,,"MCD fell on lockdown fears despite improving comps (down only 2.2% YoY), Europe restriction concerns"
MA,2020-10-28,-8.1,earnings_miss,high,high,Q3 revenue ~$3.8B down 14% missing ~$3.9B expectation with cross-border travel spending crushed,adjusted EPS also missed with Oct 28 macro selloff magnifying downside,yes,miss,,"Mastercard revenue missed ($3.8B vs $3.9B exp), down 14% on crushed cross-border travel, 8.1% drop"
