ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
GM,2020-03-17,3.2,macro_sensitivity,high,high,Expected COVID-related production shutdowns and collapsing auto demand. By Mar 18 GM Ford FCA said would suspend North American manufacturing through at least Mar 30. UAW pressure,March 16 market crash still reverberating. Investors pricing in recession and supply-chain disruption across cyclicals,no,,,GM March 17 decline looks mostly tied to the market discounting an imminent North American production halt. That expectation was validated the next day when GM confirmed an orderly suspension of manufacturing through at least March 30.
NEE,2020-03-18,5.0,no_clear_catalyst,low,medium,No material NextEra-specific negative. Mar 18 cash-crunch selloff — even Treasuries sold. Utility-sector de-risking during liquidity panic,Falling power-demand expectations from recession fears. Indiscriminate selling of defensive yield names as investors raised cash,no,,,For NEE no strong stock-specific trigger. The most plausible explanation is that utilities sold off with other bond-proxy and defensive names as investors dumped liquid assets for cash even sending Treasury yields sharply higher on March 18.
MU,2020-03-18,7.2,macro_sensitivity,medium,medium-high,Expected hit to smartphone and consumer-electronics memory demand from COVID plus semiconductor cyclicality. Mar 25 commentary said COVID would hurt smartphone and consumer-electronics demand but data-center improving,General tech and semiconductor liquidation. Fears over supply-chain disruption,no,,,MU drop looks less like a one-off Micron event and more like investors aggressively repricing memory demand. Reuters later quantified the core issue: coronavirus was expected to hurt smartphone and consumer-electronics sales while Micron tried to offset by redirecting supply toward data-center.
MSFT,2020-03-18,4.2,guidance_cut,medium,high,Ongoing repricing of Microsoft coronavirus supply-chain and PC-hardware exposure. Already warned Feb 26-27 coronavirus would cause Windows and Surface to miss prior guidance. Supply chain recovering more slowly than expected,March 18 liquidity-driven tech selling. Recession fears,yes,,down,MSFT March 18 move was not just generic market pain. Investors were still digesting Microsoft late-February warning that its More Personal Computing segment especially Windows OEM and Surface would miss guidance because Chinese production normalization was slower than expected.
MS,2020-03-18,9.0,macro_sensitivity,high,medium,No Morgan Stanley-specific negative. Severe market stress scramble for cash. Mar 18 investors even sold Treasuries. Financial-sector stress tied to liquidity funding and recession fears,Exposure to trading underwriting and credit-market dislocation across Wall Street banks,no,,,MS looks mainly macro and sector driven. With markets in a liquidity panic investors hit brokers and banks on fears that violently widening spreads funding pressure and recession would overwhelm any benefit from higher trading activity.
MRK,2020-03-18,3.8,no_clear_catalyst,low,medium-low,No material Merck-specific negative. Broad-market de-risking and healthcare rotation. Investors raising cash across even relatively defensive pharmaceutical names,None clearly stock-specific in that window,no,,,MRK decline appears to have come despite a lack of fresh company-specific bad news. On March 18 investors were indiscriminately selling liquid large caps across sectors to raise cash which dragged down even defensive pharma names.
MO,2020-03-18,3.8,no_clear_catalyst,low,medium-low,No fresh Altria-specific negative. Later results suggested cigarette stockpiling ahead of lockdowns actually helped near-term sales. General market liquidation,Defensive sectors being sold for cash. MO also carried pre-existing overhangs from JUUL and regulatory concerns,no,,,MO drop looks mostly technical and macro. No obvious new company shock in the immediate window and later evidence that lockdown stockpiling supported tobacco sales suggests the March 18 decline was more about indiscriminate selling.
MDT,2020-03-18,7.1,macro_sensitivity,medium,medium,Investors pricing broad med-tech disruption especially elective-procedure weakness despite positive ventilator headlines. Medtronic said Mar 18 had already increased ventilator production by 40%+ and on track to more than double capacity,March 18 marketwide liquidation. Positive ventilator headline underscored how deeply COVID disrupting normal med-tech demand,no,,,MDT fell even though its COVID-facing ventilator business was ramping fast with production up more than 40% and capacity set to more than double. The more likely interpretation is that the market focused on the much larger negative read-through for elective procedures.
MCD,2020-03-18,7.0,demand_weakness,high,high,STOCK-SPECIFIC. McDonald's and Starbucks said closing dine-in areas at many U.S. stores shifting to takeout drive-thru and delivery. Multiple states ordering restaurant dining rooms closed,State-level restaurant shutdown orders. Recession fears. COVID dining-room closures and traffic collapse risk,yes,,,MCD had a real company-specific catalyst: it effectively shut dine-in across much of the U.S. and moved to off-premise service only. Investors were repricing a sudden hit to high-margin in-store traffic just as multiple states were ordering restaurant dining rooms closed.
LIN,2020-03-18,3.9,macro_sensitivity,low,medium,No fresh Linde-specific negative. Later said crisis would hamper performance further in 2020. Recession-driven concern over industrial gas volumes,Liquidation of industrials during March 18 cash squeeze,no,,,LIN decline looks like a read-through from the sudden collapse in industrial activity rather than a new company-specific event. Later Reuters coverage confirmed volumes were falling because of the coronavirus crisis.
