ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
GOOG,2020-09-04,3.1,macro_sensitivity,low,medium,Broad megacap-tech selloff and momentum unwind from Sept 3 Nasdaq drop of 4.96%,Fading fiscal-stimulus hopes and election uncertainty,no,,,GOOG's decline was collateral damage from the violent tech reversal with no Alphabet-specific event identified.
ISRG,2020-09-08,5.6,macro_sensitivity,medium,low-medium,Broad growth-stock selloff on Sept 8 as Nasdaq correction deepened,Correction in high-multiple names after overheated summer rally,no,,,ISRG's drop was driven by market rotation out of expensive growth stocks with no company-specific catalyst verified.
JPM,2020-09-08,3.5,macro_sensitivity,low,low-medium,Broad financials/market selloff on Sept 8 as recovery outlook weakened,Cyclical-value weakness from fading stimulus hopes and COVID resurgence fears,no,,,JPM fell with the bank complex in a macro-driven risk-off session with no firm-specific trigger found.
LRCX,2020-09-08,9.1,macro_sensitivity,high,high,Semiconductor selloff tied to fears over U.S. sanctions on SMIC pressuring chip equipment stocks,Reuters explicitly reported SMIC-sanctions fears hurting semicap suppliers on Sept 8,yes,,,LRCX's 9.1% drop was steeper than the index reflecting Reuters-reported SMIC sanctions fears directly threatening chip equipment demand.
META,2020-09-08,4.1,macro_sensitivity,medium,medium,Broad big-tech selloff on Sept 8 as FAANG leadership trade reversed,Profit-taking after strong outperformance by internet platforms,no,,,Facebook fell as part of the megacap-tech unwind with no stock-specific headline found in the 3-day window.
MS,2020-09-08,4.8,macro_sensitivity,medium,low-medium,Broad market/financials weakness on Sept 8 as risk-off deepened,Economically sensitive sectors sold as investors questioned recovery backdrop,no,,,Morgan Stanley's decline was macro-driven de-risking with no confirmed company-specific trigger.
MSFT,2020-09-08,5.4,macro_sensitivity,medium,medium,Broad big-tech selloff on Sept 8 with residual TikTok deal uncertainty after China export restrictions,Reuters reported Aug 31 that China's export controls complicated TikTok deal for Microsoft,yes,,,Microsoft was hit by both the general tech correction and lingering TikTok deal uncertainty after China complicated the sale process.
MU,2020-09-08,3.1,macro_sensitivity,low,medium-high,Sector-wide semiconductor weakness on Sept 8 tied to SMIC sanctions fears per Reuters,Broad tech correction amplifying sector-specific pressure,no,,,Micron was caught in the Reuters-reported semiconductor selloff driven by SMIC sanction worries rather than standalone company news.
NVDA,2020-09-08,5.6,macro_sensitivity,high,high,Semiconductor selloff on Sept 8 with Reuters reporting SMIC sanctions fears dragging chip stocks,Profit-taking after Nvidia's very strong pre-drop run and broad Nasdaq correction,no,,,Nvidia's decline fit Reuters' description of chip names pressured by possible SMIC restrictions during a renewed Nasdaq rout.
QCOM,2020-09-08,5.3,macro_sensitivity,medium,medium-high,Semiconductor sector selloff on Sept 8 tied to SMIC sanctions fears per Reuters,Broader Nasdaq correction amplifying chip weakness,no,,,Qualcomm's decline was driven by semiconductor-specific SMIC overhang compounded by the broader tech rout.
SCHW,2020-09-08,4.3,macro_sensitivity,medium,low-medium,Broad financials selloff within market correction on Sept 8,Risk-off sentiment toward economically sensitive businesses,no,,,Schwab's drop was macro and sector driven with no stock-specific development found in the pre-drop window.
TSLA,2020-09-08,21.1,macro_sensitivity,high,high,Surprise exclusion from S&P 500 announced Sept 4 puncturing heavily crowded inclusion trade,Reuters reported roughly $80B market value wiped out with short sellers making $5.4B from the plunge,yes,,,Tesla's 21.1% collapse was overwhelmingly driven by the shock S&P 500 exclusion erasing $80B in value in a single session.
TXN,2020-09-08,3.2,macro_sensitivity,low,medium,Semiconductor-sector pressure on Sept 8 tied to SMIC sanctions fears per Reuters,Broad tech correction amplifying chip weakness,no,,,Texas Instruments was swept lower by the same semiconductor downturn hitting the whole group on Sept 8.
USB,2020-09-08,4.2,macro_sensitivity,medium,low-medium,Broad bank-stock weakness during Sept 8 market de-risking,Recovery concerns and risk-off rotation hitting economically sensitive names,no,,,U.S. Bancorp's decline was primarily macro-driven with no company-specific event found in the window.
WFC,2020-09-08,3.3,macro_sensitivity,low,low-medium,Broad financials selloff on Sept 8 as correction environment deepened,Macro uncertainty and cyclical-risk aversion,no,,,Wells Fargo fell with the broader financials complex with no fresh WFC-specific headline identified.
WMT,2020-09-08,3.1,macro_sensitivity,low,medium,Broad market selloff on Sept 8 with lingering TikTok deal uncertainty from China export controls,Reuters reported Aug 31 that Walmart shares fell after China complicated TikTok sale,yes,,,Walmart's decline was mostly market-driven but the unresolved TikTok situation made it more vulnerable than a pure defensive retailer.
RTX,2020-09-08,3.1,macro_sensitivity,low,low-medium,Broad cyclicals/industrials weakness on Sept 8 as market correction continued,General risk-off spilling into aerospace and defense names,no,,,RTX's decline was a macro trade with no company-specific shock found in the 3-day window.
INTU,2020-09-08,3.7,macro_sensitivity,low,medium,Broad software/growth-stock selloff on Sept 8 as Nasdaq correction deepened,Valuation compression during market correction hitting high-multiple names,no,,,Intuit fell with the software cohort in the Nasdaq correction with no company-specific event verified.
BA,2020-09-08,5.8,macro_sensitivity,medium,low,Broad cyclicals selloff on Sept 8 hitting high-beta industrial names,Ongoing background caution around aviation recovery and Boeing execution,yes,,,Boeing fell 5.8% as a high-beta cyclical hit hard by the same macro correction pressuring industrial and risk-sensitive names.
GOOGL,2020-09-08,3.6,macro_sensitivity,medium,medium,Renewed big-tech selloff on Sept 8 as FAANG/megacap-tech unwind resumed,Ongoing September correction fears and macro uncertainty,no,,,GOOGL's decline was part of the resumed FAANG/megacap-tech unwind with no Alphabet-specific development found.
