ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
GOOGL,2020-10-28,-5.5,macro_sensitivity,high,medium,Broad large-cap tech/risk-off selloff on Oct 28,lingering DOJ antitrust overhang from Oct 20 suit,no,,,"GOOGL fell with mega-cap tech derisking, DOJ antitrust suit as background overhang"
DIS,2020-10-28,-3.9,macro_sensitivity,medium,medium,Broad market selloff on renewed COVID restriction fears,concern parks/theaters/ad-sensitive media would be pressured again,no,,,"DIS fell with market on lockdown fears, Oct 13 streaming restructuring had been positive"
DHR,2020-10-28,-3.2,macro_sensitivity,medium,high,Broad Oct 28 market liquidation despite strong Q3 results,revenue +34.5% to $5.9B and EPS +62% to $1.72 couldn't insulate stock,no,beat,,"DHR fell despite excellent Q3 (rev +34.5%, EPS +62%), pure market-driven decline"
CVX,2020-10-28,-3.8,macro_sensitivity,medium,medium,Energy-sector weakness from renewed fuel-demand fears ahead of Oct 30 earnings,weak oil demand expectations from COVID lockdowns,no,,,"CVX fell with energy sector on demand fears, quarterly report came Oct 30"
CSCO,2020-10-28,-3.1,macro_sensitivity,medium,medium,Broad tech/risk-off move with enterprise-tech pressured by macro concerns,no material Cisco-specific announcement found,no,,,"No CSCO-specific catalyst, fell with enterprise tech in broad market selloff"
FDX,2020-10-28,-5.3,macro_sensitivity,high,medium-low,Broad market selloff with transports hit by worsening growth expectations,lingering concern about lower-margin residential shipping mix,no,,,"FDX fell as transport/macro bellwether on growth fears, no fresh company-specific news"
NFLX,2020-10-30,-5.6,macro_sensitivity,high,high,Market-wide selloff in richly valued tech/growth on Oct 30,Oct 29 price hike was fundamentally positive but stock sold with tech unwind,no,,,"NFLX fell with broad tech selloff despite positive Oct 29 price hike ($14 standard, $18 premium)"
TSLA,2020-10-30,-5.5,macro_sensitivity,high,medium,Broad de-risking in high-valuation tech/growth stocks,Tesla's extreme multiple and volatility amplified the move,no,,,"TSLA fell with high-beta tech unwind, no company-specific negative found"
PLTR,2020-10-30,-5.8,macro_sensitivity,high,medium-low,Broad growth-stock selloff hitting newly public name,post-direct-listing volatility and retail profit-taking since Sept 30 IPO,no,,,"PLTR swept up in growth selloff, recently went public Sept 30 still in price-discovery"
NVDA,2020-10-30,-3.8,macro_sensitivity,medium,medium,Sector-wide tech/semiconductor selloff on Oct 30,sympathy move with large-cap tech and chip names,no,,,"NVDA fell with semi/tech sector selloff, no fresh company-specific catalyst"
META,2020-10-30,-6.3,guidance_cut,high,high,Beat Q3 revenue but warned of significant 2021 uncertainty from Apple privacy changes,potential reversal of pandemic e-commerce shift cited as risk,yes,beat,down,"Facebook warned of tougher 2021 from Apple privacy changes and e-commerce normalization, fell 6.3%"
AMD,2020-10-30,-3.5,capital_structure,medium,medium-high,Post-deal digestion of Oct 27 $35B all-stock Xilinx acquisition,broad Oct 30 semi/tech selloff amplified dilution/arbitrage pressure,yes,,,"AMD continued digesting $35B Xilinx deal amid Oct 30 tech selloff, dilution concerns persisted"
INTU,2020-10-30,-3.4,macro_sensitivity,medium,medium,Broad software/tech selloff on Oct 30,M&A execution overhang from pending $7.1B Credit Karma deal,no,,,"INTU fell with software sector, pending Credit Karma regulatory review as background"
AMZN,2020-10-30,-5.4,guidance_cut,high,high,Warned holiday-quarter COVID costs could jump to $4B from $2.5B prior quarter,strong Q3 revenue overshadowed by margin/profitability concerns for Q4,yes,,down,"Amazon warned Q4 COVID costs could reach $4B (up from $2.5B), good revenue but bad margin outlook"
ADBE,2020-10-30,-3.0,macro_sensitivity,medium,medium,Broad software/tech weakness on Oct 30,collateral damage from growth-tech rotation,no,,,"No ADBE-specific catalyst, fell with growth software in broad Oct 30 tech selloff"
AAPL,2020-10-30,-5.6,earnings_miss,high,high,Steepest quarterly iPhone sales drop in 2-3 years from delayed iPhone 12 launch,Reuters said move temporarily wiped ~$100B off market value,yes,miss,,"Apple reported steepest iPhone sales drop in years from delayed iPhone 12, wiped ~$100B in market cap"
LRCX,2020-10-30,-3.2,macro_sensitivity,medium,medium,Semiconductor/growth-stock selloff with valuation compression across chip equipment,no fresh Lam Research-specific catalyst found,no,,,"LRCX fell with chip equipment sector in broad tech selloff, no company-specific news"
NOW,2020-11-02,-4.3,macro_sensitivity,medium,medium-high,Pre-election de-risking and profit-taking in high-multiple software,strong Q3 Oct 28 (sub rev $1.091B +31% with raised guidance) couldn't protect stock,no,beat,up,"NOW fell on pre-election derisking despite strong Q3: sub revenue +31% to $1.091B with raised guidance"
COP,2020-11-03,-3.0,macro_sensitivity,medium,medium,Residual energy-sector volatility from weak demand fears and election uncertainty,Oct 19 Concho acquisition outside 3-day window but still an overhang,no,,,"COP fell on energy-sector volatility around election day, no fresh company-specific catalyst"
USB,2020-11-04,-4.5,macro_sensitivity,medium,medium,Bank-sector volatility from election uncertainty and shifting rate/regulatory expectations,too-close election vote created cross-currents for financials,no,,,"USB fell on election-day uncertainty, bank sector volatile on unclear outcomes for rates/regulation"
