ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
EMR,2020-05-12,4.6,macro_sensitivity,medium,medium,Macro-driven cyclical selloff tied to second-wave/reopening fears after Fauci warned reopening too quickly could cause needless suffering and death,Emerson's industrial end markets made it especially sensitive to a slower reopening narrative,no,,,EMR fell as South Korea warned of a second wave and Germany saw infections accelerate on May 11 followed by Fauci's May 12 warning hitting cyclical industrials.
DE,2020-05-12,3.6,macro_sensitivity,medium,medium-low,Reopening/second-wave fears hitting cyclical machinery stocks with no clear Deere-specific negative release found,Investor caution ahead of Deere's late-May earnings and a weak farm/construction backdrop,no,,,Deere fell with cyclicals as Reuters documented a broad stock reversal on May 11 from virus cases and Fauci's testimony raised fears of slower normalization.
C,2020-05-12,3.9,macro_sensitivity,medium,medium,Bank-sector selloff tied to recession and low-rate fears as reopening optimism cooled with no fresh Citi-specific release,Citi remained exposed to credit-cost concerns after Q1 showed net income down 46%,no,,,Fauci's warning undercut the reopening trade and Reuters said banks were among the market drags as investors worried about a slower recovery.
BK,2020-05-12,4.2,macro_sensitivity,medium,medium-low,Macro bank selloff as reopening expectations weakened with no BK-specific negative found,Custody banks are rate-sensitive so lower-yield expectations likely worsened the move,no,,,BK's decline is consistent with a group move as Fauci's warning and second-wave fears hit risk appetite rather than a unique company event.
BAC,2020-05-12,3.1,macro_sensitivity,medium,medium,Growth-and-rate-driven bank selloff with no material BAC-only negative news in the 3-day window,Ongoing concern about credit losses and net interest margins,no,,,BAC fell less than some peers fitting a sector move after Fauci's testimony hit the reopening narrative rather than an idiosyncratic shock.
AMD,2020-05-12,3.6,macro_sensitivity,medium,medium-low,Groupwide semiconductor de-risking on weaker growth expectations and rising U.S.-China tension,U.S.-China trade tension added pressure to chip names,no,,,No clear AMD-specific announcement found with Powell's and Fauci's warnings undercutting growth-sensitive tech and cyclical names.
AMAT,2020-05-12,3.1,macro_sensitivity,medium,medium,Semiconductor sector de-risking not bad company news since Applied's May 14 results showed $3.96B revenue and robust demand,Pre-earnings positioning may have amplified the move,no,,,Applied's subsequent May 14 release was solid making the May 12 decline look like broader semiconductor/macro selloff rather than fundamentals.
GS,2020-05-12,3.2,macro_sensitivity,medium,medium,Bank selloff on recession and low-rate fears with no GS-specific negative release found,Investment banks were also vulnerable to a weaker deal/recovery outlook,no,,,The market tone shifted sharply after Fauci's warning and Powell's message that recovery could be prolonged without more fiscal help.
MMM,2020-05-13,3.8,macro_sensitivity,medium,medium,Powell's May 13 warning of extended economic weakness hitting industrials even though 3M's last headline was a Q1 profit beat,3M's industrial exposure outweighed the earlier mask-driven upside,no,,,Powell's sober outlook triggered a second straight down day and since 3M's last notable headline had been positive the drop is a broad industrials reaction.
MS,2020-05-13,3.7,macro_sensitivity,medium,medium,Powell-led bank-sector selloff with no Morgan Stanley-specific negative news found,Slower recovery expectations hurt capital-markets and wealth names,no,,,Reuters said banks dragged markets on May 13 as investors dealt with second-wave fears and Powell's warning of extended weakness.
MU,2020-05-13,4.7,macro_sensitivity,medium,medium-low,Sectorwide semiconductor de-risking driven by slower-growth fears and renewed U.S.-China tension,China exposure/trade tension likely made memory names more sensitive,no,,,On May 13 Reuters said global stocks and oil fell on second-wave fears and renewed U.S.-China trade tension a combination that hits chip stocks hard.
RTX,2020-05-13,4.6,macro_sensitivity,medium,medium-low,Macro-driven cyclical weakness after Powell's outlook with no strong RTX-specific negative found,Commercial aerospace exposure made RTX vulnerable to slower normalization,no,,,Powell warned of extended weak growth and investors sold economically sensitive names with RTX's commercial aerospace exposure magnifying the selloff.
SCHW,2020-05-13,3.4,macro_sensitivity,medium,medium,Lower-rate/slower-growth financials selloff with no Schwab-specific negative update found,Schwab's earnings model was especially rate sensitive,no,,,Schwab was highly exposed to the lower-rate narrative with Reuters noting banks dragging on May 13 from second-wave fears and Powell's warning.
