ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
AMT,2020-09-17,4.8,macro_sensitivity,medium,low-medium,Rate/valuation-driven selloff in tower and defensive growth names reversing after T-Mobile 5G deal announcement,Sept 15 T-Mobile agreement was positive news worth up to $17B over 15 years making this a sell-the-news reaction,yes,,,AMT's pre-drop news was favorable so the decline was a valuation/rates reversal and profit-taking after the T-Mobile 5G contract.
META,2020-09-17,3.3,macro_sensitivity,low,low,Tech-sector weakness and Nasdaq-led pullback with no clean Facebook-specific negative headline,Continued scrutiny on large platforms and fragile sentiment around mega-cap tech,no,,,Facebook was pulled lower with large-cap tech as the September correction lingered with no discrete FB news shock found.
AAPL,2020-09-18,3.2,demand_weakness,medium,medium,Continued post-event de-rating after Sept 15 event omitted iPhone with 5G models delayed to October,Reuters reported Apple delaying production ramp of flagship iPhones by about one month due to COVID disruption,yes,,,Apple's decline reflected continued repositioning after the Sept 15 event failed to deliver the iPhone catalyst investors wanted.
BA,2020-09-18,3.8,regulatory_legal,high,high,Sept 16 U.S. House panel concluded 737 MAX crashes were horrific culmination of failures by Boeing and FAA,Pandemic-era weakness in air travel demand and fragile sentiment around Boeing balance sheet and MAX recertification,yes,,,Boeing had a clear stock-specific catalyst from the House report explicitly blaming Boeing and FAA for failures leading to 346 deaths.
BKNG,2020-09-18,3.1,macro_sensitivity,medium,medium-high,Travel-sector selloff from renewed European COVID restrictions including rising cases and quarantine rules,Reuters reported Ryanair cutting capacity further due to travel restrictions,no,,,Booking was hit by the deterioration in European leisure travel demand as COVID restrictions tightened across the continent.
ISRG,2020-09-18,3.7,macro_sensitivity,low,low,High-multiple medtech/growth pullback with no strong ISRG-specific negative headline,Ongoing pandemic uncertainty over procedure volumes especially for elective surgeries,no,,,Intuitive Surgical's decline appeared to be risk-off selling in expensive growth/medtech with no company-specific catalyst found.
QCOM,2020-09-18,3.6,macro_sensitivity,low,low-medium,Semiconductor weakness plus Huawei-exposure concerns with no fresh Qualcomm-only headline,U.S.-Huawei restrictions directly relevant to Qualcomm's handset and modem ecosystem exposure,yes,,,Qualcomm's drop combined general semiconductor weakness with lingering Huawei-related revenue pressure rather than a single fresh shock.
LIN,2020-09-21,3.1,macro_sensitivity,low,medium,Macro-driven selloff as European COVID cases rose and lockdown measures returned with stalled U.S. stimulus,Industrial-gas demand sensitivity to manufacturing and global economic activity,no,,,Linde fell in a cyclical/global-growth selloff as investors reacted to rising European infections and fading stimulus hopes.
USB,2020-09-21,3.9,regulatory_legal,medium,high,FinCEN Files scandal with Reuters reporting banks moved more than $2 trillion in suspicious funds over decades,Wider equity selloff and low-rate pressure on bank earnings,no,,,U.S. Bancorp's decline was directly tied to the FinCEN Files story pushing global bank shares lower.
RTX,2020-09-21,3.7,macro_sensitivity,medium,medium,Macro/sector pressure from risk-off selling in cyclicals and aerospace on renewed European lockdown fears,Civil aerospace exposure through Pratt & Whitney made RTX more COVID-sensitive,no,,,RTX fell with the broader industrial/aerospace complex as European lockdown fears renewed pressure on travel-linked names.
MU,2020-09-21,3.1,macro_sensitivity,low,low-medium,Semiconductor risk-off positioning ahead of earnings and amid broader market weakness,Memory pricing worries and global demand uncertainty,no,,,Micron's decline was consistent with broad semiconductor retrenchment and earnings caution rather than a fresh company headline.
WFC,2020-09-21,4.3,regulatory_legal,medium,high,FinCEN Files scandal with Reuters reporting alleged compliance failures in suspicious transactions,Wells Fargo already had unusually poor regulatory optics amplifying the move versus peers,yes,,,Wells Fargo reacted more sharply to the FinCEN Files because its brand was already damaged by prior misconduct issues.
MS,2020-09-21,3.4,regulatory_legal,medium,high,FinCEN Files scandal with Reuters reporting more than $2 trillion of suspicious transfers through global banking,Broader market risk-off and weaker capital-markets sentiment,no,,,Morgan Stanley fell with the bank complex on the FinCEN Files story in a sector-specific but not idiosyncratic move.
