ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
DUK,2020-03-18,7.8,no_clear_catalyst,low,medium-low,No clear Duke-specific headline Mar 15-17. Forced liquidation and liquidity panic overwhelming defensive utilities. Reuters described Mar 18 as cash is king session,Recession fears implied weaker power demand growth. General de-risking out of rate-sensitive defensives,no,,,After exhaustive search no fresh Duke-specific catalyst in the March 15-17 window. DUK got caught in the broad cash-raising unwind on March 18 when even traditional defensive sectors sold off as investors dumped liquid names to raise cash.
DIS,2020-03-18,5.1,macro_sensitivity,high,medium,Escalating realization COVID closures would hammer Disney parks and ESPN cash flow. Core businesses directly exposed — parks resorts theaters live sports and advertising,General liquidity panic and recession fears. Reuters later noted parks swung from prior-year profit to expected multibillion-dollar loss,no,,,The drop looks mainly tied to investors repricing Disney unusually high exposure to physical attendance businesses and sports advertising as shutdowns spread. Market increasingly treating Disney less like a pure media and streaming story and more like a company with major parks resort box-office and ESPN disruption risk.
DE,2020-03-18,9.9,macro_sensitivity,medium,medium-low,No fresh Deere-specific headline Mar 15-17. Cyclical industrial and recession exposure. Later withdrew 2020 guidance Mar 23,Fears farm and construction equipment demand would weaken sharply. Dealers and customers would delay purchases,no,,,Deere nearly 10% decline fits the market violent repricing of economically sensitive industrials as COVID shutdowns intensified. No discrete Deere event in the prior 3 days so the best-supported read is investors discounting a fast deterioration in equipment demand.
CVX,2020-03-18,22.1,macro_sensitivity,high,high,Oil-price collapse driven by Saudi-Russia price war plus COVID demand destruction. Reuters called it dual supply-and-demand shock. Brent and WTI cratered,Balance-sheet stress fears across whole energy complex. Indiscriminate selling,no,,,CVX 22.1% plunge was overwhelmingly about crude. By March 18 oil had already been smashed by the OPEC+ breakdown and pandemic-driven demand shock and investors were pricing a far weaker cash-flow outlook even for supermajors with better balance sheets.
COP,2020-03-18,13.6,macro_sensitivity,high,high,Collapse in oil prices hitting upstream-heavy producer. Same energy shock as CVX. Pure upstream producer with more direct crude-price exposure than integrated majors,Dividend and capex concerns. Broad energy credit stress,no,,,COP sold off because the market was rapidly repricing the earnings and cash-flow damage from sub-$30 crude conditions. Relative to integrated names Conoco had more direct exposure to the commodity shock which likely amplified the stock reaction.
COF,2020-03-18,17.8,macro_sensitivity,high,medium,No fresh Capital One-specific headline Mar 15-17. Expected spike in consumer credit losses during COVID recession. Market aggressively repricing consumer lenders,Funding and liquidity fears. Zero-rate pressure on net interest margins,no,,,COF 17.8% drop looks mainly like a sector-level repricing of unsecured consumer credit risk not a discrete company headline. The market was assuming sharply higher delinquencies and charge-offs across credit cards and consumer finance as the economy shut down.
EMR,2020-03-18,13.2,macro_sensitivity,medium,medium-low,No fresh Emerson-specific headline Mar 15-17. Recession-driven selloff in industrial automation and capital spending names,Energy exposure since Emerson also sells into oil and gas markets under extraordinary pressure. Continued March 16-18 collapse in economically sensitive industrial names,no,,,EMR likely fell because investors were simultaneously pricing a freeze in industrial capex and a major hit to energy-related end markets. No company-specific announcement in the prior 3 days strong enough to explain the move better than that combined macro and sector shock.
LLY,2020-03-19,7.0,no_clear_catalyst,low,low,No negative Lilly-specific headline Mar 16-18. Pharma broadly seen as part of COVID treatment and vaccine race later. Broad de-risking and liquidation,Profit-taking in defensives. Uncertainty around commercial pharma outlook during lockdowns,no,,,No strong Lilly-specific negative catalyst inside the March 16-18 window. The most defensible explanation is that LLY got dragged down in the final phase of the March liquidity panic when even relatively defensive healthcare names were being sold to raise cash.
LMT,2020-03-19,5.8,no_clear_catalyst,low,low-medium,No Lockheed-specific Mar 16-18 headline. Later Reuters confirmed COVID disrupted F-35 supply chain. Broad industrial and defense de-risking amid COVID uncertainty,Early worries about supply-chain disruption and potential pressure on defense budgets,no,,,LMT decline appears more like a macro-driven defense and industrial selloff than a reaction to a new company announcement. Investors were beginning to discount possible production disruption and a tougher budget backdrop but the evidence for a precise stock-specific trigger is weak.
MO,2020-03-19,3.2,no_clear_catalyst,low,low,No fresh Altria-specific headline Mar 16-18. Modest move consistent with broad consumer-staples liquidation,Existing skepticism around tobacco growth and regulatory overhangs but not a clear fresh headline,no,,,After searching no discrete March 16-18 Altria catalyst that cleanly explains a 3.2% drop. This looks more like MO being swept into a broad selloff in liquid large-cap defensives than a company-news-driven move.
