ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
SCHW,2020-03-16,9.8,macro_sensitivity,medium,medium,"Rate-shock plus financial-sector panic. Fed emergency return to near-zero rates directly pressures brokers with spread income","Recession fears. Forced deleveraging. Concern zero rates compress net interest revenue tied to client cash balances. No major Schwab-specific headline",no,,,"Schwab looked more like a rate-sensitive financial than an idiosyncratic story. With the Fed cutting to 0-0.25% on March 15 and the S&P 500 halted after an 8% opening drop on March 16 SCHW's 9.8% fall is most plausibly explained by panic around earnings pressure from lower rates."
SBUX,2020-03-16,16.2,demand_weakness,high,high,"STOCK-SPECIFIC. Starbucks said Mar 16 closing dine-in areas for at least two weeks in U.S. and Canada moving to to-go only. Already warned and shut 2000+ China stores","Broad market crash. Worsening social-distancing measures. Fear North America would follow China-style disruption",yes,,,"On March 16 Starbucks said it would close dine-in areas across the U.S. and Canada for at least two weeks and go to to-go only confirming that the virus was no longer just a China problem for the chain. That landed on the same day the market was already in full panic mode."
RTX,2020-03-16,13.7,macro_sensitivity,high,medium-high,"Commercial aerospace demand shock. Collapse in air travel. Airlines seeking emergency aid after U.S. travel ban and COVID shutdowns","General market crash. Fears around pending Raytheon/UTC combination exposure to civil aviation cycle. No major RTX headline Mar 13-16",no,,,"Even without a direct RTX headline the commercial-aerospace read-through was brutal. Trump Europe travel ban airlines slashing schedules and airlines openly seeking emergency aid all pointed to a severe near-term collapse in aircraft demand and aftermarket activity."
QCOM,2020-03-16,14.9,macro_sensitivity,high,medium,"Macro-driven selloff in cyclical semis tied to handset demand risk. Intensifying concern COVID would hit global smartphone demand and supply chains","Supply-chain uncertainty. Indiscriminate tech liquidation. No QCOM-specific headline Mar 13-16",no,,,"QCOM appears to have traded as a high-beta semiconductor name exposed to a sudden global consumer-electronics slowdown. The market was rapidly repricing 2020 handset volumes and supply-chain stability."
PM,2020-03-16,12.5,no_clear_catalyst,low,medium-low,"No major Philip Morris-specific item. Broad de-risking and international-consumer-staples exposure to global disruption","Emerging-market and currency worries. Supply-chain uncertainty. Indiscriminate selling of defensive multinationals",no,,,"PM's decline looks much larger than a typical defensive staple move suggesting investors were not treating it as a safe haven. With global mobility and cross-border trade under stress investors focused on international exposure FX risk and plain forced selling."
PG,2020-03-16,4.9,no_clear_catalyst,low,medium,"No major P&G-specific headline. Broad market liquidation. Held up better — staples relatively defensive. Smaller 4.9% drop","None clearly company-specific in the window",no,,,"PG's smaller 4.9% drop stands out because it underperformed less than most names. No stock-specific trigger. Looks like a defensive name getting pulled lower in a historic forced-selloff session."
TMUS,2020-03-16,10.4,no_clear_catalyst,low,medium-low,"No TMUS-specific headline Mar 13-16. Broad risk-off plus merger-execution uncertainty. Sprint merger pending but not yet closed","Leverage concerns. Indiscriminate selling despite telecom relatively defensive profile",no,,,"TMUS did not have an obvious same-window negative corporate headline. This looks mostly like market stress hitting a still-transformational merger story. In a session where investors were dumping levered or integration-sensitive names T-Mobile's pending Sprint combination likely amplified the downside."
JPM,2020-03-16,15.0,macro_sensitivity,high,high,"Zero-rate shock to bank profitability. JPMorgan said Mar 15 would halt share buybacks and redirect capital toward lending. Fed cut to 0-0.25%","Buyback suspension. Credit-loss fears. Recession risk. Marketwide panic. Toxic combination for bank sentiment — lower NIMs and management preparing for stress",yes,,,"JPM had both sector and company-specific reasons to fall. On March 15 it halted buybacks and the Fed simultaneously slashed rates to 0-0.25% a toxic combination for bank sentiment because it signaled both lower net interest margins and management preparing for stress."
COF,2020-03-16,23.9,macro_sensitivity,high,medium-high,"Consumer-credit stress fears. Broader financial collapse zero-rate shock rapidly rising fear of consumer credit deterioration","Funding and credit-card delinquencies risk. Recession panic. Financial-sector liquidation. No Reuters Capital One-specific headline",no,,,"COF's much steeper drop versus diversified banks fits its business mix. Investors were rapidly repricing unemployment household stress and the risk that credit-card and consumer-lending losses would spike. Capital One was hit harder than names with less consumer-credit concentration."
ISRG,2020-03-16,14.2,macro_sensitivity,high,high,"Elective-procedure shutdown risk. Reuters Mar 16 reported U.S. hospitals postponing elective surgeries to free capacity for COVID patients. Directly relevant to da Vinci procedure volumes","Hospital budget pressure. Marketwide tech and medtech selloff",no,,,"This one had a clear fundamental read-through. As hospitals began suspending elective procedures investors immediately had reason to expect fewer robotic surgeries lower instrument usage and weaker near-term system demand."
