ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
C,2020-07-07,3.2,macro_sensitivity,medium,medium-high,Bank-sector weakness from Fed capital-distribution restrictions announced June 25 with COVID cases continuing to mount,Broader market concern about economic recovery and credit losses,no,,,Citigroup continued trading under the Fed stress-test payout overhang as pandemic concerns deepened.
GE,2020-07-07,3.4,demand_weakness,medium,medium,Aviation exposure with negative cash flow outlook as commercial aerospace remained severely depressed,Broader industrial weakness and concerns about GE's balance sheet,yes,,,GE's aviation segment remained the key vulnerability as air travel recovery looked increasingly distant.
COF,2020-07-07,4.4,macro_sensitivity,high,medium-high,Bank selloff from Fed stress-test restrictions combined with consumer credit stress fears,Ongoing uncertainty about unemployment trajectory and card losses,no,,,Capital One's consumer-credit-heavy model made it particularly vulnerable to worsening unemployment and Fed payout restrictions.
BA,2020-07-07,4.8,demand_weakness,high,high,Travel demand fears combined with 737 MAX certification overhang and $25B debt raise weighing on shares,Commercial aerospace depression and balance-sheet stress from pandemic,yes,,,Boeing faced a triple headwind of weak travel demand MAX uncertainty and heavy debt load.
AXP,2020-07-07,3.7,macro_sensitivity,medium,medium,Reopening and travel-spend skepticism as financial sector remained fragile,Broader bank-sector pressure from Fed restrictions and COVID resurgence,no,,,AmEx sat at the intersection of financial sector weakness and travel-entertainment spending fears.
GS,2020-07-07,3.9,macro_sensitivity,medium,medium-high,Sector-wide bank weakness from Fed dividend and buyback restrictions announced June 25,Mounting COVID cases and broader risk-off sentiment,no,,,Goldman Sachs traded with the bank sector as investors repriced capital-return expectations under Fed restrictions.
GM,2020-07-09,6.1,demand_weakness,high,high,Q2 U.S. deliveries fell ~34% to 492489 vehicles and China Q2 sales fell 5.3% with reopening in limbo,Broader cyclical weakness and uncertainty about auto demand normalization,yes,,,GM's 6.1% drop was driven by hard delivery data confirming severe pandemic impact on auto sales.
USB,2020-07-09,3.6,macro_sensitivity,medium,medium,Sector bank weakness from capital-return restrictions plus macro growth doubts,Credit-loss concerns and net-interest-margin pressure from low rates,no,,,U.S. Bancorp traded with the broader bank sector under Fed payout restrictions and growth uncertainty.
T,2020-07-09,3.0,no_clear_catalyst,low,low-medium,No material AT&T-specific news with broad risk-off driving the decline,General market weakness and defensive rotation,no,,,AT&T's move appears driven by broad market risk-off rather than any company-specific catalyst.
XOM,2020-07-09,4.1,macro_sensitivity,high,high,API data showed unexpected U.S. crude inventory rise when market expected a draw,Broader demand concerns from COVID resurgence weighing on energy,no,,,XOM fell as unexpected crude inventory build data contradicted expectations and reinforced demand weakness fears.
MO,2020-07-09,3.2,no_clear_catalyst,low,low,No material Altria-specific headline with broad market weakness driving decline,General risk-off sentiment,no,,,Altria's decline looks like a market-level drawdown with no identifiable company-specific trigger.
GE,2020-07-09,4.1,demand_weakness,medium,medium,Aviation exposure and negative cash flow outlook as commercial aerospace remained depressed,Broader industrial selloff and pandemic uncertainty,yes,,,GE continued under pressure from its aviation segment vulnerability with no improvement in air travel outlook.
RTX,2020-07-09,4.8,macro_sensitivity,medium,medium,Commercial-aerospace linkage with airline traffic and engine demand fears,Broader cyclical and industrial pressure from COVID resurgence,no,,,RTX's decline reflected renewed fears about commercial aerospace recovery timeline.
CVX,2020-07-09,4.2,macro_sensitivity,high,high,Unexpected crude inventory build and demand worries from API data,Broader energy sector weakness from COVID demand concerns,no,,,CVX fell on the same unexpected crude build data that hit the entire energy sector.
COP,2020-07-09,6.6,macro_sensitivity,high,high,Oil-demand fears with pure upstream exposure making COP more sensitive than integrated majors,COVID resurgence threatening fuel demand normalization,no,,,ConocoPhillips as a pure upstream producer was hit harder by crude weakness than diversified energy peers.
COF,2020-07-09,5.0,macro_sensitivity,medium,medium-high,Bank and consumer-credit exposure as reopening momentum weakened,Ongoing Fed payout restrictions and unemployment concerns,no,,,Capital One continued under pressure as weakening reopening momentum raised consumer credit loss fears.
BK,2020-07-09,4.3,macro_sensitivity,medium,medium,Sector-wide bank weakness from Fed payout restrictions and economic uncertainty,Credit concerns and low interest rate environment,no,,,BNY Mellon traded with the broader bank sector under persistent post-stress-test pressure.
BA,2020-07-09,3.8,demand_weakness,high,high,Travel recovery fears combined with MAX certification overhang and heavy debt load,Commercial aerospace depression and broader cyclical weakness,yes,,,Boeing continued under pressure from the same triple headwind of travel weakness MAX uncertainty and debt.
GD,2020-07-09,4.1,no_clear_catalyst,low,low-medium,Broad cyclical and industrial risk-off with no company-specific catalyst identified,General market weakness hitting defense and industrial names,no,,,General Dynamics declined in a broad cyclical selloff with no identifiable company-specific trigger.
TSLA,2020-07-13,3.1,no_clear_catalyst,low,low-medium,Profit-taking after extreme rally with no clear negative headline,Normal volatility following rapid appreciation in share price,yes,,,Tesla's decline appeared to be profit-taking after a massive run-up rather than reaction to any negative news.
