ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
GOOG,2020-03-09,6.4,no_clear_catalyst,low,medium,"No clear company-specific negative headline. Cancelled in-person Google Cloud Next event. Broad market selloff tied to COVID escalation and oil shock","Investor concern that travel and brand advertisers would cut spend which later did happen at Alphabet in mid-March",no,,,"GOOG's decline looks mostly macro-driven rather than headline-driven. In the prior week Google had already scrapped the physical Cloud Next conference and investors likely began pricing in ad weakness from travel and brand advertisers as COVID spread but on March 9 the overwhelming trigger was the marketwide panic."
GM,2020-03-09,13.9,macro_sensitivity,high,high,"COVID-driven fear of sharp auto demand downturn. Reuters Mar 9 reported analysts warning about U.S. auto sales slowdown from coronavirus","Cyclical and industrial exposure and recession fears amplified by Crash Monday",no,,,"GM's 13.9% drop was steeper than the index because autos were immediately viewed as recession-sensitive discretionary purchases. On March 9 Reuters noted analysts were already warning about a showroom sales slowdown from coronavirus layered on top of the marketwide oil-and-COVID panic."
GILD,2020-03-09,8.4,no_clear_catalyst,low,medium,"No material negative Gilead-specific headline. Remdesivir story still speculative positive and uncertain. Broad market liquidation on Crash Monday","Profit-taking after earlier remdesivir enthusiasm and uncertainty about whether the drug would work",no,,,"Gilead's fall appears to have been mostly market beta rather than a company-specific disappointment. Investors knew remdesivir was a possible COVID therapy but there was no decisive positive clinical readout yet so the stock still traded with the broader risk-off tape on Crash Monday."
GE,2020-03-09,12.7,macro_sensitivity,high,high,"Combined shock to GE aviation and energy businesses from COVID and oil-price war. Aviation threatened by collapsing travel. Energy hit by 25%+ crude plunge","Balance-sheet sensitivity and GE reputation as higher-risk industrial at the time",no,,,"GE's 12.7% drop was bigger than the index because the March 9 shock hit both of its vulnerable end markets at once. A collapse in global travel threatened GE Aviation while a 25%+ plunge in crude signaled weaker demand and capital spending across energy."
GD,2020-03-09,8.0,macro_sensitivity,medium,medium,"Broad COVID and recession selloff with special concern around Gulfstream and business aviation exposure","General industrial and defense de-risking and fears of delays to high-ticket aerospace demand. No major negative company-specific headline",no,,,"GD's defense business was relatively stable but the market was likely marking down Gulfstream exposure as travel restrictions and recession fears accelerated. No discrete negative news release in the prior 3 days so the best explanation is a macro-led repricing of business-jet demand."
HON,2020-03-09,6.8,no_clear_catalyst,low,high,"No company-specific negative warning. Honeywell reaffirmed Q1 and full-year forecasts the next day Mar 10. Broad market selloff hitting cyclical industrials","Exposure to aerospace manufacturing and energy end markets",no,,,"HON looks like a cyclical-industrial sympathy sell rather than a stock with its own bad headline. The fact that Honeywell reaffirmed guidance the next day suggests investors were selling first on macro recession fears and exposure to industrial demand not reacting to a fresh company warning."
EMR,2020-03-09,19.0,macro_sensitivity,high,high,"Oil-price-war shock crushing expectations for energy and industrial capital spending. Highly exposed to oil gas process automation and industrial capex","General recession fears and Emerson cyclical industrial profile. No discrete Emerson-specific negative release",no,,,"EMR's 19% drop is one of the clearest oil-beta reactions even though Emerson is not itself an oil producer. With crude down roughly 25-33% in a day investors rapidly repriced automation and process-equipment demand from energy customers producing a much sharper selloff than the broad market."
FDX,2020-03-09,9.4,macro_sensitivity,high,medium-high,"Anticipation of severe global shipping and trade disruption from COVID. Directly exposed to global trade and transport disruption","General recession fears and industrial and e-commerce uncertainty. Reuters later suspended FedEx FY2020 outlook citing significant impact of coronavirus",no,,,"FedEx sold off because the market initially viewed the company through the lens of collapsing international commerce disrupted B2B volumes and economic slowdown not yet as an eventual e-commerce beneficiary. The later formal withdrawal of guidance fits the concerns investors were discounting."
CRM,2020-03-09,7.8,no_clear_catalyst,low,medium,"No material Salesforce-specific negative headline. Broad risk-off move in high-multiple software","Concern that enterprise deal cycles and sales execution could slow amid COVID disruption",no,,,"CRM appears to have fallen with the market rather than on a company event. On March 9 investors were indiscriminately cutting economically sensitive and higher-valuation names and enterprise software was not yet seen as fully insulated from a sudden halt in corporate spending."
CSCO,2020-03-09,4.3,macro_sensitivity,low,high,"Broad tech selloff plus COVID-related concerns about networking demand and events. Had already withdrawn from Mobile World Congress over coronavirus","Exposure to enterprise and carrier spending if budgets froze",no,,,"Cisco's decline was milder than many cyclicals but there was a clear COVID context because it had pulled out of Mobile World Congress. The main driver was still the broad crash with enterprise-tech caution as an extra headwind."
