ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
GS,2020-03-16,12.7,macro_sensitivity,high,medium-high,Violent repricing of bank earnings and credit risk after Fed emergency zero-rate move. No meaningful Goldman-specific negative,Recession fears. Liquidity stress. Broad forced deleveraging in financials,no,,,No meaningful Goldman-specific negative announcement in the prior 3 days. The Fed March 15 emergency action pushed rates to 0-0.25% and told investors the economy was deteriorating fast which is especially bad for banks spread income and credit outlook.
GOOGL,2020-03-16,11.6,macro_sensitivity,medium,medium,Anticipation of sharp COVID-driven advertising slowdown. No clear Alphabet-specific negative filing Mar 13-16,Broad tech multiple compression. Fed-panic interpretation. Marketwide liquidation. Later Reuters confirmed Google search ad revenue fell mid-teens percentage in late March,no,,,Investors rapidly repriced Google ad business as the U.S. emergency declaration border restrictions and shutdowns hit advertiser demand. Reuters later showed Google search ads were down by a mid-teens percentage in late March.
GOOG,2020-03-16,11.1,macro_sensitivity,medium,medium,Anticipated collapse in digital ad demand from COVID shutdowns. Same setup as GOOGL,Nasdaq-wide de-risking. March 16 circuit-breaker session. Large advertisers in travel local commerce events and brand marketing pulling back,no,,,There was no separate GOOG-specific catalyst from GOOGL. The stock was likely hit by the same thesis: large advertisers in travel local commerce events and brand marketing were pulling back fast.
GM,2020-03-16,15.0,guidance_cut,high,high,STOCK-SPECIFIC. Reuters: GM drew down B revolving credit line suspended 2020 outlook faced plant shutdowns after employees tested positive. J.D. Power: U.S. new-vehicle demand fell 13% in first 19 days of March,Recession risk. Credit-market stress. Cyclicals getting crushed in March 16 panic,yes,,down,Investors were staring at a double hit: collapsing demand and disrupted manufacturing. Reuters said GM pulled its 2020 outlook tapped B of credit and was shutting North American plants after positive virus cases while U.S. vehicle demand was already down 13%.
GE,2020-03-16,15.2,macro_sensitivity,high,medium-high,Market repricing of GE aviation and industrial cash-flow risk under COVID. Highly exposed to aviation and industrial end markets imploding,High leverage concerns. Airline collapse. Severe industrial cyclicals de-risking. Reuters later quantified ~B industrial cash-flow hit from pandemic in Q1,no,,,GE was one of the names most vulnerable to investors worst-case COVID scenario. The market was effectively pricing in a major collapse in aviation demand and weaker industrial cash generation.
IBM,2020-03-16,8.2,no_clear_catalyst,low,medium,No major IBM-specific Reuters earnings or guidance shock. Broad enterprise IT and consulting demand fears tied to fast-moving recession,General liquidation in large-cap tech and services. Lower investor appetite for legacy IT names in crisis. Already withdrawn from RSA in February,no,,,This looks more macro and demand-driven than IBM-idiosyncratic. As governments and companies froze travel and shifted into emergency mode investors likely marked down IBM consulting infrastructure and enterprise-spending exposure.
FDX,2020-03-16,15.1,guidance_cut,high,high,STOCK-SPECIFIC context. FedEx suspended FY2020 profit outlook citing significant impact of coronavirus and ongoing TNT turnaround pressure. Reuters story filed late Mar 17,Economic shutdown fears. Air-cargo disruption. General cyclical selling. Guidance suspension and uncertainty around shipment mix and global logistics,yes,,down,The stock March 16 weakness makes sense as anticipation ahead of earnings and the market was vindicated almost immediately when Reuters reported FedEx suspended its 2020 profit outlook. The company explicitly cited the significant coronavirus impact.
EMR,2020-03-16,6.7,macro_sensitivity,low,medium,No Emerson-specific Mar 13-16 catalyst. Industrial recession fears especially tied to energy and capex,Oil collapse. Broad liquidation in multi-industry names. Meaningful exposure to industrial capex energy and process automation,no,,,Emerson move looks mainly like a sector repricing rather than a company event. With oil having already crashed about 25% on March 9 and shutdowns spreading globally investors likely marked down demand for automation and process-equipment spending.
DUK,2020-03-16,10.7,no_clear_catalyst,low,medium,No Duke-specific announcement. Fed emergency actions interpreted as sign of severe economic damage. Forced liquidation and recession fears overriding utilities defensive status,Fear of lower commercial and industrial electricity demand. Generalized dash-for-cash behavior,no,,,Duke drop was unusually large for a utility suggesting this was less about a company-specific problem and more about indiscriminate selling. The combination of the zero-rate emergency move circuit-breaker open and concern that business closures would dent commercial and industrial load.
DIS,2020-03-16,7.3,demand_weakness,high,high,STOCK-SPECIFIC. Reuters Mar 12 reported Disney would close California and Florida parks and Paris resort through month-end. Theme-park closures and travel and entertainment shutdowns,Film-release disruption. Cruise and travel weakness. Broad travel-service retrenchment,yes,,,This was a very real Disney-specific earnings shock. The parks business is a huge cash generator and Reuters reported Disney was shutting the U.S. and Paris parks from that weekend through the end of the month.
