ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
USB,2020-02-25,4.4,macro_sensitivity,medium,medium-high,"Rate-sensitive bank selloff tied to collapsing yields and recession fears","General de-risking of financials and concern over credit quality",no,,,"USB's 4.4% drop looks mainly like a duration/rates move. The market was repricing bank earnings power lower as investors rushed into Treasuries and began betting the Fed could cut as early as March."
V,2020-02-25,5.2,macro_sensitivity,medium,medium,"Fear that virus would hit cross-border payments and travel-linked spend","Broad selloff in travel-exposed payment networks and general market panic",no,,,"Visa fell 5.2% because investors were increasingly discounting a sharp slowdown in international transaction volume especially as travel restrictions widened and COVID cases surged outside China. That thesis was later borne out when Visa said cross-border travel spending deteriorated rapidly."
HON,2020-02-25,4.3,macro_sensitivity,medium,medium-high,"Rising concern about Honeywell's aerospace exposure. Singapore Airshow withdrawal","Broader industrial and supply-chain risk from COVID. IATA warned 4.7% air travel decline $29.3B revenue hit",no,,,"HON's 4.3% drop likely reflected a combination of direct disruption signals including its Singapore Airshow withdrawal and a fast-worsening outlook for airline and aircraft activity that threatened aftermarket and OEM demand for Honeywell aerospace products."
ORCL,2020-02-25,3.2,no_clear_catalyst,low,medium-low,"Broad enterprise software/tech de-risking on COVID growth fears","Investors rotating out of cyclical IT spending names after Apple's warning",no,,,"ORCL's 3.2% drop appears to have been a sympathy move inside the broader tech selloff rather than a discrete Oracle headline. Apple's Feb 17 revenue warning and the worsening global COVID picture made investors less willing to pay for IT-spend-sensitive names."
GS,2020-02-25,3.1,macro_sensitivity,low,medium,"Financial-sector de-risking driven by lower rates and macro slowdown fears","Pressure on dealmaking and capital-markets expectations. Goldman had warned Feb 20 about COVID complacency",no,,,"GS's 3.1% decline looks like a macro repricing of financial conditions with falling yields weaker risk appetite and concern that trading/investment banking activity could soften if COVID hit growth."
AMAT,2020-02-25,3.6,no_clear_catalyst,low,medium,"COVID-driven semiconductor supply-chain and capex fears","Read-through from Apple's Feb 17 warning and general tech hardware derisking",no,,,"AMAT's 3.6% drop appears to reflect fear that Chinese factory disruptions would delay tool shipments and customer spending. The market was already extrapolating from Apple's warning to suppliers and upstream semiconductor equipment vendors."
GILD,2020-02-25,3.8,no_clear_catalyst,low,low-medium,"Broad biotech/pharma risk-off selling","No concrete near-term COVID treatment upside priced yet. Remdesivir swings came later in March/April",no,,,"GILD's 3.8% decline looks more like market beta than an adverse company development. The big remdesivir-specific swings came later not in the February 22-25 window."
GM,2020-02-25,4.0,macro_sensitivity,medium,medium,"Fear of auto supply-chain disruption and weaker global vehicle demand. South Korea cases jumped to 833","Hyundai had halted Korea output on parts shortages. Exposure to Asia and cyclical sensitivity",no,,,"GM's 4.0% drop fits the market's reassessment of autos as a China/Korea supply-chain story. The South Korea outbreak and prior production halts at peers showed how quickly parts shortages could hit assembly even outside China."
AAPL,2020-02-25,3.4,guidance_cut,high,high,"Feb 17 revenue warning still dominant overhang. Would miss March-quarter guidance","Continued global market panic. Reuters: analysts estimated China smartphone demand could fall by half in Q1",yes,,below_consensus,"Even though the warning came a week earlier it was still the dominant Apple-specific overhang. Apple said it would miss prior guidance citing both constrained supply and lower Chinese demand and that remained the clearest company-level reason the stock fell another 3.4% on Feb 25."
ABT,2020-02-25,4.1,no_clear_catalyst,low,low-medium,"Broad medical technology/healthcare risk-off move","Fears that non-urgent procedures routine diagnostics and global supply chains could weaken",no,,,"ABT's 4.1% drop does not line up with a discrete company event. It looks more like investors derisking diversified medtech names ahead of what later became very real pressure on routine testing and elective-procedure-linked businesses."
