ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
AAPL,2020-02-27,6.5,guidance_cut,high,high,"Feb 18 warned would miss March-quarter revenue guidance. Feb 26 Reuters: Foxconn only ~50% Chinese production by end-Feb","Broader derating of hardware names exposed to China. Rising fears of global consumer electronics demand weakness",yes,,below_consensus,"Apple had explicitly said it would miss the March-quarter revenue range and Reuters then reported Foxconn's core iPhone plants were still ramping slowly with only about 50% of Chinese production expected back by end-February. That made Apple a direct COVID casualty not just a passive victim of the tape."
AVGO,2020-02-27,4.2,no_clear_catalyst,low,medium,"Semiconductor sector derating tied to COVID demand and supply-chain fears","Investors extrapolating Apple/Foxconn and China manufacturing problems across chip suppliers. General tech multiple compression",no,,,"No Broadcom-specific negative headline found. Investors sold AVGO as a high-beta semiconductor name with China and handset exposure while the market was repricing tech supply chains and end demand."
COP,2020-02-27,7.9,macro_sensitivity,high,high,"Collapse in crude prices from COVID demand destruction fears. Brent $52.18 WTI $47.09 lowest in 13 months","Broad risk-off selling in cyclical and energy equities",no,,,"No stock-specific ConocoPhillips news found. The move looks overwhelmingly oil-driven. As coronavirus cases outside China accelerated traders repriced global fuel demand lower pushing Brent to about $52 and WTI to about $47."
ACN,2020-02-27,4.7,no_clear_catalyst,low,medium,"Broad de-rating of consulting and IT services on fear clients would delay projects","Macro recession fears. Later cut FY2020 revenue growth to 3-6% from 6-8% on March 19",no,,,"No issuer-specific headline in the 3-day lookback. ACN sold off as investors anticipated slower consulting bookings and project delays. Concern later proved valid when the company cut its growth outlook."
CRM,2020-02-27,3.8,no_clear_catalyst,low,high,"No negative stock-specific catalyst. Drop was market-led despite strong Feb 25 earnings","Investors taking risk off in high-multiple cloud/software despite solid earnings",no,beat,,"Salesforce had just posted $4.85B quarterly revenue (+35% YoY) and raised FY21 revenue guidance to $21.0-21.1B. The Feb 27 decline looks like a valuation compression move in software rather than a reaction to bad company news."
HON,2020-02-27,4.6,no_clear_catalyst,low,medium,"Industrial and aerospace cyclical selloff on fears of weaker air travel production and capex","Broad risk-off sentiment. Later reaffirmed Q1 and full-year 2020 outlook on March 10",no,,,"No direct Honeywell trigger found. Stock most likely fell because investors were rapidly repricing aerospace and industrial demand lower as IATA warned 2020 air travel demand would fall 4.7%."
HD,2020-02-27,4.5,no_clear_catalyst,low,high,"Broad consumer/cyclical risk-off overwhelmed strong Feb 25 earnings. EPS $2.28 vs $2.10 expected","Fear that COVID would hit store traffic housing-linked demand and discretionary spending despite good quarter",no,beat,,"Home Depot had delivered a solid print two days earlier beating EPS expectations by $0.18 and raising its dividend 10%. The Feb 27 drop looks more like a macro repricing of consumer-exposed cyclicals than a response to bad HD-specific news."
GS,2020-02-27,4.7,macro_sensitivity,medium,medium-high,"Bank sector selloff from recession fears and collapsing yields. Goldman itself cut 2020 US earnings growth forecast to zero","Risk-off hurt capital-markets sensitive names. Weaker trading/IB/credit conditions expected",no,,,"No Goldman-specific operational negative found. Stock sold off because investors were pricing in weaker trading investment banking and credit conditions. Goldman itself publicly said U.S. firms would see zero earnings growth in 2020."
GOOGL,2020-02-27,5.4,no_clear_catalyst,low,medium,"Repricing of digital-ad exposure as markets anticipated broad slowdown in advertising","General mega-cap tech selloff and risk-off across growth stocks",no,,,"No distinct Alphabet-specific negative headline found. Investors started discounting weaker ad budgets as COVID spread globally especially from travel and entertainment advertisers while selling liquid mega-cap tech names broadly."
GOOG,2020-02-27,5.4,no_clear_catalyst,low,medium,"Same as GOOGL. Macro repricing of ad-sensitive mega-cap tech","Class A and C shares moved together. Driver was macro and business-model related",no,,,"GOOG and GOOGL moved together because the driver was macro and business-model related not share-class specific."
GE,2020-02-27,5.1,macro_sensitivity,medium,medium,"Sharp repricing of aviation and industrial exposure amid collapsing travel expectations","General balance-sheet sensitivity and macro risk-off. GE Aviation later confirmed as most damaged business",no,,,"No precise GE corporate event found. Stock likely sold off because GE Aviation was extremely exposed to a rapid deterioration in air travel demand and investors were simultaneously marking down industrial activity."
GD,2020-02-27,3.2,no_clear_catalyst,low,low-medium,"Industrial/aerospace derating tied to COVID rather than GD-specific announcement","Gulfstream business-jet demand concerns and broad market deleveraging",no,,,"No discrete GD catalyst found. Decline looks consistent with investors marking down aerospace-adjacent names especially those with business-jet exposure through Gulfstream."
FDX,2020-02-27,4.3,macro_sensitivity,medium,medium,"Concern that global trade air freight and express volumes would weaken as COVID spread","Broad industrial/transport selloff. Later suspended 2020 profit outlook March 17",no,,,"No FedEx-specific negative release found. FedEx was a very logical macro casualty given its exposure to international commerce and air cargo. Concern later validated when company suspended full-year profit outlook."
EMR,2020-02-27,3.2,no_clear_catalyst,low,low-medium,"Broad industrial capex and manufacturing slowdown fears","Global factory disruption and commodity-linked weakness",no,,,"No distinct Emerson announcement found. Investors sold diversified industrials on expectations that global manufacturing energy and automation spending would weaken."
