ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
ADBE,2020-09-08,6.1,macro_sensitivity,high,medium-high,Broad software/mega-cap tech de-risking driven by SoftBank options reversal and Nasdaq correction,Momentum unwind after early-September tech reversal,no,,,Adobe's 6.1% fall was part of the post-Labor-Day growth-stock unwind tied to SoftBank options activity reversal.
AMAT,2020-09-08,8.7,macro_sensitivity,high,high,SMIC/export-control risk with Reuters reporting proposed curbs could hurt suppliers like Applied Materials,SMIC shares plunged 20%+ on Sept 7 and broader semiconductor/tech selloff amplified the move,yes,,,AMAT was directly exposed to Reuters reports that Washington was weighing restrictions on SMIC threatening chip equipment demand.
AMD,2020-09-08,4.0,macro_sensitivity,medium,medium,Semiconductor/tech risk-off on Sept 8 with SMIC sanctions fears spilling across the chip complex,Broad tech correction adding to sector-specific pressure,no,,,AMD was caught in the semiconductor-wide unwind from SMIC policy worries even without direct AMD-specific news.
AMZN,2020-09-08,4.4,macro_sensitivity,medium,medium-high,Broad mega-cap tech selloff on Sept 8 as SoftBank/options-driven positioning unwound,Reversal of crowded momentum positioning in Nasdaq leaders,no,,,Amazon's decline was positional rather than fundamental as the SoftBank tech-options trade reversed.
AVGO,2020-09-08,3.4,macro_sensitivity,low,medium,Semiconductor-sector weakness on Sept 8 from both general tech unwind and SMIC restriction concerns,Broader Nasdaq correction amplifying chip-sector pressure,no,,,Broadcom was pulled down by the semiconductor downturn and SMIC fears rather than a company-specific catalyst.
GS,2020-09-08,4.0,macro_sensitivity,medium,medium-low,Broad financial-sector de-risking on Sept 8 as risk-off deepened,Lower long-end yields and economic-growth worries reducing bank enthusiasm,no,,,Goldman's decline was macro rather than idiosyncratic with no firm-specific trigger found.
BAC,2020-09-08,4.0,macro_sensitivity,medium,medium-low,Broad bank weakness under risk-off conditions on Sept 8,Pressure from lower yields and softer economic sentiment,no,,,Bank of America fell with the bank sector in a session dominated by tech-led risk reduction.
BK,2020-09-08,3.9,macro_sensitivity,low,medium-low,Sector-wide financial weakness on Sept 8 as broad equity risk-off continued,Rate/growth concerns weighing on custody and asset-servicing banks,no,,,BNY Mellon traded as financial beta with no specific corporate catalyst identified.
COF,2020-09-08,4.9,macro_sensitivity,medium,medium,Consumer credit/bank sector weakness on Sept 8 with macro concerns around growth and credit quality,Higher-beta consumer-credit profile driving larger-than-peer decline,no,,,Capital One's larger drop likely reflected its higher-beta consumer-credit exposure rather than discrete company news.
COP,2020-09-08,5.0,macro_sensitivity,high,high,Crude-price collapse on Sept 8 with U.S. crude falling nearly 8% after Saudi Arabia cut October selling prices,COVID-19 flare-ups signaling weak demand amplifying oil-price pressure,no,,,ConocoPhillips was hit by the clear energy sector catalyst of oil's nearly 8% single-day slump from Saudi price cuts.
CRM,2020-09-08,5.3,macro_sensitivity,medium,medium-high,High-multiple software selloff on Sept 8 with SoftBank call-spread positions in CRM being unwound,Options-heavy positioning amplifying the decline beyond fundamentals,no,,,Salesforce's decline was amplified by Reuters-reported SoftBank options activity making market structure more important than fundamentals.
CVX,2020-09-08,3.6,macro_sensitivity,medium,high,Oil-price collapse on Sept 8 with Brent below $40 and crude down nearly 8% after Saudi price cuts,Risk-off in large-cap cyclicals adding to energy-specific pressure,no,,,Chevron's decline was primarily an oil move when crude dropped almost 8% and Saudi pricing signaled weak demand.
GD,2020-09-08,3.1,macro_sensitivity,low,medium-low,Cyclical/industrial risk-off on Sept 8 rather than fresh company news,Lingering pandemic pressure on business jet and aerospace sentiment,no,,,General Dynamics fell as industrial beta with no new company-specific catalyst in the 3-day window.
GE,2020-09-08,4.4,macro_sensitivity,medium,medium-low,Cyclical/industrial selloff on Sept 8 hitting aviation-exposed names,GE remained highly leveraged to pandemic-hit aviation and cyclical demand,yes,,,GE's decline reflected its leveraged recovery profile tied to aerospace normalization making it vulnerable in a broad risk-off session.
GOOG,2020-09-08,3.7,macro_sensitivity,medium,medium-high,Broad mega-cap tech selloff on Sept 8 as SoftBank/options-driven unwind continued,Reversal in crowded Nasdaq leadership positions,no,,,Alphabet's move fits the same FAANG de-risking pattern with no firm-specific bad news identified.
AAPL,2020-09-08,6.7,macro_sensitivity,high,high,Unwind of extreme mega-cap tech momentum on Sept 8 with Apple at center of SoftBank options reversal,Post-split speculative froth reversing as SoftBank's paper profit reversed,yes,,,Apple's 6.7% drop was one of the clearest positioning-led falls as SoftBank's huge tech-option exposure reversed.
NVDA,2020-09-10,3.2,macro_sensitivity,low,medium,Semiconductor risk-off continuing on Sept 10 with SMIC/export-control overhang persisting,Arm deal not yet announced and continuing unwind in high-beta tech leadership,no,,,Nvidia's Sept 10 dip was continuation pressure from the chip selloff rather than an idiosyncratic event.
