ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
DE,2020-03-20,6.7,macro_sensitivity,medium,medium,No major Deere-specific Mar 17-19 headline. Later withdrew 2020 guidance Mar 23. Recession fear hitting cyclical machinery and farm and construction equipment demand,Supply-chain disruption risk. General industrial and equipment de-risking,no,,,This looks mostly like a forward-looking cyclical selloff rather than a reaction to one discrete Deere press release. The market was rapidly repricing global capex dealer activity and end-market demand and Deere later March 23 guidance withdrawal supports that investors were anticipating a material COVID hit.
JNJ,2020-03-20,5.6,no_clear_catalyst,low,low-medium,No major negative JNJ-specific Mar 17-19 item. Vaccine manufacturing deal came later Mar 30. Broad de-risking in healthcare and defensives,Marketwide forced selling. Concern even diversified healthcare names would face procedure delays and operational disruption,no,,,Unlike Abbott JNJ did not appear to have a fresh negative company catalyst in the exact window. The drop therefore looks more like cross-market liquidation than a company-event reaction.
AAPL,2020-03-20,6.3,demand_weakness,high,high,STOCK-SPECIFIC. Already said Mar 13 would close all retail stores outside Greater China through Mar 27. By Mar 17 shifted to until further notice. Feb warning that revenue would miss guidance. Escalating evidence COVID hitting both retail channel and global device demand,Supplier uncertainty. Fear reopened China factories would not matter if global consumer demand collapsed,yes,,down,This was not just tech down with the market. By March 20 investors had a clearer picture that Apple physical retail footprint was shut its prior revenue warning was real and the demand side of the iPhone story was becoming the bigger problem even as production normalized.
ABBV,2020-03-20,3.2,no_clear_catalyst,low,low,No material AbbVie-specific negative Mar 17-19. Allergan deal still pending. General healthcare and pharma de-risking in liquidation-heavy tape,Uncertainty around physician visits new prescriptions and eventual exposure of elective aesthetics after Allergan combination,no,,,AbbVie decline was relatively modest versus many others fitting a stock that was not being hit by a fresh specific negative disclosure but was still being sold in a market desperate for cash and lower-risk balance sheets.
ABT,2020-03-20,8.7,no_clear_catalyst,low,medium,"STOCK-SPECIFIC context. Abbott received FDA EUA Mar 18 for molecular COVID-19 test — would ship 150,000 tests. Despite positive test headline stock sold off — market focused on broader exposure to deferred non-COVID procedures and diagnostics volumes",General medtech derating. Recession and liquidity stress. Good news could not offset everything else,no,,,The interesting part is that the best company-specific news in the window was actually positive. Abbott 8.7% drop was probably not caused by a company problem but by the market concluding that one EUA did not neutralize the coming hit to its broader medical-device and diagnostics businesses.
ACN,2020-03-20,5.4,guidance_cut,medium,high,STOCK-SPECIFIC. Reuters Mar 19 reported Accenture lowered full-year revenue growth forecast because of coronavirus disruption. Revenue forecast cut,Fear of slower consulting bookings delayed enterprise projects and FX and large-client spending pullbacks,yes,,down,This is one of the cleaner names in the batch. Accenture gave investors a fresh company-specific negative catalyst the day before the drop by cutting its FY revenue outlook reinforcing concerns that even high-quality IT services firms would see customer spending freezes and project delays.
KO,2020-03-20,8.4,macro_sensitivity,medium,medium,No company-specific Mar 17-19 KO headline. COVID rapidly shutting restaurants theaters stadiums away-from-home channels critical to Coke volume mix. Rising realization on-premise and out-of-home consumption collapsing,Global lockdown escalation. Stronger dollar and recession concerns,no,,,Coke was not trading like a classic defensive because investors were waking up to its exposure to restaurants travel entertainment venues and foodservice. By March 20 the market was increasingly treating KO as an earnings-reset candidate rather than a safe haven.
AMAT,2020-03-20,5.5,macro_sensitivity,medium,medium,No discrete negative Applied Materials headline Mar 17-19. Semiconductor equipment sold off on fear of fab spending pauses logistics bottlenecks weaker end demand,Broad tech hardware derating. Supply-chain uncertainty,no,,,This looks more sector-driven than idiosyncratic. Even without a fresh AMAT announcement the market was rapidly discounting manufacturing disruptions and a coming demand shock across consumer electronics and industrial tech both of which threatened wafer fab equipment orders.
AMGN,2020-03-20,5.3,no_clear_catalyst,low,low-medium,No major Amgen-specific negative. Broad biotech and pharma selling and liquidity stress,Worries about clinical-trial disruption and delayed physician-administered therapies,no,,,Amgen move appears mostly to reflect forced de-risking across large-cap biopharma during a violent market downswing. No strong evidence investors were reacting to a fresh Amgen-specific operational setback.
AMT,2020-03-20,6.5,no_clear_catalyst,low,medium,No major AMT-specific negative. REIT and liquidity selling. Concern over leverage-sensitive yield vehicles during March funding squeeze,Indiscriminate unwinds in defensive growth names. Higher sensitivity to credit-market stress,no,,,Tower fundamentals were not the immediate issue — liquidity and positioning were. AMT traded more like a levered real-estate and security-duration asset in a market panic so the decline was likely driven by REIT de-risking and funding stress.
AXP,2020-03-20,3.8,guidance_cut,high,high,STOCK-SPECIFIC. Reuters Mar 17 reported American Express said spending volumes fell at end of February and into March. Forecast only low-single-digit Q1 revenue growth. Could not forecast beyond Q1,Exposure to business travel SME stress and eventual credit losses. Direct evidence card spending and travel-related volumes deteriorating fast,yes,,down,This was clearly stock-specific. AmEx told the market that billed business had already weakened materially and because its model is unusually tied to travel and affluent discretionary spend investors had a concrete reason to mark down earnings power.
BAC,2020-03-20,7.2,macro_sensitivity,high,high,STOCK-SPECIFIC context. Reuters Mar 15 biggest U.S. banks including BofA halting share buybacks. Worsening bank-sector outlook — recession rising credit losses pressure on profitability,Buyback suspension. Collapsing rates. Dollar-funding stress,yes,,,BAC decline was not just generic market panic. The buyback halt was a visible signal that managements and regulators saw enough stress ahead to conserve capital and with rates plunging and shutdowns spreading investors were discounting both weaker net interest income and a sharp jump in loan losses.
BK,2020-03-20,3.1,macro_sensitivity,medium,medium-high,BNY Mellon part of Mar 15 large-bank buyback suspension. Bank-sector capital preservation. Stress in custody and funding-sensitive financial infrastructure,Money-market and short-term funding dislocation. Lower rates,no,,,BK held up better than BAC and C because its business mix is different but it was still tied to the same stress signals: buybacks were paused rates were collapsing and systemwide liquidity strains were hitting fee pools and client activity assumptions.
BLK,2020-03-20,10.7,macro_sensitivity,high,medium,No single Mar 17-19 Reuters headline saying BlackRock had bad company news. March 2020 brutal for asset managers — volatility crushed AUM. Reuters later reported AUM shrank. Collapsing markets and AUM compression,ETF and credit-market stress. Acute money-market dislocation around March 18-20,no,,,BlackRock 10.7% drop fits a market that was repricing fee-sensitive asset managers for lower average AUM weaker performance fees and stress across fixed income and ETFs. This was less about an isolated BlackRock disclosure and more about the violent deterioration in the asset-management revenue base.
C,2020-03-20,4.0,macro_sensitivity,high,high,Citi announced Mar 15 joined major U.S. banks in suspending stock repurchases. Worsening recession and credit outlook for global banks. Buyback suspension,Exposure to global corporate and consumer credit. Lower rates. Dollar-funding stress,yes,,,Citi international and institutional footprint made it especially sensitive to the global shutdown and funding strains. The repurchase pause was a concrete signal of caution but the bigger issue was that investors were rapidly marking down earnings and capital return expectations.
CAT,2020-03-20,7.3,macro_sensitivity,high,medium,No same-window CAT headline as direct as Accenture. Reuters later reported Caterpillar withdrew 2020 guidance and suspended some operations Mar 26. Sharp repricing of global industrial demand and construction and mining and oil capex,Supply-chain disruption. Later-confirmed guidance risk,no,,,Investors were selling CAT ahead of the formal withdrawal because the logic was already obvious: a global shutdown plus collapsing commodity and industrial activity implied fewer machine orders weaker aftermarket demand and supply interruptions.
CL,2020-03-20,6.9,no_clear_catalyst,low,low-medium,No significant CL-specific negative Mar 17-19. Broad consumer-staples liquidation,Supply-chain uncertainty. EM and FX exposure. Investors selling even defensives to raise cash,no,,,Colgate decline was unusually large for a staple suggesting forced selling and balance-sheet and liquidity positioning were dominating near-term fundamentals. No evidence of a fresh company-specific catalyst strong enough to explain the move on its own.
ADBE,2020-03-20,4.0,guidance_cut,medium,medium-high,STOCK-SPECIFIC context. Reported strong Q1 Mar 12 — record revenue $3.09B. But disclosed $0.07/share earnings hit from cancellation of corporate events including Adobe Summit. Market reassessment even high-quality software names would face event cancellations and weaker enterprise spending,Profit-taking after earnings. Broad tech derating,yes,,down,Adobe drop looks less like a reaction to poor numbers and more like the market deciding that good quarter bad next few quarters applied even to premium SaaS and software franchises. The explicit COVID event-cancellation charge gave investors a tangible near-term hit.
COST,2020-03-20,4.8,no_clear_catalyst,low,medium,No meaningful negative Costco-specific Mar 17-19 item. Broad market liquidation. Underlying demand actually strong,Concern panic buying offset by margin pressure higher labor and sanitation costs and operational strain. Unusually strong traffic would come with temporary cost spikes,no,,,Costco was one of the names where underlying demand was actually strong but that did not immunize the stock in March 2020. Investors were still selling winners to raise liquidity and likely worried that unusually strong traffic would come with temporary cost spikes.
CMCSA,2020-03-20,7.2,macro_sensitivity,medium,medium-high,Universal Studios Hollywood announced Mar 12 would temporarily close. Reuters later Mar 24 reported Comcast expected material COVID impact — theme-park closures delayed film distribution. Rising recognition parks and filmed-entertainment businesses hit hard,Advertising weakness. Broader media and telecom de-risking. Not just a cable and connectivity story,no,,,Comcast was not just a cable and connectivity story. Investors were increasingly focused on the earnings drag from closed Universal parks and delayed movie releases which made the stock trade more like a diversified media company with multiple COVID-sensitive revenue streams.
