ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
RTX,2020-05-29,4.1,macro_sensitivity,medium,medium-low,Commercial-aerospace exposure overhang with no fresh RTX-specific headline found,Aerospace/industrial weakness and profit-taking after the sharp late-May rebound,no,,,RTX was trading as a commercial-aerospace proxy with COVID still crushing airline demand and 2020 guidance suspended.
MU,2020-06-01,3.3,macro_sensitivity,medium,medium-low,Ongoing uncertainty about memory-demand recovery pace with no clear Micron-specific shock,Semiconductor rotation and profit-taking after prior strength in chip names,no,,,Memory backdrop was mixed with Samsung signaling downturn bottoming but extending production cuts due to uncertain demand.
CSCO,2020-06-01,3.2,demand_weakness,low,medium-high,Cisco postponed its flagship Cisco Live event on June 1 due to George Floyd protests removing a near-term product/marketing catalyst,General tech softness and event-driven uncertainty,yes,,,The event postponement was not operationally damaging but removed a major customer and product-showcase catalyst.
GILD,2020-06-01,3.4,no_clear_catalyst,low,medium,Fading remdesivir excitement and profit-taking after the COVID-treatment run-up with no fresh negative headline,Ongoing uncertainty over how much remdesivir would materially change Gilead's earnings profile,no,,,By June the market had moved from remdesivir hope trade to show-me-the-economics as the treatment narrative normalized.
ABT,2020-06-04,3.4,product_service_failure,medium,medium-low,Lingering FDA warning that Abbott's ID NOW COVID test might produce false negatives with at least 15 reported cases,Rotation out of defensive healthcare/diagnostics names,yes,,,The FDA concern involved a very high-profile testing product that could weigh on sentiment weeks later even without new articles.
LOW,2020-06-04,3.1,no_clear_catalyst,low,low,Profit-taking/rotation with no discrete Lowe's headline found,Investors reassessing whether the surge in DIY/home-improvement demand was already priced in,no,,,A 3.1% decline consistent with a momentum breather in a pandemic beneficiary.
SCHW,2020-06-09,3.9,macro_sensitivity,medium,medium,Financial-sector pullback with the main stock-specific news actually being positive DOJ merger approval on June 4,Post-rally profit-taking after financials had ripped higher into early June,no,,,SCHW traded as a rate-sensitive financial getting hit in a broader unwind of the early-June cyclical rally.
USB,2020-06-09,3.2,macro_sensitivity,medium,medium,Bank-sector reversal after sharp early-June rally with S&P bank index falling 19% from June 5 high to June 24 low,Credit-quality concerns and skepticism about the durability of the recovery,no,,,USB's move fits the pattern of a sector unwind with no fresh USB-specific news found.
GE,2020-06-09,5.2,macro_sensitivity,medium,medium-low,Aviation/cyclical selloff with GE heavily tethered to aviation recovery expectations and no discrete headline found,Balance-sheet skepticism and sensitivity to industrial-demand recovery,no,,,GE was one of the purest reopening/aviation beta trades making a 5.2% decline consistent with recovery sentiment cooling.
RTX,2020-06-09,4.9,macro_sensitivity,medium,medium,Commercial-aerospace/reopening trade reversal with no fresh RTX-specific negative found,Profit-taking after the early-June cyclical surge,no,,,RTX had meaningful civil-aviation sensitivity making it vulnerable when recovery confidence wobbled.
