ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
BAC,2020-03-12,9.5,macro_sensitivity,high,high,"Collapsing rate expectations crushing NIM outlooks for banks. Fed emergency 50bps cut Mar 3. Rapid worsening of recession fears into Mar 12","Rising expected credit losses. General financial-sector de-risking as markets questioned whether central-bank action would be enough",no,,,"BAC's drop looks mostly like a rate-sensitive bank repricing. The Fed surprise cut signaled economic stress and by March 12 markets were in full panic after the Europe travel ban and policy disappointment which is exactly the mix that hits money-center banks through margin and credit channels."
AXP,2020-03-12,12.4,macro_sensitivity,high,high,"Investors pricing sharp hit to billed business and travel-and-entertainment spend. Europe travel ban and fast deterioration in travel and entertainment activity directly relevant","Recession fears. Credit-loss risk. Same lower-rate pressure hurting financials. Later company commentary confirmed volumes falling into March. No major AXP-specific release",no,,,"AXP sold off harder than BAC because its revenue mix was more exposed to discretionary and cross-border spend just as governments imposed travel restrictions and markets started discounting a sudden stop in consumer and corporate travel."
AVGO,2020-03-12,11.1,macro_sensitivity,high,high,"Semiconductor-wide COVID demand and supply fears plus pre-earnings risk-off selling. Broadcom reported after close Mar 12 — $5.9B Q1 revenue $2.2B FCF $6.4B cash — not bad","Broad tech multiple compression. Uncertainty around enterprise and hardware spending. Same-day decline not driven by bad pre-drop earnings miss",no,,,"Because AVGO's earnings landed after the bell and were not obviously weak on headline numbers the March 12 drop is best explained by a severe semiconductor derating during the COVID crash rather than a discrete Broadcom negative."
AMZN,2020-03-12,7.9,no_clear_catalyst,low,medium,"No major Amazon-specific negative. Broad market panic and repricing of consumer and enterprise demand risk despite Amazon's later pandemic upside","Logistics uncertainty. Labor and disruption risk. Sell-first mentality across megacap tech. Not yet rewarding Amazon for e-commerce demand pull-forward",no,,,"On March 12 investors were not yet rewarding Amazon for e-commerce demand pull-forward. They were treating it as a large-cap cyclical and tech exposure in a crash driven by policy panic and shutdown risk. The stock's decline was meaningful but smaller than many cyclicals."
AMT,2020-03-12,6.5,no_clear_catalyst,low,medium,"No clear AMT-specific negative. Indiscriminate REIT and equity deleveraging during COVID liquidation wave","Concern that tenants emerging-market currencies and financing conditions could all worsen if pandemic spread",no,,,"AMT fell less than many cyclicals which is consistent with its relatively defensive tower model but it still got hit as investors sold liquid REITs and anything balance-sheet-sensitive into the March 12 funding panic."
AMGN,2020-03-12,8.3,no_clear_catalyst,low,medium,"No major Amgen-specific negative. Broad biotech and pharma de-risking within violent market selloff","Concern about clinical-trial disruption physician-visit slowdowns and general liquidity-driven selling",no,,,"AMGN's decline was larger than expected for a pure defensive move but in the March 12 liquidation even high-quality healthcare names were sold for cash. No stock-specific news catalyst in the 3-day window more convincing than the marketwide COVID panic."
AMAT,2020-03-12,14.1,macro_sensitivity,high,high,"Severe semiconductor equipment selloff on fears of fab and customer spending delays. No AMAT-specific pre-drop announcement","China exposure. Export and supply logistics worries. Broad tech de-risking. Highly cyclical capex name into fast-moving global shutdown",no,,,"AMAT's outsized decline versus the market fits the view that investors were repricing a highly cyclical capex name into a fast-moving global shutdown not reacting to a single company headline. The stock behaved like a high-beta semiconductor-equipment proxy for collapsing visibility."
ADBE,2020-03-12,9.6,no_clear_catalyst,low,high,"Broad software multiple compression and enterprise-spending fear into the crash. Adobe reported after close Mar 12 — record Q1 revenue $3.09B 19% YoY growth $0.07/share hit from event cancellations","Cancellation of live events. Uncertainty around business-software demand if customers froze budgets. Daytime selloff not caused by weak reported quarter",no,,,"Since the earnings release came after the market closed and the headline numbers were strong ADBE's intraday drop reads as macro and software derating rather than earnings disappointment. Investors were dumping even premium-growth software because valuation mattered less than liquidity on March 12."
ACN,2020-03-12,7.6,macro_sensitivity,medium,medium-high,"Investors anticipating weaker consulting demand as clients froze discretionary projects. Did not cut guidance until Mar 19","General market panic. Fear of delayed enterprise digital and transformation spending. Preemptive rather than headline-driven. No Accenture-specific negative release",no,,,"ACN sold off as a high-quality services name whose revenue depends on corporate confidence and that confidence was evaporating rapidly by March 12. The later March 19 revenue-forecast cut validated that investors were right to worry."
ABT,2020-03-12,4.3,no_clear_catalyst,low,medium,"Broad-market healthcare selling partially offset by possibility Abbott could benefit from diagnostics demand. Not yet received later March FDA emergency authorization","Uncertainty about timing of test approvals and disruption to non-COVID medical activity. Fell much less than high-beta cyclicals",no,,,"ABT fell much less than the market's high-beta cyclicals which makes sense because diagnostics was a relative safe haven but it still got dragged down in the March 12 liquidation. No obvious negative Abbott-specific headline in the prior 3 days."
ABBV,2020-03-12,7.4,no_clear_catalyst,low,medium,"No material AbbVie-specific negative. Broad pharma and biotech de-risking during market break","Concern around still-pending Allergan integration and COVID disruption to physician-administered and aesthetics-linked demand",no,,,"ABBV traded more like a risk asset than a pure defensive on March 12 likely because investors were reducing exposure to leveraged M&A stories and any pharma name with non-core elective exposure. No better stock-specific catalyst in that exact window."
AAPL,2020-03-12,9.9,guidance_cut,high,high,"Renewed fear that Apple faced both supply disruption and global demand shock. Already warned Feb 17 COVID hurting supply and sales. Mar 14 announced stores outside Greater China would close temporarily","Retail-store disruption. Weaker device demand. Megacap-tech liquidation. Week of Mar 9 moved most staff to work from home",yes,,down,"AAPL's March 12 drop was not about a fresh one-day miss but about investors realizing the problem had moved from China supply to global retail and demand. The later store-closure announcement came just after the drop and reinforced what the market was already starting to price."
ISRG,2020-03-12,10.2,macro_sensitivity,high,medium-high,"Fear that elective surgery volumes and da Vinci procedure growth would drop sharply. Hospitals began preparing to postpone elective procedures","Capital-equipment spending risk at hospitals. General medtech de-risking. Reuters documented widespread elective-surgery postponements days later",no,,,"ISRG is especially exposed to procedure deferrals so even before formal pause announcements became widespread the market had a clear reason to sell it as the pandemic escalated. Later confirmation that hospitals were suspending elective procedures fits ISRG's sharp March 12 move."
