ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
MDT,2020-06-24,4.8,demand_weakness,medium,medium,Renewed fear that rising COVID admissions would delay elective procedures hurting procedure-dependent medtech volumes with U.S. logging 35588 new cases on June 23,Broad risk-off selling across cyclical healthcare equipment names,yes,,,MDT's drop is a second-wave elective-procedure trade as Houston-area ICU utilization neared 97% and investors repriced names exposed to hospital throughput.
JPM,2020-06-24,3.3,macro_sensitivity,medium,high,Anticipation of restrictive Fed stress-test outcomes and payout limits with the Fed next day capping dividends and suspending buybacks through Q3,Same-day macro risk-off from COVID case surge and renewed lockdown fears with S&P 500 banks index down 19% from June 5 high,no,,,JPM's drop was primarily a stress-test/payout-risk move as the Fed formally capped dividends and barred buybacks the next day.
LMT,2020-06-24,3.2,no_clear_catalyst,low,medium-low,Broad rotation out of cyclicals/industrials during the COVID-resurgence selloff with no fresh Lockheed-specific announcement,Defense names had been strong relative performers making them candidates for de-risking,no,,,LMT's decline looks macro-driven as Wall Street suffered its biggest daily drop in almost two weeks on renewed lockdown fears.
LRCX,2020-06-24,3.2,no_clear_catalyst,low,low-medium,Broad U.S. tech/semi de-risking amid the June 24 macro selloff with no discrete Lam-specific negative announcement,Pre-earnings caution around semis and elevated valuations after the rebound,no,,,LRCX's decline appears more like valuation/risk-off pressure than a reaction to fresh company news during the COVID resurgence selloff.
MA,2020-06-24,4.2,demand_weakness,high,high,Cross-border travel and spending fears as EU prepared to bar U.S. travelers per June 23 Reuters directly hurting Mastercard's cross-border volume narrative,Broad macro risk-off and renewed skepticism about the reopening timeline,yes,,,MA's drop was more than market beta as the EU travel ban threat hit a core earnings lever for Mastercard on top of the June 24 COVID selloff.
META,2020-06-24,3.4,regulatory_legal,medium,high,Escalating StopHateForProfit ad boycott with Patagonia joining June 22 and Ben & Jerry's June 24 growing to 160+ companies including Verizon and Unilever,General market weakness in large-cap tech on a risk-off day,yes,,,Facebook's decline looks stock-specific first as the boycott intensified rapidly from June 22-24 posing perceived risk to brand relationships.
MMM,2020-06-24,3.6,no_clear_catalyst,low,medium-low,Broad industrial/cyclical selloff tied to renewed COVID-restriction fears with no fresh 3M-specific negative item,Profit-taking in a diversified industrial that had participated in the rebound trade,no,,,MMM's decline looks mostly macro as the U.S. case surge raised the odds of renewed restrictions hitting industrials.
RTX,2020-06-24,4.4,demand_weakness,high,high,Reopening/travel demand fears hitting aerospace exposure as COVID cases surged and Europe signaled it might shut out U.S. travelers,Broad cyclical de-risking across industrials and defense-adjacent names,yes,,,RTX's drop fits the renewed-aerospace-stress trade as the EU travel ban threat and lockdown fears were directly negative for commercial aerospace sentiment.
HON,2020-06-24,4.5,macro_sensitivity,high,high,Reopening reversal hitting Honeywell's aerospace and industrial exposure as COVID cases surged and travel prospects worsened,Broad market risk reduction in cyclical conglomerates,no,,,HON's fall is primarily macro-sectoral as rising U.S. COVID cases and the threat of renewed travel curbs undermined the recovery trade.
SCHW,2020-06-24,5.8,macro_sensitivity,high,medium-high,Financials selloff ahead of Fed stress-test/payout restrictions with the Fed next day formally capping dividends and barring buybacks,General risk-off and rate sensitivity with the bank index dropping 19% from June 5,no,,,SCHW fell harder than some banks because it was hit by stress-test anxiety plus general rate-sensitive de-risking.
