ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
LIN,2020-03-27,3.9,macro_sensitivity,low,low-medium,No meaningful Linde-specific negative Mar 24-27. Later commentary showed COVID shifted demand away from industrial end markets toward medical gases. Likely macro and industrial-demand fear,Cyclical industrial exposure. Reversal after stimulus bounce,no,,,Linde decline looks like a broad coronavirus-demand interpretation rather than a one-off company event. Later commentary showed COVID shifted demand away from industrial end markets and toward medical gases.
LRCX,2020-03-27,7.3,macro_sensitivity,medium,low,No clear Lam-specific negative Mar 24-27. Renewed concern COVID shutdown would hit semiconductor equipment demand and customer capex. Semis giving back part of prior stimulus-driven rebound,Broad tech risk-off. Cyclicality of wafer-fab equipment spending,no,,,LRCX decline was most likely renewed concern that the COVID shutdown would hit semiconductor equipment demand and customer capex with semis giving back part of the prior stimulus-driven rebound.
MA,2020-03-27,5.9,guidance_cut,high,high,STOCK-SPECIFIC. Mastercard withdrew 2020 outlook and cut near-term expectations as cross-border and travel spending collapsed. Visa data days later showed rapid deterioration in cross-border travel-related spending and weakening U.S. payment volumes,Recession fears after record jobless claims. Concern about consumer spending categories like travel restaurants entertainment and fuel,yes,,down,Mastercard withdrew its 2020 outlook and cut near-term expectations as cross-border and travel spending collapsed. Comparable payments data from Visa days later showed a rapid deterioration in cross-border travel-related spending.
META,2020-03-27,4.0,no_clear_catalyst,low,low-medium,No major Facebook-specific negative Mar 24-27. Mounting fear advertisers slashing budgets into late March. Reversal in high-beta tech after stimulus rally,Broad digital-ad sensitivity to recession and small-business stress,no,,,No major Facebook-specific negative announcement. The most likely driver was mounting fear that advertisers were slashing budgets into late March which later showed up in the weak ad backdrop across internet platforms plus a reversal in high-beta tech.
MS,2020-03-27,4.8,macro_sensitivity,high,medium,U.S. banks preserving capital and suspending buybacks. Morgan Stanley later described voluntarily suspending share repurchases along with other largest U.S. banks. Bank-capital and recession worries,Concern over credit losses market volatility and broader financial-sector reaction to historic labor-market shock,yes,,,Morgan Stanley drop was bank-capital and recession worries not a firm-specific earnings miss. Concern over credit losses market volatility and the broader financial-sector reaction to the historic labor-market shock.
NOW,2020-03-27,7.0,no_clear_catalyst,low,low,No specific negative ServiceNow release Mar 24-27. Software multiple compression trade as investors worried enterprise customers would slow spending despite long-term remote-work tailwinds,Sharp rotation out of richly valued software names after huge three-day rebound,no,,,NOW decline was most likely software multiple compression trade as investors worried enterprise customers would slow spending despite long-term remote-work tailwinds.
GS,2020-03-27,4.5,macro_sensitivity,high,medium,Like peers Goldman caught in March capital-preservation and stress-test mindset for banks including buyback suspensions. Financial-sector recession and capital concerns,Expectations for rising credit costs and weaker deal activity as economy shut down,no,,,Goldman was caught in the March capital-preservation and stress-test mindset for banks including buyback suspensions across the major U.S. banks. Financial-sector recession and capital concerns rather than a Goldman-only news item.
QCOM,2020-03-27,3.5,macro_sensitivity,low,low,No clear Qualcomm-specific negative Mar 24-27. Concern global smartphone demand would weaken sharply as lockdowns spread offsetting longer-term 5G optimism,Broader semiconductor weakness. Risk-off after initial relief-package rally,no,,,No clear Qualcomm-specific negative announcement. The most likely primary cause was concern that global smartphone demand would weaken sharply as lockdowns spread offsetting longer-term 5G optimism.
SBUX,2020-03-27,5.1,demand_weakness,high,high,STOCK-SPECIFIC context. Starbucks had moved to restrict most U.S. stores to drive-thru and delivery. Reports emphasized employee-safety pressure catastrophe pay and reduced store operations across North America,Concern urban and commuter demand would stay depressed even if company kept partial operations running,yes,,,Starbucks had moved to restrict most U.S. stores to drive-thru and delivery and reports emphasized employee-safety pressure catastrophe pay and reduced store operations across North America. COVID disruption to store traffic and store operations.
SPG,2020-03-27,6.3,demand_weakness,high,high,STOCK-SPECIFIC. Simon had already announced all U.S. malls premium outlets and mills would close from Mar 18 through at least Mar 29. Forced mall closures crushing rent and traffic expectations,Worries about tenant solvency future rent collections and vulnerability of mall REIT cash flows in prolonged shutdown,yes,,,Simon had already announced that all of its U.S. malls premium outlets and mills would close from March 18 through at least March 29. Forced mall closures crushing rent and traffic expectations.
