ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
MRK,2020-04-01,4.1,macro_sensitivity,low,medium,Macro COVID risk-off not a fresh Merck headline. No meaningful Merck-specific negative in prior 3 days. White House death projection of 100K-240K and weak payroll and manufacturing data drove broad selloff,Fear that reduced office visits and procedure volumes would hit pharma demand especially administered therapies,no,,,Merck 4.1% drop looks mostly like a defensive-stock selloff in a session when the major indexes fell more than 4% after the White House projected 100K-240K U.S. deaths and ADP showed March private payrolls down 27K. The best fundamental explanation is that investors were beginning to price in the demand hit from reduced physician visits.
MDT,2020-04-01,6.7,demand_weakness,high,high,Fear that postponed elective procedures would crush Medtronic higher-margin core device business. Medtronic on March 30 shared ventilator design specs but elective surgeries across U.S. were being postponed which was the much larger earnings issue,April 1 macro selloff. Investors likely fading ventilator headlines because ventilators were too small a piece of MDT to offset procedure losses,yes,,,Medtronic fell even though it had favorable COVID-related PR on March 30 around opening up PB560 ventilator specifications. The more important number was not ventilator output but the industry-wide collapse in elective procedures which hospitals were postponing to free beds and PPE hitting Medtronic much larger surgical and implant businesses.
JPM,2020-04-01,6.3,macro_sensitivity,high,medium-high,Rising credit-loss and recession fears for large banks. No fresh JPM-specific negative release in prior 3 days. Key overhang already known including March 15 suspension of buybacks ahead of expected reserve build,Prior suspension of buybacks. Sensitivity to unemployment and GDP assumptions,no,,,JPM 6.3% drop was primarily a bank-beta reaction to worse recession signals not a new JPM headline. With stocks down broadly after White House grim death forecast and ADP 27K March job loss print investors likely marked up expected loan-loss provisions and consumer credit stress.
MA,2020-04-01,5.4,demand_weakness,high,high,STOCK-SPECIFIC. Visa disclosed on March 30 that transaction volumes fell in second half of March and cross-border travel spending deteriorated rapidly. Mastercard had essentially same business exposure so Visa statement was direct negative read-through,Broad April 1 risk-off. Weakness in restaurants entertainment and fuel spending,yes,,,The most likely driver was the March 30 read-through from Visa which said transaction volumes were falling in late March and cross-border travel-related spend was deteriorating rapidly. Because Mastercard economics are similarly exposed to travel and cross-border card fees the market repriced MA lower as those high-margin revenue streams suddenly looked much worse.
LRCX,2020-04-01,6.9,macro_sensitivity,medium,medium,Renewed selling in cyclical semiconductor equipment on COVID shutdown risk and guidance uncertainty. Lam had withdrawn third-quarter guidance on March 17. No fresher Lam-specific negative headline in prior 3 days,Factory contraction and recession data on April 1,no,,,Lam 6.9% decline appears to have been an extension of the semicap de-rating that followed its March guidance withdrawal rather than a brand-new company event. Once March 31-April 1 data reinforced that the economy was slipping sharply investors likely leaned harder against equipment makers whose customers could delay capex.
LOW,2020-04-01,6.5,demand_weakness,medium,medium,Market fear that retail demand and margins would be hit by lockdowns despite essential status. Lowe's announced March 25 it would hire roughly 30K workers and commit $100M in pandemic response measures implying higher near-term costs,Extra labor and cost commitments from pandemic response. April 1 recession selloff,yes,,,Lowe's had just committed to about 30K hires and $100M of support measures which strengthened operations but also signaled rising cost pressure. On April 1 with payroll and manufacturing data worsening investors likely looked through near-term DIY demand support and focused on margin risk plus the chance of broader home-improvement traffic disruption.
LIN,2020-04-01,7.0,macro_sensitivity,medium,medium,Recession-driven expectations for industrial demand destruction. No fresh Linde-specific negative headline in prior 3 days. Industrial gases exposed to collapse in manufacturing and refining demand even as medical oxygen rising,Concern that healthcare gas demand would not offset weakness in industrial end-markets,no,,,Linde 7.0% drop looks mainly tied to a sharp downgrade in industrial demand expectations as U.S. manufacturing contracted and investors priced a deep pandemic recession. The cleanest explanation is that the market marked down gas suppliers for weaker manufacturing metals chemicals and energy volumes despite stronger medical oxygen demand.
KO,2020-04-01,4.8,demand_weakness,high,medium-high,Collapsing away-from-home beverage demand from restaurant theater and stadium closures. No new KO-specific release in prior 3 days but restaurants theaters and sports venues representing huge away-from-home channel were shut,Overall April 1 market selloff. McDonald's trimmed U.S. menu on March 25 reinforcing foodservice channel pressure,no,,,Coke 4.8% decline was most likely driven by worsening expectations for foodservice and on-premise consumption as lockdowns shut restaurants movie theaters and sports venues. The market was increasingly pricing the channel exposure that would materially hurt second-quarter sales.
NEE,2020-04-01,9.3,macro_sensitivity,medium,low-medium,De-rating of premium-growth utility and renewables exposure under stressed capital markets. No strong NextEra-specific negative headline in prior 3 days. Falling equity values and macro stress make external financing and tax-equity funding harder,Broad risk-off yield-sensitive selling and concern about project financing and tax equity,no,,,A 9.3% decline was too large to treat as a plain defensive-utility move. The best explanation is that investors aggressively sold the higher-multiple externally financed renewables story as market stress raised the cost of equity and funding just when the macro outlook was deteriorating sharply.
ISRG,2020-04-01,7.5,demand_weakness,high,high,STOCK-SPECIFIC. Reuters reported hospitals were postponing elective surgeries as COVID spread exactly the setup that hurts da Vinci procedure volumes and system utilization. Collapse in elective surgery expectations,April 1 macro selloff,yes,,,Intuitive 7.5% decline was almost certainly driven by postponed elective surgeries which Reuters said hospitals were canceling to preserve beds staff and PPE. Since Intuitive is heavily tied to procedure volume and hospital capital spending that industry development was a clean stock-specific negative.
