ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
USB,2020-07-17,4.1,macro_sensitivity,medium,medium-low,Bank-earnings read-through with fear around credit quality and reserve builds after weak large-bank reports,Low-rate pressure on net interest income and general financial-sector de-risking,no,,,USB moved with the broader bank complex after ugly Q2 reports from peers with no clean USB-specific negative headline.
SPG,2020-07-20,3.2,demand_weakness,medium,medium,Ongoing COVID pressure on malls and rent collection uncertainty with Taubman deal litigation as company-specific overhang,Reopening uncertainty and general REIT/retail-property skepticism,yes,,,Simon remained under pandemic mall stress with the Taubman acquisition lawsuit adding litigation risk unique to SPG.
TSLA,2020-07-21,4.5,analyst_downgrade,medium,high,JMP downgraded Tesla arguing investors faced challenges earning additional returns after enormous run,Profit-taking ahead of earnings and valuation fatigue after massive rally,yes,,,JMP's downgrade crystallized the valuation-stretched narrative and triggered profit-taking ahead of Q2 earnings.
UBER,2020-07-21,3.3,regulatory_legal,medium,medium-low,Ongoing concern about Uber's AB5 labor model and pandemic-damaged ride demand,Limited visibility into profitability and headline risk tied to regulation,yes,,,Uber continued to trade under the weight of California AB5 labor concerns and depressed pandemic ride volumes.
TSLA,2020-07-23,5.0,macro_sensitivity,medium,high,Post-earnings sell-the-news after Q2 profit cleared S&P 500 inclusion hurdle but stock had priced in a lot,July 23 momentum-stock selloff with rising jobless claims and U.S.-China tensions,yes,,,Tesla's Q2 profit was good news already in the price and the July 23 broad momentum selloff amplified the sell-the-news reaction.
QCOM,2020-07-23,3.2,macro_sensitivity,medium,medium,Sector-wide tech/semiconductor risk-off move on July 23,Macro disappointment from rising jobless claims and reopening anxiety,no,,,Qualcomm had no strong company-specific negative headline and moved with the broader tech/semi risk-off session.
MSFT,2020-07-23,4.3,macro_sensitivity,medium,high,Rotation out of crowded momentum tech as falling momentum stocks like AAPL MSFT and AMZN weighed heaviest,Weak jobless claims data and caution ahead of big-tech earnings,no,,,Microsoft was specifically named in Reuters market wrap as one of the biggest momentum-tech drags on July 23.
META,2020-07-23,3.0,macro_sensitivity,medium,high,Advertising boycott over hate-speech/content-moderation concerns made FB more vulnerable when tech sentiment cracked,Same July 23 momentum-tech selloff with rising jobless claims,yes,,,Facebook's ad-boycott overhang amplified its participation in the broad July 23 tech selloff.
GOOG,2020-07-23,3.4,macro_sensitivity,medium,medium,Broad megacap-tech de-risking on July 23 with no clear Google-specific negative development,Caution ahead of earnings and concerns about ad market/economy,no,,,Google traded with the megacap-tech complex on July 23 with no company-specific catalyst identified.
AMZN,2020-07-23,3.7,macro_sensitivity,medium,high,Reuters specifically named Amazon as one of biggest weights in July 23 momentum selloff,Rotation out of crowded megacap winners and macro weakness,no,,,Amazon was called out by name as a major drag in the July 23 momentum-tech rotation.
AMD,2020-07-23,3.6,macro_sensitivity,medium,medium,Semiconductor/growth-stock risk-off move on July 23,Macro softness and pre-earnings de-risking in tech,no,,,AMD had no convincing company-specific negative catalyst and moved with the broader semi/growth selloff.
AAPL,2020-07-23,4.6,macro_sensitivity,medium,high,Reuters said Apple was one of major falling momentum stocks that weighed heaviest on July 23,Selloff steepened after reports of multistate consumer-protection investigations and weak jobless claims,yes,,,Apple was a primary momentum-tech casualty on July 23 with the consumer-protection investigation headlines adding company-specific pressure.
GOOGL,2020-07-23,3.1,macro_sensitivity,medium,medium,Broad selloff in crowded large-cap tech with no strong Alphabet-only negative headline,Ad-market uncertainty and earnings caution,no,,,GOOGL mirrored GOOG in the same megacap-tech de-risking session with no stock-specific catalyst.
AMAT,2020-07-24,4.7,macro_sensitivity,high,high,Intel admitted delay in 7-nanometer chip process hurting semiconductor equipment makers as investors expected fewer factory builds,Applied Materials KLA and ASML fell 2-6% on the Intel 7nm delay news,yes,,,Intel's 7nm delay directly threatened AMAT's equipment demand outlook as fewer fab upgrades were expected.
BMY,2020-07-24,3.4,no_clear_catalyst,low,low,No strong Bristol-Myers-specific negative headline found in prior three days,Stock moved more with general defensives/pharma tape than on a discrete company event,no,,,BMY's drop appears to reflect general market/sector movement rather than any identifiable company-specific catalyst.
MU,2020-07-24,5.0,macro_sensitivity,medium,medium,Intel 7nm delay upended semiconductor complex creating sector-wide turmoil,Continuation of tech selloff and risk-off positioning into weekend,no,,,Micron was caught in the semiconductor-sector turmoil triggered by Intel's manufacturing delay announcement.
TSLA,2020-07-24,6.3,macro_sensitivity,medium,high,Second-day unwinding of overextended post-earnings momentum trade,Broad tech weakness and profit-taking after earnings catalyst passed,yes,,,Tesla continued to unwind after the sell-the-news Q2 reaction with July 24 broad tech weakness adding pressure.
UBER,2020-07-24,3.1,macro_sensitivity,low,medium-low,No fresh Uber-only negative headline in the window with general market risk-off after tech/growth drawdown,Ongoing concern over core business recovery and regulatory model,no,,,Uber traded with the broader risk-off mood following the tech/growth drawdown rather than on fresh company news.
SCHW,2020-07-27,3.1,no_clear_catalyst,low,low,No strong fresh headline explaining the exact drop with ongoing TD Ameritrade integration backdrop,Financial-sector softness and low-rate pressure on brokers' interest economics,no,,,Schwab's decline appears driven by general financial-sector softness and rate concerns rather than a specific catalyst.
MMM,2020-07-28,4.8,earnings_miss,high,high,3M quarterly revenue fell 12% to about $7.2B from $8.2B as coronavirus slowdown hit demand with transportation and electronics revenue down 20.9%,Weak Q2 earnings driven by COVID-hit demand across several end markets,yes,miss,,3M's Q2 showed severe revenue declines especially in transportation and electronics segments due to pandemic demand destruction.
