ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
SPG,2020-11-04,-4.2,macro_sensitivity,medium,medium-low,Election-driven sector rotation and rate volatility,ongoing mall/COVID stress with J.C. Penney deal and Taubman dispute overhangs,no,,,"SPG fell on election-day sector rotation, no fresh company-specific catalyst found"
SCHW,2020-11-04,-4.0,macro_sensitivity,medium,medium,Election/rates whipsaw as blue wave trade unwound and Treasury yields buckled,broker sensitivity to NII expectations from yield curve changes,no,,,"SCHW fell on election-day rate repricing, no company-specific news in window"
NEE,2020-11-04,-3.6,macro_sensitivity,medium,high,Election repricing against renewable/green-energy beneficiaries as race tightened,profit-taking after big pre-election run in clean energy names,yes,,,"NEE fell as green-energy trade reversed when election looked tighter than expected, clean-energy premium repriced"
MMM,2020-11-04,-3.2,macro_sensitivity,medium,medium-low,Election-related factor rotation in industrial cyclicals,changing expectations for stimulus/taxes/infrastructure/yields,no,,,"No MMM-specific catalyst, election-driven industrial/value factor rotation"
EMR,2020-11-04,-3.2,macro_sensitivity,medium,medium-low,Election-driven macro rotation in industrials,shifts in yield and stimulus expectations around closer-than-expected election,no,,,"No EMR-specific catalyst, election-driven industrial sector repositioning"
C,2020-11-04,-3.3,macro_sensitivity,medium,medium,Post-election rates/growth whipsaw hitting banks,Oct 2020 OCC/Fed enforcement actions on risk controls as idiosyncratic overhang,yes,,,"Citi fell with bank sector on election rate repricing, Oct 2020 consent orders still an overhang"
BK,2020-11-04,-3.6,macro_sensitivity,medium,medium,Macro/election-driven financial-sector rotation,rate sensitivity and custody-bank exposure to yield/curve expectations,no,,,"BK fell with financials on election-day rate volatility, no company-specific news"
BAC,2020-11-04,-4.1,macro_sensitivity,medium,medium,Treasury/yield and election-result repricing,broad bank-sector volatility on changing odds of divided government and stimulus size,no,,,"BAC fell on election-day yield repricing, no company-specific catalyst in window"
JPM,2020-11-04,-3.1,macro_sensitivity,medium,medium,Election/rates repricing hitting bank sector,bank-sector volatility around fiscal and regulatory expectations,no,,,"JPM fell with banks on election-result rate and growth repricing"
COP,2020-11-06,-3.1,macro_sensitivity,medium,medium-low,Oil-price weakness and energy-sector pullback after election surge,post-rally profit-taking with Concho deal integration as background,no,,,"COP fell with energy sector pullback, no fresh company-specific catalyst"
USB,2020-11-06,-3.2,macro_sensitivity,medium,medium-low,Bank-sector profit-taking and election/rates volatility,regional-bank sensitivity to curve expectations and macro growth assumptions,no,,,"USB fell with bank sector on post-election profit-taking, no company-specific news"
META,2020-11-09,-5.0,macro_sensitivity,high,high,Pfizer/BioNTech vaccine >90% efficacy triggered violent rotation out of pandemic growth winners,general tech/growth de-rating as money moved into cyclicals and value,no,,,"Facebook fell 5% on Pfizer vaccine day as investors rotated out of pandemic winners into reopening plays"
TMO,2020-11-09,-8.1,macro_sensitivity,high,medium-high,Vaccine announcement hurt COVID-testing and pandemic-beneficiary names,market reassessed durability of pandemic-linked demand for testing/life-science tools,yes,,,"Thermo Fisher fell 8.1% as Pfizer vaccine data prompted repricing of COVID testing windfall revenues"
PG,2020-11-09,-3.7,macro_sensitivity,medium,high,Rotation out of defensives/staples on Pfizer vaccine news,broad factor shift from safety/lockdown resilience toward reopening cyclicals,no,,,"PG fell on classic defensive reversal as vaccine news triggered aggressive rotation into recovery plays"
NVDA,2020-11-09,-6.4,macro_sensitivity,high,high,Sharp rotation out of high-multiple tech/growth after Pfizer vaccine news,profit-taking in semis after huge 2020 run,no,,,"NVDA fell 6.4% on Pfizer vaccine day: value posted strongest relative day ever vs growth"
NOW,2020-11-09,-6.2,macro_sensitivity,high,high,Vaccine-driven rotation out of software/SaaS winners,de-risking in expensive enterprise software names,no,,,"NOW fell 6.2% as vaccine news drove massive rotation out of premium SaaS/growth names"
NFLX,2020-11-09,-8.6,macro_sensitivity,high,high,Vaccine shock crushed purest stay-at-home winner,existing sensitivity around post-lockdown subscriber normalization,no,,,"Netflix fell 8.6% on Pfizer vaccine day as investors repriced world with less lockdown demand ahead"
LOW,2020-11-09,-8.9,macro_sensitivity,high,high,Rotation out of COVID home-improvement beneficiaries into reopening trades,profit-taking after huge pandemic run in DIY/home retail,no,,,"Lowe's fell 8.9% on Pfizer vaccine day: home-improvement pandemic boom being repriced for normalization"
ADBE,2020-11-09,-4.7,macro_sensitivity,medium,high,Rotation out of software/growth on vaccine news,multiple compression across WFH/digital transformation beneficiaries,no,,,"Adobe fell 4.7% on Pfizer vaccine rotation: premium software sold for reopening plays"
FDX,2020-11-09,-5.7,macro_sensitivity,high,medium-high,Vaccine-driven reversal in pandemic logistics winners,profit-taking as market priced faster normalization of mobility and retail behavior,no,,,"FedEx fell 5.7% on Pfizer vaccine day: e-commerce/logistics pandemic beneficiary sold for reopening"
