ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
AVGO,2020-03-05,4.0,macro_sensitivity,low,medium,"Semiconductor and supplier de-risking tied to Apple and China coronavirus disruption. Apple represented about 20% of Broadcom fiscal 2019 revenue","General risk-off selling in tech. Conference and travel disruption added to enterprise tech anxiety",no,,,"Broadcom's 4.0% decline looks most consistent with investors marking down Apple- and China-exposed chip suppliers as coronavirus spread accelerated. Reuters had flagged Broadcom as a key iPhone component supplier with Apple representing roughly one-fifth of annual revenue."
AXP,2020-03-05,4.1,macro_sensitivity,medium,high,"Expected hit to travel and card spending especially T&E-heavy AmEx volumes as travel demand collapsed","Lower Treasury yields hurting financials. Recession fears raising concern about credit quality. Reuters later reported payment firms including AmEx seeing slowing growth",no,,,"AXP's business mix was especially vulnerable because it is more tied to travel and entertainment spend than many other card issuers. With airlines cutting schedules and travel demand collapsing investors were repricing weaker billed business and higher credit risk."
BA,2020-03-05,8.0,macro_sensitivity,high,high,"Rapid deterioration in airline demand implying weaker aircraft demand and greater Boeing cash-burn risk. IATA raised revenue damage estimate to $63B-$113B vs $30B previously","737 MAX still grounded creating existing company problem hit by new sector shock",yes,,,"Boeing's 8.0% drop was the clearest case of an existing company problem getting hit by a new sector shock. The 737 MAX was still grounded and then the airline industry moved from temporary disruption to IATA warning of up to $113B of lost revenue which directly threatened airlines appetite and ability to take jets."
BAC,2020-03-05,5.7,macro_sensitivity,medium,high,"Net interest margin compression and recession fears from collapsing yields after Fed emergency 50bp cut. 10-year yield hit record low ~0.899%","Rising expected credit losses if virus disruptions spread into consumer and business lending. Reuters noted S&P 500 bank index down 4.7% on Mar 6",no,,,"BAC is rate-sensitive so the combination of an emergency Fed cut and a record-low 10-year yield was brutal for its earnings outlook. The 5.7% fall is best explained by investors rapidly discounting lower net interest income and a worse credit cycle."
BLK,2020-03-05,4.6,macro_sensitivity,medium,medium,"Market and credit-market stress reducing asset values and threatening fee and AUM sentiment","Risk-off selling in financials generally. Reuters IFR Mar 5 described coronavirus slump as major test for bond-market liquidity",no,,,"For BlackRock the market was likely discounting both immediate AUM mark-to-market pressure and the possibility of client de-risking if the selloff deepened. The 4.6% drop lines up with broader asset-manager sensitivity to falling equity prices and disorderly bond-market conditions."
C,2020-03-05,5.8,macro_sensitivity,medium,high,"Yield collapse plus recession and credit fears hitting global banks after Fed emergency 50bp cut","Citi global card and corporate exposure made it especially exposed to cross-border slowdown fears",no,,,"Citi's 5.8% decline fits a straightforward large-bank repricing: lower expected margins higher likely credit losses and fear that a global virus shock would hit both consumer activity and corporate clients. No cleaner Citi-specific catalyst than the rate and yield shock."
CAT,2020-03-05,4.3,macro_sensitivity,medium,medium-high,"Global industrial slowdown and China demand fears from coronavirus. Reuters later described CAT as vulnerable to slowing China demand","Risk-off selling in economically sensitive machinery names",no,,,"CAT's 4.3% drop looks tied to its role as a macro bellwether for construction mining and heavy equipment demand. As investors digested the hit to China activity and the possibility of a broader global recession CAT was repriced as a direct casualty of weaker equipment orders and supply-chain friction."
CL,2020-03-05,4.0,no_clear_catalyst,low,low-medium,"Broad market liquidation rather than a stock-specific event. Unusual for defensive staples name","Concern about supply-chain disruption and emerging-market exposure though no direct CL announcement in the window",no,,,"Colgate's 4.0% decline appears to be one of the cases where there was no strong company-specific catalyst. The best explanation is broad de-risking with some added concern that even staples multinationals could face logistics and demand disruptions as coronavirus spread beyond China."
BKNG,2020-03-05,4.9,demand_weakness,high,high,"Collapsing travel demand. Reuters Mar 2 reported travel companies including Booking abandoning guidance. Mar 9 Booking formally withdrew Q1 guidance","Investor anticipation of surging cancellations. Flybe collapsed Mar 5 adding to travel sector fear",yes,,down,"BKNG's 4.9% decline was fundamentally a travel-demand trade. Even before the formal March 9 withdrawal Reuters had already tied Booking to deteriorating booking trends and abandoned outlooks so investors on March 5 were effectively front-running the damage to hotel bookings flight demand and cancellation economics."
COF,2020-03-05,4.8,macro_sensitivity,medium,high,"Consumer credit-cycle fears plus lower rates. Vulnerable both as lender and card issuer","Travel and spending slowdown for card portfolios. Lower profitability from rates and higher expected loan losses",no,,,"Capital One was vulnerable both as a lender and as a card issuer so the market had two reasons to sell it: lower profitability from rates and higher expected loan losses if household finances weakened. The 4.8% drop appears tied to macro-credit concerns not any COF-specific news."
GS,2020-03-05,4.8,macro_sensitivity,medium,medium-high,"Financial-sector selloff driven by recession fears lower yields and stress in capital markets","Weaker deal activity and capital markets expectations if volatility persisted",no,,,"Goldman's 4.8% drop looks like a sector read-through rather than an idiosyncratic event. Investors were discounting weaker financing and advisory conditions and a harsher macro environment as the coronavirus shock began to spread from temporary panic into possible recession and market plumbing stress."
GOOGL,2020-03-05,4.8,no_clear_catalyst,low,medium,"No clean stock-specific catalyst. Anticipated ad-spending slowdown especially travel and brand advertising","General mega-cap tech de-risking. Reuters later quantified ad spending pressure and brand advertising weakness",no,,,"On March 5 investors were beginning to price Alphabet not just as defensive internet but as an advertising company with cyclical exposure. Since travel entertainment and event advertisers were among the earliest to pull back GOOGL's near-5% drop is best explained by fear of a coming ad slowdown."
CMCSA,2020-03-05,4.1,macro_sensitivity,medium,medium,"Coronavirus threat to advertising theme parks film releases and Olympics-related media economics","Broad market selloff. Mar 3 Comcast management said Olympics plans still full steam ahead implying market already focused on that risk",no,,,"Comcast's 4.1% decline likely reflected the market looking through to multiple exposed businesses at once: NBC advertising theme parks filmed entertainment and Olympic programming. No obvious discrete negative announcement but by March 5 investors were questioning whether high-profile live events and ad spending would hold up."
GM,2020-03-05,4.5,macro_sensitivity,medium,medium-high,"China demand and supply-chain disruption from coronavirus. China vehicle sales collapsing and manufacturers warning about part shortages","Recession fears for autos globally. Double hit of weaker sales plus parts and logistics disruption",no,,,"GM's 4.5% drop looks consistent with investors pricing in a double hit: weaker Chinese and global auto sales plus parts and logistics disruption. Reports showed China vehicle sales collapsing and manufacturers warning about part shortages."
GE,2020-03-05,7.9,macro_sensitivity,high,high,"GE Aviation exposure to airline industry shock. IATA estimated revenue hit jumped to $63B-$113B on Mar 5","Already-fragile balance sheet and execution reputation amplified the move. 7.9% drop much steeper than average industrial",no,,,"GE's 7.9% fall was much steeper than the average industrial because the market saw it as an indirect airline stock through GE Aviation. Once investors began to believe airlines could lose up to $113B in revenue they also had to price in sharp deterioration in jet-engine deliveries spares and service activity."
FDX,2020-03-05,4.8,macro_sensitivity,medium,medium-high,"Fear of international shipping and air-freight disruption and weaker global trade from coronavirus","Recession fears and general transportation selloff. Rapidly worsening global freight and supply-chain disruption especially Asia-linked trade lanes",no,,,"FedEx's 4.8% decline appears driven by concern that the virus would damage high-margin international express volumes and snarl global logistics networks. The market was already discounting a world in which Asian trade flows and cross-border shipment demand would weaken sharply."
GOOG,2020-03-05,4.9,no_clear_catalyst,low,medium,"Same as GOOGL. Rising fear of ad weakness from travel and brand advertisers. No better GOOG-specific headline","Broad market and mega-cap tech selling. Anticipated advertising slowdown from coronavirus",no,,,"GOOG and GOOGL moved together because the market was repricing the same advertising-exposure thesis. The absence of a cleaner class-specific catalyst points to a straightforward read-through from worsening macro conditions and fear that advertiser budgets especially travel and brand campaigns were about to be cut."
