ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
CMCSA,2020-03-11,3.0,macro_sensitivity,medium,medium,"COVID-driven hit to NBCUniversal ad film and park businesses. Universal Studios Hollywood soon forced to close","General market panic. Reuters: U.S. ad industry could lose roughly $26B or 10.6% as live sports and consumer spending weakened. No major Comcast-specific negative announcement",no,,,"Comcast's 3.0% decline looks most tied to NBCUniversal exposure rather than cable broadband. By March 11-12 investors were staring at potential park closures and a U.S. advertising pullback estimated at nearly $26B a bad setup for a company tied to film releases TV ads sports programming and physical attractions."
AVGO,2020-03-11,6.4,macro_sensitivity,medium,medium-low,"Semiconductor supply-chain and end-demand fears not a distinct AVGO event. Reuters reported Apple coronavirus warning dragging suppliers lower","Broad tech selloff. ISM survey showed nearly 75% of U.S. companies seeing supply-chain disruptions. No fresh AVGO-specific negative headline",no,,,"AVGO's 6.4% drop was most likely driven by investors repricing cyclical chip demand and supply exposure rather than a Broadcom-specific announcement. The market had fresh evidence of widespread supply-chain damage and had already punished hardware-linked names after Apple's coronavirus warning."
COP,2020-03-11,6.7,macro_sensitivity,high,high,"Oil-price war plus collapsing demand from COVID. Saudi-Russia blew up OPEC+ production pact. Brent -23.88% WTI -25.1% on Mar 9. COP pure upstream producer without refining offset especially exposed","Equity-market panic and recession fears",no,,,"COP's 6.7% decline was primarily an oil shock trade. Once Saudi and Russia shifted toward higher production into collapsing demand crude benchmarks crashed by roughly 24-25% in a day and investors sold E&P names directly levered to realized oil prices."
COF,2020-03-11,8.8,macro_sensitivity,high,high,"Bank-margin compression from rate collapse plus rising consumer credit-loss fears. 10-year briefly hit 0.318% on Mar 9. Reuters: financials hit because ultra-low rates squeeze bank profitability","COF outsized credit-card exposure to travel and discretionary spending. No COF-specific corporate headline",no,,,"COF's 8.8% drop was more than just banks down. The market was rapidly repricing two COF-specific risks at once: lower net interest income as Treasury yields cratered toward 0.318% and higher future charge-offs as COVID threatened card spending travel and household cash flow."
IBM,2020-03-11,5.5,no_clear_catalyst,low,medium,"No material IBM-specific negative. Anticipated enterprise-spending slowdown and recession risk","Broad tech selloff. Consulting and project deferrals. ISM: nearly 75% of companies reporting supply-chain disruption",no,,,"IBM's 5.5% drop appears driven mainly by market repricing of enterprise IT and consulting budgets rather than a discrete IBM headline. As corporate America moved into contingency mode and supply-chain disruption spread investors started discounting delayed projects and weaker services demand."
HON,2020-03-11,5.1,macro_sensitivity,medium,medium-high,"Market looked through guidance reaffirmation and focused on aerospace and industrial exposure to collapsing travel and industrial demand. Honeywell reaffirmed Q1 and full-year guidance on Mar 10","Broad cyclical industrial selloff and supply-chain risk",no,,,"HON's drop was notable because the company had just reaffirmed guidance on March 10 which should have been supportive. Investors instead concluded that the guidance could quickly become stale as airline traffic weakened and aerospace-linked demand rolled over."
HD,2020-03-11,5.7,no_clear_catalyst,low,medium-low,"No HD-specific negative. Consumer-discretionary derating on recession fears","Market-wide liquidation. Uncertainty over store traffic and discretionary projects",no,,,"HD's 5.7% decline looks mostly like a cyclical consumer and recession trade not a company-event move. On March 11 investors were rapidly pricing in reduced household mobility weaker discretionary spending and a possible pause in larger home-improvement projects."
GS,2020-03-11,6.8,macro_sensitivity,high,high,"Bank and financial-sector repricing from collapsing rates and recession fears. 10-year below 1% on Mar 3 briefly 0.318% on Mar 9","Threat to dealmaking underwriting and asset values from volatility shock. No major Goldman-specific headline",no,,,"GS's 6.8% decline was less about credit losses and more about a broad hit to the financial complex: lower rates freezing risk appetite and the prospect that M&A capital markets activity and client balance-sheet risk could all deteriorate at once."
GOOGL,2020-03-11,5.0,macro_sensitivity,medium,medium-high,"Fear of ad-spending weakness especially travel ads. Contemporaneous analyst estimate: Google travel-search ad revenue could fall ~$1B in Q1 and ~$3B in Q2","Broad mega-cap tech selloff. Reuters: U.S. ad market faced possible $26B hit. Brand advertising weakened mid-March",no,,,"GOOGL's 5.0% decline was likely tied to the sudden realization that Google's huge travel-ad funnel was at risk just as global mobility was shutting down. Estimates pointed to roughly $1B of lost travel-search ad spend in Q1 and $3B in Q2."
GM,2020-03-11,4.1,macro_sensitivity,medium,high,"Expected auto-demand slowdown from COVID. Reuters Mar 11 reported analysts beginning to forecast U.S. auto-sales slowdown","Supply-chain worries. GM and peers said production not yet disrupted in U.S. Stock sold on forward demand fears before full plant shutdowns",no,,,"GM's 4.1% decline appears driven by deteriorating auto-demand expectations rather than an immediate factory halt. Reuters said on March 11 that analysts were starting to model weaker showroom traffic and sales even though Detroit automakers still said U.S. production had not yet been disrupted."
