ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
LIN,2020-10-28,-3.8,macro_sensitivity,medium,low-medium,Broad risk-off selling in cyclicals/industrials on global growth fears,European lockdown fears and pre-earnings caution ahead of Oct 29 report,no,,,"No LIN-specific catalyst, broad industrial selloff on European lockdown fears ahead of earnings"
KO,2020-10-28,-3.9,demand_weakness,medium,medium-high,Renewed lockdowns threatening away-from-home channels after Q3 revenue fell 9% to $8.7B,restaurant/stadium/theater/travel demand still impaired with mid-teens declines,yes,,,"KO vulnerable to lockdowns: Q3 revenue fell 9% to $8.7B, away-from-home still in mid-teens decline"
MDLZ,2020-10-28,-3.4,macro_sensitivity,medium,medium,Broad market risk-off despite solid Q3 with revenue up 4.9% and organic up 4.4%,rotation out of richly valued staples with no major upside surprise,no,beat,,"MDLZ fell with market despite solid Q3 (revenue +4.9%), no company-specific negative"
NVDA,2020-10-28,-5.7,macro_sensitivity,high,medium,Tech de-risking plus China chip demand/restriction concerns,broad Nasdaq/semiconductor weakness with recent earnings failing to impress,no,,,"NVDA hit by tech selloff plus China chip ban concerns, recent earnings had already disappointed"
XOM,2020-10-28,-3.8,capital_structure,medium,high,Dividend kept flat at $0.87/share breaking streak since 1982 of annual increases,oil demand under pressure from pandemic with depressed fuel demand and lockdown fears,yes,,,"Exxon froze dividend at $0.87 for first time since 1982, breaking decades-long annual increase streak"
PFE,2020-10-28,-5.3,macro_sensitivity,high,low-medium,Profit-taking/reset of near-term vaccine timing expectations after Q3 report,EU officials said mass vaccine supply not until April tempering immediate hopes,no,,,"PFE fell on vaccine timeline recalibration after EU said mass supply not until April, profit-taking post-Q3"
PG,2020-10-28,-3.3,macro_sensitivity,medium,medium,Broad market liquidation despite strong fiscal Q1 with sales up 9% to $19.3B and EPS $1.63,some giveback after earlier earnings strength,no,beat,,"PG fell with market despite strong Q1 (sales +9% to $19.3B), profit-taking after positive earnings reaction"
QCOM,2020-10-28,-3.4,macro_sensitivity,medium,high,Broad tech selloff despite same-day legal win on FTC antitrust case,swept lower with semis despite positive news of appeals court declining to revive antitrust case,no,,,"QCOM fell with tech selloff despite winning FTC antitrust appeal, pure market-driven decline"
RTX,2020-10-28,-7.4,earnings_miss,high,high,Q3 sales $14.7B with GAAP EPS only $0.10 on notable charges,weak aerospace/commercial aviation sentiment with lockdown fears hurting air-travel recovery,yes,,,"Raytheon Q3 GAAP EPS just $0.10 on charges, weak commercial aerospace outlook with lockdown fears"
SBUX,2020-10-28,-3.2,macro_sensitivity,medium,medium,Broad market/reopening-stock weakness ahead of Oct 29 earnings,fear new restrictions would slow café traffic recovery especially internationally,no,,,"Pre-earnings weakness for SBUX on lockdown fears, Oct 29 report later showed constructive FY2021 guidance"
SO,2020-10-28,-3.1,macro_sensitivity,medium,low,Broad defensive-utility selloff amid market stress,longstanding Vogtle overhang with no fresh confirmed trigger,no,,,"No SO-specific catalyst, utility selloff on market stress with Vogtle overhang as background"
TSLA,2020-10-28,-4.4,macro_sensitivity,medium,medium-high,Broad high-beta tech/growth de-risking despite record revenue of $8.8B and 500K delivery target,profit-taking after strong earnings run with sensitivity to risk-off markets,no,beat,,"TSLA fell 4.4% despite record $8.8B revenue quarter, high-beta unwinding on brutal market day"
UNH,2020-10-28,-3.9,macro_sensitivity,medium,low-medium,U.S. election-related healthcare policy overhang with election less than week away,broad market selloff hitting managed care and insurers,no,,,"UNH fell on election healthcare policy uncertainty with vote days away, general risk-off pressure"
UNP,2020-10-28,-3.5,earnings_miss,medium,high,Continued digestion of Oct 22 weak earnings with coal/petroleum carload weakness,renewed economic-recovery fears prolonging pressure on rate-sensitive rail volumes,yes,miss,,"UNP continued to digest weak Q3: bigger-than-expected profit decline on coal/petroleum carload weakness"
UPS,2020-10-28,-8.8,earnings_miss,high,high,Beat profit expectations but margin squeeze from e-commerce mix shift,domestic volume +13.8% but domestic operating profit -8.8% on lower-profit residential mix; revenue $21.2B +15.9%,yes,beat,,"UPS beat on profit but fell 8.8%: domestic volume +13.8% yet operating profit -8.8% on e-commerce margin squeeze"
V,2020-10-28,-4.8,demand_weakness,high,high,Fiscal Q4 showed cross-border volume ex intra-Europe down 41% and total cross-border down 29%,GAAP NI $2.1B with slow recovery in global travel and pandemic uncertainty,yes,,,"Visa cross-border volume collapsed: ex-intra-Europe down 41%, total down 29%, travel recovery pushed out"
JNJ,2020-10-28,-3.3,macro_sensitivity,medium,medium,Broad market selloff despite mildly positive Oct 24 vaccine trial resumption news,limited evidence of fresh JNJ-specific negative catalyst,no,,,"JNJ fell with market despite constructive vaccine trial news, no company-specific negative found"
PEP,2020-10-28,-3.6,macro_sensitivity,medium,medium,Broad market decline despite strong earlier-quarter snack/soda performance,Frito-Lay NA +7% and Quaker +6% but profit-taking on market-wide selling,no,,,"PEP fell with market despite strong snack performance (Frito-Lay +7%), no company-specific trigger"
ISRG,2020-10-28,-4.6,demand_weakness,medium,medium-high,Valuation compression after Q3 pro forma NI $334M down from $409M YoY on procedure disruption,renewed fear rising COVID cases would again reduce elective surgical procedures,yes,,,"ISRG fell on COVID procedure disruption: Q3 NI $334M vs $409M YoY, fear of renewed elective delays"
CMCSA,2020-10-28,-3.4,macro_sensitivity,medium,medium,Pre-earnings caution ahead of Oct 29 report for pandemic-exposed segments,theme parks/advertising/filmed entertainment remained weak despite broadband strength,no,,,"Pre-earnings caution for Comcast: theme parks and entertainment segments still weak despite broadband growth"
