ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
ISRG,2020-04-21,4.2,no_clear_catalyst,low,medium,Broad risk-off selloff not a clean company-specific catalyst,Elective-procedure uncertainty from COVID remained an overhang for surgical-exposure names but no discrete April 18-20 trigger found,no,,,ISRG's 4.2% drop on April 21 appears mostly a macro/risk-off move rather than a reaction to fresh company news with no Reuters-grade event found in the prior 3-day window.
NOW,2020-04-21,4.5,no_clear_catalyst,low,medium,Broader tech/growth de-risking on the April 21 market selloff,Rich valuation likely amplified downside in a risk-off session,no,,,NOW fell 4.5% without a clear fresh Reuters catalyst in the prior three days with the most likely explanation being broad multiple compression in growth software amid collapsing oil and renewed recession fears.
INTU,2020-04-21,5.6,macro_sensitivity,medium,medium,Risk-off multiple compression in software/growth names,Sensitivity to small-business and consumer tax/SMB demand expectations during the COVID shutdown period,no,,,INTU dropped 5.6% a larger-than-market decline with no fresh stock-specific headline in the prior 3 days as investors repriced high-quality software names amid deepening recession concerns and the oil collapse.
GS,2020-04-21,3.7,earnings_miss,high,high,Readthrough from Goldman's weak April 15 earnings showing profit nearly halved with increased credit-loss reserves,April 20 oil collapse worsened concerns about loan losses and capital-markets exposure,yes,miss,,GS fell 3.7% as investors were still digesting profits badly hit by reserve builds and a grim economic outlook with the oil crash intensifying fears around corporate defaults trading volatility and recession depth.
IBM,2020-04-21,3.0,guidance_cut,high,high,IBM reported on April 20 that revenue fell 3.4% to $17.57 billion missed estimates and withdrew its 2020 forecast as clients shifted spending priorities during COVID,Broader market weakness on April 21,yes,miss,down,IBM's 3.0% decline was one of the cleaner cases with the company having just reported weaker-than-expected revenue and yanked its annual forecast even though cloud revenue improved with investors focusing on the top-line miss and lack of visibility.
AAPL,2020-04-21,3.1,demand_weakness,medium,high,Weak reception/readthrough around the newly launched $399 iPhone SE especially in China where Reuters reported about 60% of Weibo poll respondents would not buy it citing lack of 5G,Broad tech selloff and COVID demand/supply concerns,yes,,,AAPL's 3.1% drop looks tied partly to skepticism about the iPhone SE's demand impact especially in China where consumer reluctance and 5G competition were highlighted landing in a broader risk-off tape.
ABBV,2020-04-21,4.3,no_clear_catalyst,low,medium-low,Broad defensive/biopharma weakness within the market selloff,Ongoing deal/regulatory overhang around the Allergan transaction,no,,,ABBV fell 4.3% but no clean stock-specific headline was verified in the prior three days that explains the move better than general market stress with a possible contribution from continuing Allergan deal uncertainty.
ABT,2020-04-21,4.0,product_service_failure,medium,medium,Mounting skepticism around Abbott's ID NOW rapid COVID test accuracy with concerns circulating in this period,Broader market risk-off on April 21,yes,,,ABT's 4.0% decline most likely reflected investor concern that Abbott's marquee rapid test might not perform as advertised in all settings which threatened one of the biggest near-term upside narratives for the stock.
ACN,2020-04-21,4.9,macro_sensitivity,medium,medium,Recession fear hitting IT services/consulting expectations,Risk-off selling in cyclically exposed corporate-spending names,no,,,ACN dropped 4.9% as investors continued to price in weaker enterprise discretionary spending during the COVID shutdown with no direct company event found in the prior three days.
ADBE,2020-04-21,4.6,no_clear_catalyst,low,medium,Broad software/growth multiple compression,General concern around enterprise spending and ad/creative end-market softness in a shutdown economy,no,,,ADBE fell 4.6% with no obvious fresh company-specific trigger looking like a valuation-sensitive software selloff inside the broader April 21 market decline.
AMAT,2020-04-21,4.5,macro_sensitivity,medium,medium,Semiconductor-sector weakness and cyclicality fears,Investors reassessing 5G/PC/smartphone demand and capex sensitivity in a worsening recession backdrop,no,,,AMAT's 4.5% decline appears more consistent with a semi-equipment risk-off move than with a specific corporate announcement with no earnings guidance or legal headline found.
AMD,2020-04-21,7.1,macro_sensitivity,medium,medium,High-beta semiconductor/growth-stock selloff amplified by the April 21 macro shock,Concerns around end-demand durability in PCs gaming and data-center spending as the recession outlook worsened,no,,,AMD's 7.1% decline was sharper than the broader market but no discrete company headline was found with the most plausible explanation being a high-beta semiconductor selloff and investors de-risking richly valued chip names.
