ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
MA,2020-09-03,4.7,macro_sensitivity,medium,medium,Broad market de-risking out of high-multiple growth and payment stocks as Nasdaq fell nearly 5%,Slow travel recovery and sympathy with Visa/payment peers weighing on cross-border volumes,no,,,Mastercard fell with the payments cohort in the Sept 3 tech washout with no company-specific negative catalyst identified.
NKE,2020-09-03,3.4,macro_sensitivity,low,medium-low,Broad growth/consumer discretionary selloff on Sept 3,Profit-taking ahead of September earnings and general retail demand uncertainty during COVID,no,,,Nike was caught in the Sept 3 risk-off move with no company-specific negative headline found in the prior 3 days.
ISRG,2020-09-03,3.1,macro_sensitivity,low,medium-low,Broad selloff in expensive quality growth and med-tech names,Ongoing COVID-related uncertainty around surgical procedure volumes,no,,,Intuitive Surgical's decline was collateral damage from the Sept 3 unwind with no fresh company-specific catalyst.
NVDA,2020-09-03,9.3,macro_sensitivity,high,high,Violent reversal in crowded semiconductor/momentum positioning after Nasdaq fell nearly 5%,Profit-taking after Sept 1 RTX 30 Series GPU launch and high sensitivity to options-fueled tech unwind,no,,,Nvidia's 9.3% slide reflected a crowded-momentum reversal rather than the positive Ampere GPU launch as the stock had been one of the market's hottest names.
ORCL,2020-09-03,3.3,macro_sensitivity,low,medium,Broad tech selloff on Sept 3 with TikTok deal uncertainty as secondary factor,Reuters reported Sept 2 that TikTok deal structures were being complicated by Beijing export rules,yes,,,Oracle fell with the tech complex while TikTok deal uncertainty from China's export-rule changes added company-specific headline risk.
QCOM,2020-09-03,5.5,macro_sensitivity,medium,high,Semiconductor selloff on Sept 3 not driven by Qualcomm's positive product news,Huawei/export-control overhang and smartphone sensitivity despite new Snapdragon 5G launches,no,,,Qualcomm dropped 5.5% despite fresh 5G platform announcements confirming the move was sector-driven not company-specific.
TMO,2020-09-03,4.8,macro_sensitivity,medium,medium-low,Broad growth/healthcare selloff on Sept 3 with no fresh TMO-specific negative news,Upcoming Sept 10 analyst meeting was neutral not negative,no,,,Thermo Fisher's decline was factor-driven selling in high-quality growth healthcare rather than a reaction to new fundamentals.
TMUS,2020-09-03,3.4,macro_sensitivity,low,medium-low,Broad market selloff on Sept 3 with no fresh negative T-Mobile headline,Post-Sprint merger integration overhang and profit-taking after earlier merger-related strength,no,,,T-Mobile gave back ground in the market-wide de-risking with no evidence of a company-specific negative trigger.
TSLA,2020-09-03,9.0,capital_structure,high,high,Split-driven euphoria reversed into profit-taking amplified by Sept 3 tech selloff after $5B stock offering announced Sept 1,Stock had surged 70% since split announcement and options-fueled unwind hit mega-cap tech hardest,yes,,,Tesla's 9% fall was a classic reversal of a crowded momentum trade combining split euphoria reversal and fresh dilution from the $5B offering.
TXN,2020-09-03,4.0,macro_sensitivity,medium,medium,Semiconductor-sector selloff on Sept 3 with no fresh TI-specific negative news,General cyclical sensitivity and sympathy with NVDA/QCOM/INTC,no,,,Texas Instruments fell with the broader semiconductor complex as investors cut chip exposure across the board.
UPS,2020-09-03,4.7,macro_sensitivity,medium,medium-low,Broad risk-off move hitting cyclicals and expensive pandemic demand beneficiaries,Profit-taking after strong earlier performance tied to e-commerce/package trends,no,,,UPS was sold as a pandemic winner vulnerable to profit-taking during the Sept 3 correction with no fresh operational headline.
V,2020-09-03,3.5,macro_sensitivity,low,medium,Broad selloff in premium-multiple payments/growth stocks on Sept 3,Ongoing drag from weak travel and cross-border volumes during COVID,no,,,Visa fell with the payments group in the broad market correction with no company-specific negative catalyst identified.
NOW,2020-09-03,6.2,macro_sensitivity,high,medium,Software/SaaS multiple compression during the Sept 3 growth unwind,Heavy momentum investor ownership and elevated valuation,no,,,ServiceNow's 6.2% decline reflected the broader reversal in high-multiple enterprise software with no fresh company-specific catalyst.
INTU,2020-09-03,4.1,macro_sensitivity,medium,medium,Broad software/growth selloff on Sept 3,Profit-taking after strong pre-drop run and valuation sensitivity,no,,,Intuit was dragged down by multiple compression in software rather than fresh company news on a day the Nasdaq fell nearly 5%.
ABT,2020-09-03,3.6,macro_sensitivity,low,high,Broad market/healthcare de-risking on Sept 3 despite positive BinaxNOW rapid COVID test authorization on Aug 26,Some giveback after rapid-test authorization enthusiasm with $5 test targeting 50M tests/month by October,no,,,Abbott fell despite recent positive news making it clear the drop was market-driven not fundamental as the BinaxNOW authorization was a clear positive.
HON,2020-09-03,3.6,macro_sensitivity,low,high,Broad market/industrial selloff on Sept 3 despite positive Dow inclusion effective Aug 31,Post-index-inclusion giveback and general risk-off trading,no,,,Honeywell had no negative news with its most visible recent event being Dow inclusion making the drop purely market-driven.
AAPL,2020-09-03,8.0,macro_sensitivity,high,high,Reversal of split-fueled momentum and profit-taking in mega-cap tech after 4-for-1 split took effect Aug 31,Options-heavy tech positioning unwind and lingering Epic/App Store antitrust noise from August,yes,,,Apple's 8% decline was a crowded-momentum reversal after the stock climbed 30%+ since the split announcement with intense retail interest snapping back.
INTC,2020-09-03,3.6,macro_sensitivity,medium,medium,Sector-wide semiconductor selloff on Sept 3 with no fresh Intel-specific negative headline,Existing skepticism about Intel competitive position after earlier manufacturing concerns,no,,,Intel fell with the broader chip complex rather than on a distinct company event during the Sept 3 washout.
ACN,2020-09-03,3.3,macro_sensitivity,low,medium-low,Broad selloff in high-quality IT services and growth names on Sept 3,Read-through from software/cloud weakness and valuation compression,no,,,Accenture's decline was collateral damage from the Sept 3 unwind with no fresh company-specific negative report.
