ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
INTC,2020-06-11,6.5,macro_sensitivity,medium,medium,Broad tech/semiconductor de-risking after the Fed's gloomy outlook and renewed COVID fears with no major Intel-specific headline,Reversal after the prior tech melt-up and recession confirmation making cyclical chip names more vulnerable,no,,,Intel looks like a classic June 11 factor-driven selloff with the Fed projecting 6.5% GDP contraction and COVID cases rising in reopener states.
C,2020-06-11,13.4,macro_sensitivity,high,high,Bank-specific repricing from lower-for-longer rates plus recession/credit-loss fears with no Citi-specific announcement,Second-wave COVID worries 1.54M weekly jobless claims and Citi's greater cyclical and capital-markets sensitivity,no,,,Citi's 13.4% drop lines up with the hardest-hit part of the tape as large banks were repriced for weaker margins and elevated credit costs.
BRK-B,2020-06-11,7.0,macro_sensitivity,medium,medium,Look-through selloff in Berkshire's cyclical and financial exposures with no Berkshire-specific headline,Zero-rate pressure on financial holdings and renewed doubts about reopening-sensitive businesses,no,,,Berkshire traded like a macro proxy with banks plunging on lower-for-longer rates and reopening-sensitive sectors selling off.
BLK,2020-06-11,5.9,macro_sensitivity,medium,medium,Financial-sector and asset-manager beta to the June 11 risk-off move with no major BlackRock-specific news,Pressure on AUM-sensitive names when equity and credit markets abruptly sold off,no,,,A sudden market drawdown hurts near-term sentiment around flows fees and AUM marks so BLK moved with broader de-risking.
INTU,2020-06-11,6.1,macro_sensitivity,medium,medium,Growth/software multiple compression in the June 11 tech selloff with no material Intuit-specific headline,Profit-taking after the Nasdaq's strong rebound into June 8 and broader rotation away from high-multiple software,no,,,Intuit looks like a factor-driven software selloff with investors selling premium fintech names in the broad risk-off.
BKNG,2020-06-11,8.4,demand_weakness,high,high,Renewed fear that travel recovery would stall as COVID cases re-accelerated plus Lufthansa warning 26000 jobs at risk,Evidence of deep airline distress and jobless claims undermining discretionary travel demand assumptions,yes,,,Booking fell with the most reopening-sensitive travel names as rising virus cases and Lufthansa job warnings made V-shaped travel rebound look less credible.
BK,2020-06-11,5.7,macro_sensitivity,medium,high,Bank-sector repricing from low rates and recession risk with no major BNY Mellon-specific headline,Broad financial de-risking with the Fed's near-zero-rate path reducing enthusiasm for custody and financial-service earnings,no,,,BK traded like a cleaner bank-sector beta name with worsening macro expectations.
BAC,2020-06-11,10.0,macro_sensitivity,high,high,Sector-wide hit to large-bank earnings power from near-zero rates and recession fears with no fresh BAC-specific announcement,Rising COVID cases and ongoing labor-market stress with 1.54M weekly claims,no,,,BAC's 10.0% fall fits the pattern of large banks repriced for weaker spreads and elevated future loan losses after the Fed's forecast.
BA,2020-06-11,16.4,demand_weakness,high,high,Travel/airline demand fears and balance-sheet concern overwhelmed otherwise positive 737 MAX certification progress,Boeing's leveraged balance sheet and extreme sensitivity to airline health with Lufthansa warning 26000 jobs at risk,yes,,,Boeing's positive MAX headline was drowned out by macro and industry stress with airlines too weak to absorb deliveries as COVID cases rose.
AXP,2020-06-11,7.1,demand_weakness,high,high,Repricing of travel-and-spend-sensitive financials on slower reopening expectations with no fresh AmEx announcement,Lower-rate pressure and consumer credit concerns,yes,,,AXP was hit as a hybrid financial/travel name with the Fed's downbeat macro view directly threatening billed business and T&E volumes.
CAT,2020-06-11,8.2,macro_sensitivity,high,high,Global-growth/recession reset for a cyclical industrial bellwether with no fresh Caterpillar-specific news,Official recession dating on June 8 and renewed COVID worries on June 11,no,,,Caterpillar sold off as a pure macro cyclicals proxy with weak construction mining and energy demand being repriced sharply.
AVGO,2020-06-11,6.8,macro_sensitivity,medium,medium-high,Semiconductor/tech selloff rather than a Broadcom-specific miss since strong fiscal Q2 was reported June 4 with $5.742B revenue,Reversal after a strong pre-drop run and general de-risking in cyclical tech,no,,,AVGO's decline looks market-driven not news-driven since Broadcom had posted solid numbers a week earlier.
AMT,2020-06-11,5.2,no_clear_catalyst,low,medium-low,Broad equity risk-off/REIT-equity de-grossing rather than firm-specific news with no American Tower headline found,General valuation unwind after the sharp market rebound,no,,,Tower REITs are more defensive than banks or travel suggesting indiscriminate de-risking was a meaningful part of the day.
AMGN,2020-06-11,3.6,no_clear_catalyst,low,medium,Broad market weakness with relatively defensive behavior versus cyclicals and no material Amgen-specific catalyst,Biotech/pharma participated in the selloff but less severely because of defensive characteristics,no,,,Amgen's smaller 3.6% decline consistent with a market-driven move with large-cap biotech treated as relative safe haven.
AMD,2020-06-11,8.0,macro_sensitivity,medium,medium,High-beta semiconductor unwind in a tech-led risk-off move with no major AMD-specific announcement,Reversal after prior momentum and broader cyclicals/tech de-grossing after the Fed's forecast,no,,,AMD's 8.0% drop fits a momentum semiconductor reversal rather than a stock-specific breakdown.
AMAT,2020-06-11,7.4,macro_sensitivity,medium,medium,Semicap/tech selloff tied to macro risk-off and recession fears with no fresh Applied Materials headline,Sensitivity to capital-spending expectations in a slower recovery,no,,,AMAT traded like a cyclical tech name whose valuation depended on confidence in a durable recovery.
ADBE,2020-06-11,4.7,no_clear_catalyst,low,high,Pre-earnings software selloff driven by broader tech de-risking since Adobe reported $3.13B revenue and $1.10B GAAP net income after the close and rose 4.9% June 12,General June 11 factor unwind in high-multiple software,no,,,Adobe is one of the clearest names where the drop was not caused by bad fundamentals since the stock reversed after a strong earnings beat.
ACN,2020-06-11,6.4,macro_sensitivity,medium,medium,Risk-off move in IT services/consulting tied to weaker enterprise-spending expectations with no Accenture headline found,Recession confirmation and the Fed's downbeat macro outlook,no,,,Accenture traded like a macro-sensitive services name with a slower recovery implying more client budget caution.
ABT,2020-06-11,4.8,no_clear_catalyst,low,medium,Broad market selloff with some healthcare participation and no Abbott-specific negative headline found,Rotation out of winners from earlier pandemic themes,no,,,Abbott's move looks market-driven rather than a response to new bad news with no clear June 8-11 catalyst.
ABBV,2020-06-11,4.8,no_clear_catalyst,low,medium,Broad market/healthcare weakness rather than a stock-specific event with no meaningful AbbVie headline found,General de-risking after the Fed outlook and COVID re-acceleration worries,no,,,AbbVie's 4.8% decline was milder than banks airlines and cyclicals consistent with large-cap pharma in a broad washout.
