ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
NVDA,2020-07-13,4.1,macro_sensitivity,medium,medium,Sudden rotation out of crowded tech/growth into cyclicals as California reimposed business restrictions and U.S.-China tensions resurfaced,Stretched momentum/valuation and general semiconductor beta,no,,,NVDA was sold as part of a broad tech rotation on July 13 with no meaningful company-specific negative catalyst identified.
NOW,2020-07-13,5.0,macro_sensitivity,medium,medium,Software/high-multiple growth rotation lower as tech-heavy indexes lagged sharply,Rich SaaS valuation and California/shutdown macro reversal that knocked tech lower,no,,,ServiceNow's move fits the software cohort selloff rather than a NOW-specific event as investors rotated away from growth.
NFLX,2020-07-13,4.2,macro_sensitivity,medium,medium-low,Broad tech/growth de-risking ahead of July 16 earnings with no specific negative announcement,Rising expectations into earnings report and California shutdown headlines hitting stay-at-home winners after huge run,no,,,Netflix was sold with the broader stay-at-home trade as investors de-risked ahead of earnings amid tech rotation.
MSFT,2020-07-13,3.1,macro_sensitivity,medium,high,Tech rotation as California reimposed restrictions and investors sold pandemic mega-cap winners,Profit-taking in mega-cap pandemic winners,no,,,Microsoft went from about a 1% gain early to a 3.1% loss by close as tech took the hardest hits in a clear sector rotation.
UBER,2020-07-13,4.3,macro_sensitivity,medium,medium,July 13 tech/growth selloff with secondary pressure from digesting the $2.65B all-stock Postmates acquisition announced July 5-6,Postmates deal dilution/integration risk and ongoing California labor/regulatory overhang,yes,,,Uber traded in line with the broader tech/growth unwind with the recent Postmates all-stock deal adding merger-arb skepticism.
CRM,2020-07-13,5.3,macro_sensitivity,medium,medium,Software/growth rotation as richly valued SaaS names were especially exposed to factor rotation,Valuation compression in high-multiple SaaS names,no,,,Salesforce fell harder than mega-caps as the July 13 rotation hit richly valued software names disproportionately.
AMZN,2020-07-13,3.0,macro_sensitivity,low,medium,Broad selloff in large-cap tech as investors rotated out of pandemic winners,Profit-taking after huge pandemic run and risk-off around reopening reversals,no,,,Amazon's decline was part of the same portfolio rotation that hit other tech leaders with no company-specific trigger.
AMT,2020-07-13,3.2,macro_sensitivity,low,medium-low,Factor rotation out of defensive growth/long-duration assets into cyclicals,REIT sensitivity to changing risk appetite and reopening positioning,no,,,American Tower traded as a defensive growth/REIT proxy caught in the July 13 rotation away from winners.
AMD,2020-07-13,4.1,macro_sensitivity,medium,medium,Semiconductor/tech rotation lower as part of the broad July 13 unwind in high-flying tech,High beta and profit-taking after strong momentum,no,,,AMD was sold as part of the broader tech unwind not because of a fresh company event.
ADBE,2020-07-13,5.1,macro_sensitivity,medium,medium,High-multiple software selloff as the July 13 session featured a sharp rotation out of tech and growth,Valuation sensitivity and generalized de-risking in tech,no,,,Adobe's drop is best read as part of the software/growth flush on July 13 with no company-specific catalyst.
INTU,2020-07-13,3.2,macro_sensitivity,low,medium-low,Software/growth rotation as premium SaaS names were sold along with the broader tech complex,High valuation and profit-taking,no,,,Intuit traded like the rest of the premium software cohort on July 13 with no stock-specific catalyst identified.
C,2020-07-14,3.9,earnings_miss,high,high,Citigroup Q2 profit fell ~73% to $1.3B or $0.50/share after setting aside $5.6B for potential loan losses,Weak rates and investor concern about macro recovery,yes,miss,,Citi's Q2 showed massive credit-loss provisioning of $5.6B crushing profit even with decent trading revenue.
