ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
COP,2020-03-05,3.5,macro_sensitivity,high,high,"Falling crude expectations tied to COVID demand shock and OPEC+ Russia uncertainty. Wood Mackenzie estimated global oil demand could fall about 2.7M bpd YoY","General equity volatility and recession fears. OPEC considering additional 1.5M bpd cut and market unsure Russia would cooperate",no,,,"No distinct ConocoPhillips headline in the 3-day window. The best explanation is oil-market stress with Wood Mackenzie estimating global oil demand in the quarter could fall by about 2.7M bpd YoY while OPEC was considering deeper cuts and Russia cooperation was uncertain."
DIS,2020-03-05,4.4,macro_sensitivity,medium,medium-high,"COVID-driven fear of hit to Disney parks cruises theatrical releases and ESPN-related ad demand","Broad market drop and travel-related selling. Flybe collapsed Mar 5 adding to travel sector fear",no,,,"This looks more like an exposure trade than a Disney-specific event. By March 5 investors could see that businesses tied to travel and gatherings were breaking down and Disney had unusually high sensitivity through parks resorts cruises film distribution and live sports."
GM,2020-03-06,4.7,macro_sensitivity,medium,medium,"COVID-related global auto demand and supply-chain fears. China passenger-car sales had plunged about 92% in early February","Cyclical-stock selloff and recession concerns. Highly cyclical manufacturer with big fixed costs and international exposure",no,,,"The strongest explanation is macro but sector-specific. China passenger-car sales had plunged about 92% in early February showing what a virus shock could do to auto demand and investors were extrapolating that risk globally. GM was repriced lower as those fears intensified."
WFC,2020-03-06,4.7,macro_sensitivity,medium,high,"Collapse in yields after emergency Fed 50bp cut compressing net interest margin expectations. 10-year yield broke below 1% for first time","Credit-quality fears tied to possible recession and virus shock. Reuters: S&P banks index down 4.7% on Mar 6",no,,,"No Wells Fargo-only negative headline. The more convincing driver is the rate shock with the 10-year Treasury yield falling below 1% for the first time after the Fed emergency cut. Bank shares were hit as investors priced weaker lending spreads and higher economic risk."
USB,2020-03-06,3.0,macro_sensitivity,medium,high,"Lower-rate and flatter-curve pressure on bank earnings after Fed emergency 50bp cut and historic Treasury rally","Broader recession fears and sector-wide bank selling",no,,,"No meaningful US Bancorp-specific catalyst in the 3-day window. Classic regional-bank NIM move as yields collapsed and the market priced more easing. Investors marked down earnings power for spread lenders such as USB."
NOW,2020-03-06,3.7,no_clear_catalyst,low,medium,"No ServiceNow-specific announcement. Broad growth and software multiple compression during coronavirus selloff","No clear company-specific negative catalyst found. Escalating COVID uncertainty after post-Fed-cut selloff resumed",no,,,"This appears to be mostly a valuation and risk-off move rather than a ServiceNow event. Investors were rapidly de-risking expensive software names alongside the broader market as uncertainty around corporate spending and economic activity rose."
MU,2020-03-06,4.2,macro_sensitivity,low,medium,"Semiconductor-cycle and end-demand fears tied to COVID. Memory pricing electronics demand and global supply chains all under pressure","Broad Nasdaq and risk-off pressure",no,,,"No Micron-only news item that explains the drop better than sector pressure. Given Micron's sensitivity to memory pricing electronics demand and global supply chains the most likely driver was intensifying concern that coronavirus would hit both production and end markets."
LIN,2020-03-06,3.7,macro_sensitivity,low,medium,"Macro industrial slowdown fears from COVID. Tied to industrial production manufacturing energy and healthcare demand","Broad market selloff. Had been hitting record highs in mid-Feb on upbeat growth commentary making reversal sharper",no,,,"Linde sold off as the market began pricing a global activity freeze. No company-specific negative update in the 3-day window making a macro and industrial explanation the best-supported one. The stock had been at record highs in mid-February which made the reversal more pronounced."
JPM,2020-03-06,5.2,macro_sensitivity,medium,high,"Yield collapse after emergency Fed action. 10-year Treasury broke below 1%. Reuters: financials hit hard S&P banks index down 4.7% on Mar 6","Recession and credit-loss fears",no,,,"No JPM-specific bombshell in the prior 3 days. The market was rapidly repricing large banks for lower net interest income and higher credit stress as Treasury yields cratered and investors interpreted the Fed emergency cut as confirmation that the virus shock could be severe."
INTU,2020-03-06,3.8,no_clear_catalyst,low,medium,"No meaningful Intuit-specific headline. Broad software and growth multiple compression in risk-off trading","Indiscriminate cutting of premium-multiple tech and software names amid escalating coronavirus uncertainty",no,,,"No evidence of a fresh Intuit-specific negative development immediately before the drop. Investors were indiscriminately cutting exposure to premium-multiple tech and software names amid escalating coronavirus uncertainty and a renewed market slide."
GE,2020-03-06,6.7,macro_sensitivity,high,medium-high,"Aviation and travel collapse fears hitting GE's most important profit engine. Global air travel demand collapsing","Industrial recession concerns and general market selloff. Drop larger than many industrial peers due to aviation dependence",no,,,"GE's drop was larger than many industrial peers because its earnings quality depended heavily on aviation a business suddenly facing a severe traffic and aftermarket shock. The market had enough information by March 6 to start repricing GE for a major hit to engine deliveries services and airline customer health."
XOM,2020-03-06,4.8,macro_sensitivity,high,high,"Oil-price weakness from COVID demand destruction and OPEC+ uncertainty. OPEC+ debating additional 1.5M bpd cut while demand estimates collapsing","Broad equity selloff. Before full Saudi-Russia price war erupted after close on Mar 6",no,,,"No fresh Exxon-specific catalyst. The evidence points to crude-price pressure with OPEC+ debating deeper cuts while demand estimates were collapsing. This directly hurt integrated oils like Exxon even before the full Saudi-Russia price war erupted after the close on March 6."
CRM,2020-03-06,3.3,no_clear_catalyst,low,medium,"No new Salesforce-specific development. Broad software multiple compression and macro uncertainty","Risk-off selling in software and growth equities amid mounting concern over enterprise spending",no,,,"This looks like a macro and valuation decline rather than a CRM-specific reaction. As investors questioned how COVID might affect corporate budgets and near-term growth assumptions richly valued enterprise-software names sold off with the wider tech complex."
COP,2020-03-06,5.0,macro_sensitivity,high,high,"Breakdown of OPEC+ Russia talks on March 6. Russia refused to back deeper cuts. With demand already weakening sharply collapse of cooperation made crude outlook materially worse","COVID demand destruction and broader market selloff",no,,,"This is stronger than the March 5 COP explanation because there was a major sector catalyst on the day. Russia declined to go along with the deeper cuts OPEC wanted. With demand already weakening sharply the collapse of OPEC+ cooperation made the outlook for crude materially worse."
