ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
AMT,2020-03-18,4.6,no_clear_catalyst,low,medium-low,No material AMT-specific negative Mar 15-18. Sector-wide REIT and liquidity panic. Forced deleveraging,Fear around capital markets access. Indiscriminate selling of defensive equities,no,,,AMT decline looks like a correlation trade rather than a reaction to a tower-industry development. In a stress event investors sold liquid long-duration equities broadly including high-quality infrastructure REITs.
AVGO,2020-03-18,15.9,guidance_cut,high,high,Already withdrew annual guidance Mar 12 citing lacking visibility and intensifying demand uncertainty. Semiconductor-wide COVID demand and supply fears,Broad tech multiple compression. Uncertainty around enterprise and hardware spending,yes,,down,Broadcom had already withdrawn annual guidance on March 12 and flagged worsening visibility. Into March 18 that made AVGO especially vulnerable because investors were repricing semis for both demand uncertainty and supply-chain disruption.
AXP,2020-03-18,14.8,macro_sensitivity,high,high,Collapse in T&E spending expectations. Travel-ban and travel-collapse directly relevant because AmEx heavily tied to travel and entertainment spend,Consumer-credit worries. Broad financial-sector selloff. Airlines slashing routes and seeking emergency aid,no,,,AXP was hit by a particularly bad mix of catalysts: it traded like both a financial and a travel proxy. With the Europe travel ban airlines cutting capacity and recession fears rising investors had a strong reason to expect a sharp drop in billed business.
BA,2020-03-18,17.9,capital_structure,high,high,STOCK-SPECIFIC. Boeing already said Mar 11 would draw down .8B loan and freeze hiring and overtime. Airlines slashing capacity seeking aid. COVID-driven airline and aviation collapse layered on 737 MAX crisis,Liquidity fears. Expected production disruption. Looming need for government support,yes,,,BA was not just a macro victim. Boeing was already preserving cash by drawing down its loan and freezing hiring and then the COVID shock crushed airline demand just as customers were seeking aid and slashing capacity.
BAC,2020-03-18,5.4,macro_sensitivity,high,high,Bank earnings repricing from zero rates. Big U.S. banks including BofA suspended buybacks Mar 15. Fed cut to 0-0.25%,Buyback halt. Recession and credit-loss fears. Broad market panic,yes,,,BAC selloff was fundamentally consistent with the bank-sector shock. Near-zero rates compress margins while the buyback suspension signaled management priority had shifted to conserving capital.
BK,2020-03-18,4.0,macro_sensitivity,medium,medium-high,BNY Mellon affected by industrywide buyback suspension Mar 15. Zero-rate shock. Financial-sector stress,Generalized financial deleveraging. Rate compression and systemic stress as immediate earnings headwinds,no,,,BK traded with the financial complex after two clear negative signals: banks halted buybacks and the Fed cut to zero. Even though BNY Mellon is custody-heavy the market treated rate compression and systemic stress as immediate earnings headwinds.
BLK,2020-03-18,3.5,macro_sensitivity,medium,medium,No major BlackRock announcement. Asset-manager exposure to collapsing markets. AUM-markdown and outflow fears,Liquidity stress. Redemption fears. Financial-sector contagion,no,,,BlackRock was essentially hit through its business model. When global markets plunge fee-based AUM compresses immediately and investors worry about redemptions from risky products.
BMY,2020-03-18,7.1,no_clear_catalyst,low,medium,No BMY-specific negative. Broad market selloff. Defensive healthcare sold for cash,Some concern about trial execution and healthcare-system disruption,no,,,BMY move looks mostly non-idiosyncratic. In a session where even defensives sold off to raise cash Bristol Myers fell materially but no evidence of a company-specific catalyst.
BRK-B,2020-03-18,8.1,macro_sensitivity,high,medium-high,No Berkshire-specific announcement. Giant exposure to economically sensitive holdings — financials industrials energy airlines. Conglomerate exposure to broad COVID recession,Oil-price-war fallout. Airline and travel exposure. Selloff in big Berkshire holdings such as banks,no,,,BRK-B drop was basically a leveraged expression of the market fear that a sudden stop would hit many of Berkshire subsidiaries and public-equity holdings at once.
C,2020-03-18,9.5,macro_sensitivity,high,high,Big U.S. banks including Citi suspended buybacks Mar 15. Fed cut to 0-0.25%. Banking-sector stress from collapsing rates and recession and credit fears,Exposure to global consumer and corporate credit. Capital-markets stress. General financial deleveraging,yes,,,Citi drop was mainly a sector move: lower yields implied worse net interest income while the pandemic implied higher credit losses and weaker transaction activity.
BKNG,2020-03-18,9.8,demand_weakness,high,high,Travel-demand collapse from COVID. Trump Europe travel ban. Airlines scrambled to cut flights. Rising cancellations refund risk,Fears of prolonged freeze in global leisure and business travel,no,,,BKNG was one of the cleaner policy plus pandemic casualties. Once the U.S. effectively shut a major cross-border travel lane and airlines rushed to retrench the market quickly repriced Booking for a near-term collapse in room-night and airline-ticket demand.
CMCSA,2020-03-18,6.6,macro_sensitivity,medium,medium-high,NBCUniversal theme-park film advertising exposure vulnerable to shutdowns. Later said COVID would materially impact results. Repricing of NBCUniversal and consumer-media exposure,Ad-market weakness. General market stress partly offset by defensive cable broadband business,no,,,Comcast drop was larger than a pure utility-style business would suggest because investors were focusing on NBCUniversal cyclical segments not just cable connectivity.
INTC,2020-03-18,4.9,macro_sensitivity,medium,medium-high,Semiconductor sector selloff. Growing concern results would be hit. Later Mar 24 Reuters confirmed Intel expected likely hit to results,Supply-chain worries. General market panic. Data-center and PC demand uncertainty,no,,,Intel did not preannounce bad numbers but the market was clearly moving toward the view that COVID would hit manufacturing and end demand across the chip industry.
HON,2020-03-18,9.2,macro_sensitivity,high,medium-high,Honeywell reaffirmed outlook Mar 10 but reassurance did not hold. Airlines cutting capex. Investors repricing aerospace business for severe aviation downturn,Industrial cyclicality. Supply-chain disruption. Mar 10 reaffirmation quickly looked stale,no,,,HON double-digit-range decline suggests the market stopped believing near-term industrial guidance almost immediately. With airline customers slashing spending and Boeing under pressure Honeywell aerospace exposure likely became the dominant driver.
HD,2020-03-18,10.4,no_clear_catalyst,low,medium,No HD-specific negative. Consumer discretionary and physical retail shutdown fear,Concern about store traffic project deferrals contractor demand. Broad market liquidation,no,,,HD decline looks like a violent repricing of brick-and-mortar and housing-linked consumer spending rather than a reaction to one company headline. Investors assumed store traffic and big-ticket home-improvement demand could fall sharply.
CL,2020-03-18,3.6,no_clear_catalyst,low,medium-low,No Colgate-specific negative. Indiscriminate consumer staples selling. EM and FX concerns,Global supply-chain disruption fears,no,,,Colgate drop was part of the March 18 liquidation wave with investors selling even defensive global consumer names as they raised cash.
GM,2020-03-18,17.3,demand_weakness,high,high,STOCK-SPECIFIC. Detroit Three shutting U.S. plants Mar 18. GM confirmed orderly suspension of North American manufacturing through at least Mar 30. UAW pressure,Collapsing auto demand. Recession and supply-chain disruption across cyclicals,yes,,,GM March 18 decline was directly tied to the confirmed North American production halt. GM confirmed an orderly suspension of manufacturing through at least March 30 while the broader market was already reacting to shutdown-style social restrictions.
