ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
MS,2020-03-20,4.0,macro_sensitivity,medium,medium,Mar 15 biggest U.S. banks including MS suspended share buybacks. Sector-wide banking stress — recession and credit fears plus near-zero rates and frozen markets,Buyback suspension signaled capital preservation. Generalized de-risking in bank equities,yes,,,Morgan Stanley 4.0% drop on March 20 looks driven mainly by the banking panic then gripping the market not a company-specific earnings shock. The clearest company-relevant item was the March 15 industrywide buyback halt.
PFE,2020-03-20,4.6,no_clear_catalyst,low,low-medium,No negative Pfizer-specific development Mar 17-19. Broad market liquidation and defensive-name selloff,Rotation out of defensives to raise cash. Uncertainty around pharma supply chains and trial timelines,no,,,Pfizer fell 4.6% on March 20 even though no stock-specific negative headline was identified in the prior three days. This looks like a cash-raising selloff in a market where even relatively defensive healthcare names were being hit.
SCHW,2020-03-20,3.4,macro_sensitivity,medium,medium,No major Schwab-specific press release Mar 17-19. Fed slashed rates to near zero squeezing net interest revenue. Rate-shock impact on Schwab NIM,General brokerage and bank de-risking. Recession fears,no,,,Schwab 3.4% drop was most likely tied to the same force that hit other rate-sensitive financials: the collapse in short-term rates reduced expected spread income which is central to Schwab economics.
PM,2020-03-20,8.0,no_clear_catalyst,low,low-medium,No clear PM-specific negative Mar 17-19. Rapid global closure of retail channels and mobility restrictions. Global COVID disruption to distribution and consumer channels,EM and currency exposure. Concern about international supply chains,no,,,Philip Morris 8.0% fall appears mostly tied to the accelerating global shutdown rather than a discrete company announcement. Because PM depends heavily on international distribution and travel-adjacent retail channels investors likely marked it down for worsening lockdown risk and dollar strength.
WMT,2020-03-20,4.6,no_clear_catalyst,low,high,STOCK-SPECIFIC context. Mar 19 Walmart announced special cash bonuses for U.S. hourly associates totaling nearly $550M. Ramping hiring. Margin-pressure worries from surging labor and operating costs despite strong sales demand,Store disruption risk. Supply shortages. General market liquidation,no,,,Walmart 4.6% decline was not because demand vanished. If anything demand was surging. The issue was that investors started focusing on the cost side: extra bonuses emergency hiring logistics strain and disrupted inventory flow could eat into margins.
WFC,2020-03-20,6.3,macro_sensitivity,high,high,STOCK-SPECIFIC context. Mar 21 Reuters reported Wells asked Fed to lift $1.95T asset cap. Banks halted buybacks Mar 15. Banking-sector stress plus Wells-specific regulatory overhang from asset cap,Near-zero rates. Credit-loss fears. Capital preservation,yes,,,Wells Fargo 6.3% drop was driven by the same macro banking panic hitting the group but Wells had an extra burden: investors knew the asset cap limited balance-sheet flexibility just as the system needed it most.
VZ,2020-03-20,3.4,demand_weakness,low,medium-high,Verizon said temporarily closing a number of U.S. stores. COVID-related retail disruption — pressure on in-store activations and handset sales,General market selloff. Concern business activity would weaken,yes,,,Verizon 3.4% decline appears tied to the realization that even telecom was not immune: store closures would slow upgrades new customer acquisition and device sales.
V,2020-03-20,3.6,macro_sensitivity,high,high,No Mar 17-19 Visa release. Later Visa disclosed transaction volumes fell in second half of March. Cross-border travel-related spending deteriorated rapidly. Collapse in travel and cross-border payment volumes,Restaurant entertainment and fuel spending declines. Broad market de-risking,no,,,Visa 3.6% drop was most likely driven by the sudden stop in global travel and discretionary spending. Cross-border transactions are especially profitable for Visa so once investors saw borders closing and shelter-in-place orders proliferating the stock premium multiple became vulnerable.
UNP,2020-03-20,3.1,macro_sensitivity,medium,medium,No specific UNP release Mar 17-19. Rail volumes under visible pressure from collapsing industrial activity and intermodal demand. Expected freight-volume contraction from economic shutdown,Industrial recession fears. Broad cyclical selloff,no,,,Union Pacific 3.1% decline fits the market repricing of transport and industrial names for a sudden recession. Railroads were being marked down for likely weakness in industrial consumer and export-linked shipments.
UNH,2020-03-20,6.0,macro_sensitivity,medium,medium-high,UnitedHealth highlighted COVID-related support measures. Mar 19 U.S. senators pressing major insurers including UnitedHealth to waive broader cost-sharing tied to coronavirus treatment. Fear of rising medical-cost exposure and political and regulatory pressure,General market liquidation. Uncertainty around elective care treatment costs and reimbursement,no,,,UnitedHealth 6.0% fall was likely less about demand and more about policy and claims risk. Investors were digesting the possibility that insurers would be pushed to absorb more COVID testing and treatment costs just as the outbreak curve was steepening sharply.
PG,2020-03-20,7.6,demand_weakness,medium,medium-high,P&G already warned Feb about coronavirus disruptions. By March investors weighing supply-chain strain against pantry-loading demand. Margin and supply-chain concerns not demand weakness,Broad cash-raising selloff in defensives. Manufacturing and logistics friction mix shifts higher cost of meeting emergency demand,yes,,down,P&G 7.6% drop looks driven by investors recognizing that huge demand for staples does not automatically mean better earnings. With China disruption already flagged the market likely focused on manufacturing and logistics friction and the higher cost of meeting emergency demand.
TXN,2020-03-20,3.9,macro_sensitivity,low,medium,No TXN-specific Mar 17-19 release. Reuters connected TI to broad electronics and smartphone supply-chain disruption. Semiconductor demand and supply-chain worries tied to global recession,Smartphone and electronics demand uncertainty. General tech de-risking,no,,,Texas Instruments 3.9% decline appears to have been a cyclical semiconductor move rather than a company-specific surprise. Investors were increasingly worried that factory disruption would be followed by weakening end demand across industrials autos and consumer electronics.
T,2020-03-20,8.7,demand_weakness,high,high,STOCK-SPECIFIC. Reuters Mar 18 reported AT&T closing 40% of company-owned U.S. retail stores and cutting store hours. Large-scale retail-store closures and near-term wireless sales disruption,Broader market liquidation. Concern about ad and media exposure via Warner assets. Debt leverage,yes,,,AT&T 8.7% drop had a very clear stock-specific catalyst: the company disclosed that 40% of company-owned retail locations would close. That raised immediate concerns about subscriber additions handset upgrades and execution.
SPG,2020-03-20,13.6,demand_weakness,high,high,STOCK-SPECIFIC. Mar 18 Reuters and Simon reported company would temporarily close all U.S. retail properties including malls Premium Outlets and Mills through Mar 29. Complete shutdown of domestic mall operations,Rent-collection risk. Tenant bankruptcies. Already-fragile brick-and-mortar conditions,yes,,,Simon 13.6% decline was overwhelmingly stock-specific. Closing its entire U.S. mall portfolio effectively confirmed an abrupt revenue shock while investors also began pricing the second-order damage from tenant distress rent deferrals and a much weaker leasing environment.
SO,2020-03-20,8.9,no_clear_catalyst,low,low-medium,No major Southern-specific negative Mar 17-19. Utility-sector derating. Investors raised cash. Worried about commercial and industrial load weakness. Broad utility-sector liquidation and funding-stress selloff,Expected demand weakness from industrial shutdowns. Market-wide dash for cash,no,,,Southern 8.9% drop looks too large for a company-specific story and more consistent with the violent factor rotation happening that week when even utilities sold off as investors liquidated defensive assets for cash.
LMT,2020-03-20,7.3,no_clear_catalyst,low,low-medium,No negative Lockheed-specific announcement Mar 17-19. One Mar 17 release was actually operationally routine and positive on Sentinel A4 radar. Macro liquidation of industrial and defense exposure,Supply-chain and workforce disruption fears. Generalized aerospace and industrial selling,no,,,Lockheed 7.3% fall appears mainly to have been part of the indiscriminate liquidation of industrial names during the COVID crash. No clear company-specific negative news in the prior three days.
SBUX,2020-03-20,5.5,demand_weakness,high,high,Governments tightening restrictions on restaurants cafes public movement globally. By early April Starbucks confirmed U.S. same-store sales started declining Mar 12 and worsened steadily. Sharp expected collapse in cafe traffic from lockdowns,Labor and rent deleverage. International exposure,yes,,,Starbucks 5.5% decline on March 20 was a straightforward shutdown trade. Even before the company quantified the damage in April investors could already see that mobility restrictions and social distancing were devastating one of the most foot-traffic-dependent global consumer brands.
QCOM,2020-03-20,6.3,demand_weakness,high,high,Reuters earlier in March reported Qualcomm said coronavirus threatened disruption to phone industry. Maintained 2020 5G handset view initially. Smartphone demand and supply-chain fears from COVID shock,Broader semiconductor selloff. Concern OEM launches would slip,yes,,,Qualcomm 6.3% drop was most likely the market discounting a deeper smartphone downturn than management had been willing to formalize at the start of March. In the March 20 panic investors were repricing handset-linked semis for a sharp global demand air pocket.
TMUS,2020-03-20,6.2,demand_weakness,medium,high,STOCK-SPECIFIC. T-Mobile said stores in malls would close starting Mar 16. Closing about 80% of corporate-owned retail stores starting Mar 17 until at least Mar 31. Aggressive retail-store closures,Merger-integration uncertainty with Sprint. General telecom de-risking,yes,,,T-Mobile 6.2% decline had a direct operational trigger: the company was sharply reducing physical retail exposure just as the market was reassessing all consumer-facing businesses. That meant near-term pressure on sign-ups upgrades and store-driven sales.
LLY,2020-03-20,8.0,no_clear_catalyst,low,low-medium,No Lilly-specific negative Mar 17-19. Later COVID-antibody work was positive but not yet Mar 20 catalyst. Broad healthcare and defensive liquidation,Drug-development uncertainty. General market need for cash,no,,,Lilly 8.0% decline looks more like a forced-sale move than an idiosyncratic repricing. No clear negative company announcement in the prior three days so the best explanation is that investors were selling even high-quality healthcare names to raise liquidity.
