ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
C,2020-05-11,4.9,macro_sensitivity,medium,medium,Macro/sector selloff in banks on renewed COVID second-wave reopening fears with no fresh Citi-specific headline in May 8-10,Citi's existing sensitivity to credit losses reserve-build worries and recession exposure after weak April earnings,no,,,Citi fell 4.9% as investors rotated out of banks when reports of new infections undercut reopening optimism a pattern Reuters highlighted across risk assets.
BA,2020-05-11,3.4,demand_weakness,high,medium,Ongoing aviation-demand collapse and Boeing balance-sheet stress worsened by renewed reopening skepticism,737 MAX uncertainty and investors fading the prior relief rally in deeply beaten-down travel/industrial names,yes,,,Boeing's drop reflects re-pricing of a company that had just tapped debt markets for $25B to avoid government aid while still facing the MAX crisis and historic airline demand collapse.
AXP,2020-05-11,4.7,regulatory_legal,medium,medium-high,Axios reported May 11 that Carlyle and GIC were in court with AmEx Global Business Travel over a scrapped $900M deal centered on COVID's hit to travel,Broader selloff in financials and fear that reopening demand would recover more slowly than hoped,yes,,,The AmEx GBT lawsuit highlighted how badly the pandemic had damaged corporate travel a core high-margin spending category for AmEx.
CAT,2020-05-11,3.1,macro_sensitivity,medium,medium,Global-growth/reopening fears hitting cyclical industrials with no fresh May 8-10 Caterpillar-specific bombshell,CAT's already-weakened demand outlook and sensitivity to construction mining and energy capex,no,,,Caterpillar's decline fits a macro-driven industrial selloff after management had already acknowledged unusually severe disruption.
JPM,2020-05-12,3.3,macro_sensitivity,medium,medium,Bank-sector pullback on renewed COVID second-wave fears with no fresh JPM-specific headline in May 9-11,Recession loan-loss and net-interest-income concerns already hanging over large banks,no,,,JPM's fall appears primarily sector-driven as second-wave fears and renewed risk-off sentiment spread across global equities and banks.
MA,2020-05-12,3.2,macro_sensitivity,medium,medium-low,No fresh Mastercard-specific news found with reopening/travel-payment weakness repriced as hopes cooled,Payment-volume sensitivity to travel and cross-border transactions plus broad de-risking of financial growth names,no,,,Mastercard's decline was macro-led with the key variable being when travel and high-margin cross-border spending would normalize pushed farther out by virus fears.
MS,2020-05-12,3.5,regulatory_legal,low,medium-high,Reuters reported May 12 Morgan Stanley's ETRADE unit agreed to pay $5M SEC fine over misleading retail clients about a wrap-fee program,Recession sensitivity in capital markets and wealth management flows plus broader bank/brokerage risk-off,yes,,,MS fell on a day when financials were pressured generally but unlike peers had a specific headline with the ETRADE SEC settlement though the fine was modest.
MU,2020-05-12,5.2,macro_sensitivity,medium,medium-low,Macro-led semiconductor de-risking as risk appetite faded with no fresh Reuters May 9-11 Micron headline,Memory pricing cyclicality and concern end-demand recovery would lag if reopening stalled,no,,,MU's 5.2% drop reflects cyclicality rather than a discrete headline with the best explanation being a broad fade in semis tied to reopening uncertainty.
MDT,2020-05-12,3.6,demand_weakness,medium,medium,Ongoing elective-procedure/hospital disruption worries amplified by renewed virus fear with no fresh May 9-11 catalyst,Broad move out of healthcare equipment names lacking near-term procedure visibility,no,,,Medtronic's decline was tied to the market reassessing how quickly hospitals would normalize with no obvious company-specific shock found.
NVDA,2020-05-12,3.3,macro_sensitivity,medium,medium-low,Broad tech de-risking rather than a verified Nvidia-specific event with no fresh May 9-11 negative headline,Semis sensitivity to global demand expectations and profit-taking after a strong rebound from March lows,no,,,NVDA's drop was a risk-off pullback in growth/semi names as reopening optimism wobbled.
SCHW,2020-05-12,4.2,macro_sensitivity,medium,medium,Financial-sector selloff with no fresh Schwab-specific headline in May 9-11,Ultra-low rates compressing net interest revenue and uncertainty around client asset trends in a recessionary setup,no,,,Schwab's decline was bigger than the market but fits the financial-sector risk-off pattern driven by low-rate pressure and renewed macro anxiety.
USB,2020-05-12,5.1,macro_sensitivity,medium,medium,Bank-sector selloff on renewed recession/credit concerns with no strong USB-specific May 9-11 item found,USB's credit-cycle exposure and investor concern about provision builds in a deep downturn,no,,,One of the cleaner cases of banks getting sold on renewed economic anxiety with the magnitude consistent with credit-sensitive bank repricing.
XOM,2020-05-12,3.5,macro_sensitivity,high,high,Oil-demand worries tied to second-wave fears with Reuters explicitly noting energy stocks pressured by renewed virus concerns,Lingering fallout from Exxon's first-quarter $610M loss and $2.9B write-down,yes,,,XOM's decline is one of the easier reads with the oil-price collapse already established and second-wave headlines worsening demand expectations.
ISRG,2020-05-12,3.0,demand_weakness,medium,medium,Elective-surgery recovery concerns rather than a new company event with no fresh May 9-11 headline,Broad risk-off move in high-multiple medical technology shares,no,,,ISRG's fall was tied to the market questioning how quickly hospitals and elective procedures would normalize.
NOW,2020-05-12,4.7,no_clear_catalyst,low,medium-low,Broad growth-software de-risking with no fresh ServiceNow-specific negative headline in May 9-11,Profit-taking after a sharp rebound and high valuation sensitivity,no,,,NOW's 4.7% drop was large but no stock-specific catalyst confirmed with the move best explained as risk-off re-rating in high-multiple software.
HON,2020-05-12,5.0,macro_sensitivity,medium,medium,Macro-driven industrial/aerospace selloff with no fresh Honeywell-specific May 9-11 headline,Aviation exposure and broad industrial recession worries as reopening lost momentum,no,,,HON's 5.0% fall was a high-beta industrial reaction to renewed second-wave concerns with aerospace-linked exposure magnifying the selloff.
